product_ndc	text
61657-0052	ACTIVE INGREDIENTS Apis mel 12X Arsenicum alb 12X Baptisia 3X Belladonna 12X Echinacea 3X Ferrum phos 12X Rhus tox 12X
61657-0527	ACTIVE INGREDIENTS CIMICIFUGA RACEMOSA [HPUS] 3X SEPIA [HPUS] 12X PULSATILLA [HPUS] 12X USTILAGO MAIDIS [HPUS] 12XSULFUR 12X LACHESIS MUTUS [HPUS) 12X BELLADONNA [HPUS 12X SANGUINARIA 12X
61657-0904	ACTIVE INGREDIENTS Arnica 200X Bellis 12X Hypericum 30X Staphysagria 12X Symphytum 6X
61657-0955	Active Ingredients Ingredients : ALUMIN MET 12X, 30X,200C, 1M
61822-0046	Active ingredients Camphor 3.1% Menthol 8% Methyl salicylate 10%
61941-0011	Active ingredient (per lozenge) Zincum Gluconicum 2x (13.3mg)
61941-0012	Active ingredient (per lozenge) Zincum Gluconicum 2x (13.3mg)
61941-0031	Active ingredient (per lozenge) Zincum Gluconicum 2x (13.3mg)
61941-0032	Active ingredient (per lozenge) Zincum Gluconicum 2x (13.3mg)
61941-0041	Active ingredient (per lozenge) Zincum Gluconicum 2x (13.3mg)
61941-0042	Active ingredient (per lozenge) Zincum Gluconicum 2x (13.3mg)
61941-0051	Active ingredient (per lozenge) Zincum Gluconicum 2x (13.3mg)
61941-0052	Active ingredient (per lozenge) Zincum Gluconicum 2x (13.3mg)
61941-0071	Active ingredient (per lozenge) Zincum Gluconicum 2x (13.3mg)
61941-0072	Active ingredient (per lozenge) Zincum Gluconicum 2x (13.3mg)
61941-0132	Active ingredients (in each drop) Purposes Menthol 2.5mg cough suppressant, oral anesthetic Pectin 1.7mg oral demulcent
61941-0224	Active ingredient (per tablet) Purpose Zincum Gluconicum 1X Cold Remedy Rosa Canina L. (Rose Hip) 1X Promotes Immune support Echinacea Purpurea Extract 2X Promotes Immune support Caffeinum (Natural Caffeine) 1X P. Quinquefolium L. (Ginseng) 2X For temporary relief of tiredness, weakness and general fatigue
61957-0002	Active ingredients Titanium Dioxide 3.65%
61957-0003	Active ingredients Octinoxate 3.00% Titanium Dioxide 2.19%
61957-0004	Active ingredients Octinoxate 3.00% Titanium Dioxide 2.19%
61957-0005	Active ingredients Titanium Dioxide 2,19%
61957-0006	Active ingredients Titanium Dioxide 2,19%
61957-0007	Active ingredients Titanium Dioxide 2,19%
61957-0008	Active ingredients Titanium Dioxide 2,19%
61957-0052	ACTIVE INGREDIENTS: TITANIUM DIOXIDE 5.53 %.
61957-0113	Active Ingredients Octinoxate 3.00% Titanium Dioxide 4.35%
61957-0115	Active Ingredients Octinoxate 3.00% Titanium Dioxide 4.35%
61957-0116	Active Ingredients Octinoxate 3.00% Titanium Dioxide 4.35%
61957-0121	Active Ingredients Octinoxate 3.00% Titanium Dioxide 4.35%
61957-0310	ACTIVE INGREDIENTS: OCTINOXATE (ETHYLHEXYL METHOXYCINNAMATE) 4.00 % - TITANIUM DIOXIDE 2.37 %.
61957-0603	Active ingredients Octinoxate 3.50% Titanium Dioxide 4.20% Purpose Sunscreen
61957-0904	Active ingredients Octinoxate 3.00 % Titanium Dioxide 3.16 % Purpose Sunscreen
61995-0029	Zinc Pyrithiopne 1.0%
62011-0001	Active ingredient (in each 5 mL) Acetaminophen 160 mg
62011-0002	Active ingredient (in each 5 mL) Acetaminophen 160 mg
62011-0003	Active ingredient (in each tablet) Aspirin 81 mg (NSAIDnonsteroidal anti-inflammatory drug)
62011-0004	Active ingredient (in each 1.25 mL) Ibuprofen 50 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0005	Active ingredient (in each tablet) Caffeine 200 mg
62011-0006	Active Ingredient (in each softgel) Diphenhydramine HCl 50mg
62011-0007	Active ingredient (in each capsule) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0010	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0011	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0012	Active ingredient (in each 1.25 mL) Ibuprofen 50 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0013	Active ingredient (in each tablet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0014	Active ingredient (in each tablet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0015	Active ingredient (in each caplet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0016	Active ingredient (in each capsule) Solubilized Ibuprofen equal to 200mg Ibuprofen (NSAID)*... (present as the free acid and potassium salt) *nonsteroidal anti-inflammatory drug
62011-0017	Active ingredient (in each caplet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0019	Active ingredient (in each tablet) Aspirin 81 mg (NSAIDnonsteroidal anti-inflammatory drug)
62011-0020	Active ingredient (in each tablet) Aspirin 325 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0021	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0022	Active ingredient (in each 5 mL = 1 teaspoon) Acetaminophen 160 mg
62011-0023	Active ingredient (in each caplet) Acetaminophen 500 mg
62011-0024	Active ingredients (in each geltab) Acetaminophen 500mg Diphenhydramine HCl 25mg
62011-0025	Active ingredients (in each caplet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
62011-0026	ACTIVE INGREDIENT (IN EACH CAPLET) Acetaminophen USP, 650 mg
62011-0028	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0029	Active ingredient (in each 5 mL = 1 teaspoon) Acetaminophen 160 mg
62011-0030	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0032	Active ingredient (in each tablet) Acetaminophen 325 mg
62011-0035	Active ingredient (in each tablet) Meclizine HCl 25 mg
62011-0036	Active ingredient (in each tablet) Dimenhydrinate 50 mg
62011-0037	Active ingredient (in each tablet) Doxylamine succinate 25 mg
62011-0038	Active ingredients Camphor 4% Menthol 10% Methyl salicylate 30%
62011-0040	Active ingredient (in each tablet) Aspirin 325 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0045	Active ingredient Isopropyl Alcohol, 70% v/v
62011-0047	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 2 mg nicotine)
62011-0048	Active ingredient (in each lozenge) Nicotine polacrilex, 2 mg (nicotine)
62011-0049	Active ingredient (in each tablet) Acetaminophen 500 mg
62011-0050	Active ingredient Step 1 Nicotine, 21 mg delivered over 24 hours Active ingredient Step 2 Nicotine, 14 mg delivered over 24 hours Active ingredient Step 3 Nicotine, 7 mg delivered over 24 hours
62011-0051	Active ingredient (in each 5 mL teaspoonful) Cetirizine HCl 5 mg
62011-0052	Active Ingredients (in each tablet) Cetirizine HCl 10 mg
62011-0053	Active ingredient (in each capsule) Psyllium husk approx. 0.52 g
62011-0054	Active ingredient (in each 5 mL teaspoonful) Cetirizine HCl 5 mg
62011-0055	Active ingredient (in each extended release tablet) Cetirizine HCl 5 mg Pseudoephedrine HCl 120 mg
62011-0056	Active Ingredient (in each capsule) Diphenhydramine HCl 25 mg Purpose Antihistamine
62011-0057	Active ingredient (in each 5 mL teaspoonful) Diphenhydramine HCl 12.5 mg
62011-0058	Active Ingredients (in each tablet) Diphenhydramine HCl 25mg Purpose Antihistimine
62011-0059	Active ingredient (in each tablet) Chlorpheniramine maleate 4 mg
62011-0060	Active ingredient (per tablet) Guaifenesin 400mg
62011-0061	Active ingredient - (per tablet) Dextromethorphan Hydrobromide 20mg Guaifenesin 400mg
62011-0062	Active ingredient (in each 5 mL teaspoonful) Brompheniramine maleate, USP 1 mg Phenylephrine HCl, USP 2.5 mg
62011-0063	Active ingredient (in each 5 mL teaspoonful) Brompheniramine maleate, USP 1 mg Dextromethorphan HBr, USP 5 mg Phenylephrine HCl, USP 2.5 mg
62011-0065	Active ingredients (in each 15 ml tablespoon) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
62011-0066	Active Ingredients (in each softgel) Acetaminophen 325 mg Dextromethoprhan HBr 10 mg Phenlyephrine HCl 5 mg Purpose Pain reliever/fever reducer Cough suppressant Nasal decongestant
62011-0067	Active ingredient (in each tablet) Fexofenadine HCl 180 mg
62011-0068	Active ingredient (in each tablet) Fexofenadine HCl 60 mg
62011-0070	ACTIVE INGREDIENTS (IN EACH CAPLET) Ibuprofen, USP 200 mg (NSAID)* Pseudoephedrine HCl, USP 30 mg *nonsteroidal anti-inflammatory drug
62011-0071	ACTIVE INGREDIENTS (IN EACH TABLET) Loratadine, USP 10 mg Pseudoephedrine sulfate, USP 240 mg
62011-0072	Active ingredient (in each 5 mL teaspoonful) Loratadine 5 mg
62011-0073	ACTIVE INGREDIENT (IN EACH TABLET) Loratadine, USP 10 mg
62011-0074	Active ingredient (in each tablet) Loratadine 10 mg
62011-0075	Active ingredients Camphor 4.8% Eucalyptus oil 1.2% Menthol 2.6% Purpose Cough suppressant + topical analgesic Cough suppressant Cough suppressant + topical analgesic
62011-0076	Active ingredient (in each extended-release tablet) Guaifenesin 600 mg
62011-0077	Active ingredient (in each tablet) Phenylephrine HCl 10 mg
62011-0078	Active ingredient (in each tablet) Pseudoephedrine HCl 30 mg
62011-0079	Active ingredient Oxymetazoline hydrochloride 0.05%
62011-0080	Active ingredient Oxymetazoline hydrochloride 0.05%
62011-0081	Active ingredient Oxymetazoline HCl 0.05%
62011-0082	Active ingredients (in each 30 mL dose cup) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
62011-0083	Active ingredients (in each 30 mL dose cup) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
62011-0084	Active Ingredients (in each softgel) Acetaminophen 325 mg Dextromethorphan HBr 15 mg Doxylamine Succinate 6.25 mg Purpose Pain reliever/ fever reducer Cough suppressant Antihistimine
62011-0085	Active ingredient Phenylephrine hydrochloride 1.0%
62011-0087	Active ingredient (in each tablet) Pseudoephedrine HCl 120 mg
62011-0088	Active Ingredient(s) Phenol 1.4%
62011-0089	Active ingredient (in each 10 mL) Guaifenesin, USP 200 mg
62011-0090	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg Phenylephrine HCl, USP 10 mg
62011-0091	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg
62011-0092	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg
62011-0093	Active ingredient (in each 5 mL teaspoonful) Cetirizine HCl 5 mg
62011-0094	Active ingredient (each gram contains) Bacitracin Zinc 500 units
62011-0095	Active ingredient Hydrocortisone 1%
62011-0096	Active ingredient Hydrocortisone 1%
62011-0097	Active ingredients (in each gram) Purpose Bacitracin zinc 500 units First aid antibiotic Polymyxin B sulfate 10,000 units First aid antibiotic
62011-0098	Active ingredients (each gram contains) Purpose Bacitracin zinc 400 units First aid antibiotic Neomycin sulfate 3.5 mg First aid antibiotic Polymyxin B sulfate 5,000 units First aid antibiotic
62011-0099	Active ingredients (each gram contains) Purpose Bacitracin zinc 500 units First aid antibiotic Neomycin sulfate 3.5 mg First aid antibiotic Polymyxin B sulfate 10,000 units First aid antibiotic Pramoxine hydrochloride 10 mg External analgesic
62011-0100	Active Ingredients Glycerin 0.2% Naphazoline hydrochloride 0.012%
62011-0101	Active Ingredients Polyvinyl alcohol 0.5% Povidone 0.6%
62011-0102	Active Ingredients Tetrahydrozoline HCl 0.05%
62011-0104	Active Ingredients Dextran 70 0.1% Polyethylene glycol 400 1.0% Povidone 1.0% Tetrahydrozoline HCl 0.05%
62011-0105	Active ingredient Ketotifen (0.025%) (equivalent to ketotifen fumarate 0.035%)
62011-0112	ACTIVE INGREDIENT (in each fluid ounce) Permethrin 280 mg (1%)
62011-0114	Active Ingredients Calamine 8% and Zinc Oxide 8%
62011-0117	Active ingredient Iodine 2%
62011-0117	Active ingredient Alcohol 47%
62011-0117	Active ingredient Sodium Iodide 2.4%
62011-0118	Active Ingredient Povidone-Iodine 10% (Equivalent to 1% titrable iodine)
62011-0119	Active ingredients Piperonyl butoxide 4% Pyrethrum extract (equivalent to 0.33% pyrethrins)
62011-0120	Active ingredients (in each tablet) Loratadine 5 mg Pseudoephedrine sulfate 120 mg
62011-0131	Active ingredient (in each tablet) Calcium carbonate 750 mg
62011-0132	Active ingredient (in each tablet) Calcium carbonate 500 mg
62011-0133	Active ingredient (per each rounded tablespoon=12 g) Psyllium husk 3.4 g
62011-0134	Active ingredient (in each caplet) Methylcellulose 500 mg
62011-0135	Active ingredient (per each rounded tablespoon=11 g) Psyllium husk 3.4 g
62011-0136	Active ingredient (per each rounded teaspoon=7 g) Psyllium husk 3.4 g
62011-0137	Active ingredient (per each rounded teaspoon=5.8 g) psyllium husk 3.4 g
62011-0138	Active ingredient (in each tablet) Simethicone 80 mg
62011-0139	Active ingredient (in each 0.3 mL) Simethicone 20 mg
62011-0140	Active ingredient (in each tablet) Bismuth subsalicylate 262 mg (total salicylate 102 mg per tablet)
62011-0141	Active Ingredient Castor Oil
62011-0142	Active ingredient (in each tablet) Famotidine 10 mg
62011-0143	Active ingredient (in each tablet) Famotidine 20 mg
62011-0144	Active ingredient (in each tablet) Ranitidine 75 mg (as ranitidine hydrochloride 84 mg)
62011-0145	Active ingredient (in each tablet) Ranitidine 150 mg (as ranitidine hydrochloride 168 mg)
62011-0147	Active ingredients (in each 5 mL teaspoon) Aluminum hydroxide (equiv. to dried gel, USP) 200 mg Magnesium hydroxide 200 mg Simethicone 20 mg
62011-0148	Active ingredients (in each 5 mL = 1 teaspoonful) Aluminum hydroxide (equiv. to dried gel, USP) 200 mg Magnesium hydroxide 200 mg Simethicone 20 mg
62011-0150	Active ingredient (in each caplet) Loperamide HCl 2 mg
62011-0151	Active ingredient (in each 7.5 mL) Loperamide HCl 1 mg
62011-0152	Active ingredients Phosphorated carbohydrate solution* *Each 5mL contains: •3.74g Total sugar [dextrose (glucose) 1.87g, levulose (fructose) 1.87g] •21.5mg Phosphoric acid
62011-0154	Active ingredients (in each 118 mL delivered dose) Dibasic sodium phosphate 7 g Monobasic sodium phosphate 19 g
62011-0156	Active ingredient (in each 118 mL delivered dose) Mineral oil 100%
62011-0157	Active ingredient (in each tablet) Omeprazole 20 mg
62011-0158	Active ingredient(in each capsule) Loperamide HCI 2 mg
62011-0159	Active ingredient (in each tablet) Bisacodyl 5 mg
62011-0160	Active ingredient (in each softgel) Simethicone 125mg
62011-0161	Active ingredients (in each tablet) Docusate Sodium 50 mg Sennosides 8.6 mg
62011-0162	Active Ingredient Sennosides 8.6 mg
62011-0163	Active Ingredients (in each softgel) Docusate Sodium 100mg Purpose Stool softener
62011-0165	Active Ingredients (in each tablet) Docusate Sodium 50mg Sennosides 8.6mg Purpose Stool softener Stimulant Laxative
62011-0166	Active ingredient Magnesium citrate 1.745 g per fl oz Purpose Saline laxative
62011-0167	Active ingredient(s) Carbamide Peroxide 6.5%
62011-0168	Active ingredient (in each capsule) Lansoprazole 15 mg
62011-0169	Active ingredient(s) Carbamide Peroxide 6.5%
62011-0170	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 4 mg nicotine)
62011-0171	Active ingredient (in each lozenge) Nicotine polacrilex, 4 mg (nicotine)
62011-0172	Active ingredient Step 1 Nicotine, 21 mg delivered over 24 hours Active ingredient Step 2 Nicotine, 14 mg delivered over 24 hours Active ingredient Step 3 Nicotine, 7 mg delivered over 24 hours
62011-0173	Active ingredient Step 1 Nicotine, 21 mg delivered over 24 hours Active ingredient Step 2 Nicotine, 14 mg delivered over 24 hours Active ingredient Step 3 Nicotine, 7 mg delivered over 24 hours
62011-0174	Active ingredient Magnesium Citrate 1.745 g per fl oz
62011-0176	Active ingredient (in each 5 mL) Dextromethorphan polistirex equivalent to 30 mg dextromethorphan hydrobromide, USP
62011-0180	Active ingredient (in each 5 mL teaspoonful) Cetirizine HCl 5 mg
62011-0181	Active ingredient (in each 5 mL teaspoonful) Loratadine 5 mg
62011-0182	Active ingredient (in each chewable tablet) Famotidine 10 mg Calcium carbonate 800 mg Magnesium hydroxide 165 mg
62011-0183	Active ingredient (in each 5 mL = 1 teaspoonful) Acetaminophen 160 mg
62011-0185	Active ingredient (in each caplet) Acetaminophen 250 mg Aspirin 250 mg (NSAID*) Caffeine 65 mg *nonsteroidal anti-inflammatory drug
62011-0186	Active ingredients (in each geltab) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
62011-0187	Active ingredient (in each 0.3 mL) simethicone 20 mg
62011-0188	Active Ingredients (in each tablet) Docusate Sodium 50 mg Sennosides 8.6 mg Purpose Stool softener Stimulant Laxative
62011-0189	Active ingredient (in each tablet) simethicone 125 mg
62011-0191	Active ingredient (in each 118 mL delivered dose) Dibasic sodium phosphate 7 g Monobasic sodium phosphate 19 g
62011-0192	Active Ingredient (in each tablet) Sennosides 8.6 mg Purpose Laxative
62011-0193	Active ingredients (in each 20 mL) Acetaminophen 650 mg Dextromethorphan HBr 20 mg Guaifenesin 400 mg Phenylephrine HCl 10 mg
62011-0194	Active ingredients (in each 20 mL) Dextromethorphan HBr 20 mg Guaifenesin 400 mg Phenylephrine HCl 10 mg
62011-0195	Active ingredients (in each 5 mL) Dextromethorphan HBr 5 mg Guaifenesin 100 mg Phenylephrine HCl 2.5 mg
62011-0197	Active ingredients (in each caplet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
62011-0198	Active ingredient (in each 5 mL) Dextromethorphan polistirex equivalent to 30 mg dextromethorphan hydrobromide, USP
62011-0199	Active ingredient (in each lozenge) Nicotine polacrilex, 2 mg (nicotine)
62011-0200	Active ingredient (in each lozenge) Nicotine polacrilex, 4 mg (nicotine)
62011-0201	Active ingredients (in each geltab) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
62011-0203	Active ingredient Carboxymethylcellulose sodium 0.5%
62011-0204	Active ingredients (in each caplet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* Pseudoephedrine HCl 120 mg, extended-release *nonsteroidal anti-inflammatory drug
62011-0205	Active ingredient (in each tablet) Cetirizine HCl 10 mg
62011-0209	Active ingredient Menthol 10% Methyl salicylate 15%
62011-0210	Active ingredient (in each 30 mL dose cup) Diphenhydramine HCl 50 mg
62011-0211	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 400 mg
62011-0212	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0213	Active ingredient (in each caplet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0214	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0215	Active ingredient (in each caplet) Diphenhydramine HCl 25 mg
62011-0217	Active ingredients (in each caplet) Acetaminophen 325 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
62011-0218	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
62011-0219	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
62011-0221	Active ingredient (in each softgel) Diphenhydramine HCl 25 mg
62011-0222	Active ingredient (in each tablet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
62011-0223	Active ingredient (in each tablet) Ranitidine 150 mg (as ranitidine hydrochloride 168 mg)
62011-0224	Active ingredient (in each softgel) Docusate sodium 100 mg Purpose Stool softener laxative
62011-0225	ACTIVE INGREDIENT (IN EACH TABLET) Ranitidine 75 mg (as ranitidine hydrochloride USP, 84 mg)
62011-0226	Active ingredient (in each softgel) Diphenhydramine HCl 50 mg Purpose Nighttime sleep-aid
62011-0227	ACTIVE INGREDIENT (IN EACH TABLET) Ranitidine 150 mg (as ranitidine hydrochloride, USP 168 mg)
62011-0230	Active ingredient (in each tablet) Acetaminophen 160 mg
62011-0231	Active ingredient (in each softgel) Simethicone 125 mg
62011-0232	Active ingredient Ketotifen (0.025%) (equivalent to ketotifen fumarate 0.035%)
62011-0233	Active ingredient (in each tablet) Fexofenadine HCl 180 mg
62011-0236	Active ingredient (in each 7.5 mL) Loperamide HCl 1 mg
62011-0239	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
62011-0243	Active ingredients (in each caplet) Acetaminophen 250 mg Aspirin 250 mg (NSAID*) Caffeine 65 mg *nonsteroidal anti-inflammatory drug
62011-0244	Active ingredient (in each softgel) Docusate sodium 250 mg
62011-0245	Active ingredient Phenol 1.4%
62011-0246	Active ingredient (in each 5 mL = 1 teaspoonful) Acetaminophen 160 mg
62011-0247	Active ingredient (in each 5 mL = 1 teaspoonful) Acetaminophen 160 mg
62011-0500	Active ingredient (in each 118 mL delivered dose) Dibasic sodium phosphate 7 g Monobasic sodium phosphate 19 g
62011-0552	Active Ingredient (in each tablet) Cetirizine HCl 10 mg
62168-0085	Active Ingredient Menthol 5%
62168-0086	Active Ingredient Menthol 5%
62168-0087	Active Ingredient Menthol 5%
62175-0190	Active ingredient Polyethylene Glycol 3350, 17 grams (cap filled to line)
62175-0195	Active ingredient Polyethylene Glycol 3350, 17 grams (cap filled to line)
62185-0002	ACTIVE INGREDIENTS: Asclepias vincetoxicum 6X, 12X, 30X, Echinacea (Angustifolia) 6X, 12X, 30X, Hypothalamus (suis) 6X, 12X, 30X, Hepar suis 8X, Kidney (suis) 8X, Methylcobalamin 8X, Gambogia 12X, 30X, 60X, Graphites 12X, 30X, 60X, Nux vomica 12X, 30X, 60X, Phytolacca decandra 12X, 30X, 60X, 7-keto DHEA (dehydroepiandrosterone) 30X, ATP (Adenosine triphosphate disodium) 30X, Glucagon 30X, Insulinum 30X, Sarcolacticum acidum 30X, Proteus (vulgaris) 30C.
62185-0003	ACTIVE INGREDIENT Asclepias vincetoxicum 6X, 12X, 30X, Echinacea (Angustifolia) 6X, 12X, 30X, Hypothalamus (suis) 6X, 12X, 30X, Brain (suis) 8X, Hepar suis 8X, Kidney (suis) 8X, Methylcobalamin 8X, Pancreas suis 8X, Stomach (suis) 8X, AACG-A 8X, 12X, 60X, 200X, AACG-B 8X, 12X, 30X, 200X, Calcarea carbonica 12X, 30X, 60X, Gambogia 12X, 30X, 60X, Gelsemium sempervirens 12X, 30X, 60X, Graphites 12X, 30X, 60X, Nux vomica 12X, 30X, 60X, Phytolacca decandra 12X, 30X, 60X, 7-keto-DHEA (Dehydroepiandrosterone) 30X, ATP (Adenosine triphosphate disodium) 30X, Glucagon 30X, Insulinum 30X, Sarcolacticum acidum 30X, Proteus (vulgaris) 30C.
62185-0004	ACTIVE INGREDIENTS: Cinnamic acid 6X, 8X, 10X, 30X, 200X, Phloridzinum 6X, 8X, 10X, 30X, 200X, Argentum nitricum 6C, 30C, 200C, Adenosinum triphosphoricum dinatrum 6C, 30C, 200C, Beet sugar 6C, 30C, 200C, Dextrose 6C, 30C, 200C, D-ribose 6C, 30C, 200C, Fructose 6C, 30C, 200C, Grape sugar (syrup) 6C, 30C, 200C, Lycopodium clavatum 6C, 30C, 200C, Maple sugar 6C, 30C, 200C, Saccharum lactis 6C, 30C, 200C, Saccharum officinale 6C, 30C, 200C, Sarcolacticum acidum 6C, 30C, 200C, Adrenocorticotrophin 8C 30C, 200C, Malvin 15C, 30C, 200C, Morgan gaertner 30C, 200C, Dysentery bacillus 30C, 200C.
62185-0005	ACTIVE INGREDIENTS: Coumarinum 6X, 8X, 10X, 30X, 200X, Quercetin 5X, 8X, 10X, 30X, 200X, Rutin 6X, 8X, 10X, 30X, 200X, Bamboo 9X, 12X, 15X, 30X, Barley 9X, 12X, 15X, 30X, Corn 9X, 12X, 15X, 30X, Levant cotton 9X, 12X, 15X, 30X, Flax seed 9X, 12X, 15X, 30X, Millet 9X, 12X, 15X, 30X, Milo 9X, 12X, 15X, 30X, Oat 9X, 12X, 15X, 30X, California poppy 9X, 12X, 15X, 30X, Rice 9X, 12X, 15X, 30X, Rye 9X, 12X, 15X, 30X, Safflower 9X, 12X, 15X, 30X, Sesame 9X, 12X, 15X, 30X, Sorghum 9X, 12X, 15X, 30X, Soybean 9X, 12X, 15X, 30X, Sugarcane 9X, 12X, 15X, 30X, Sunflower 9X, 12X, 15X, 30X, Wheat 9X, 12X, 15X, 30X, Amaranth 6C, 30C, 200C, Avena sativa 6C, 30C, 200C, Natrum sulphuricum 6C, 30C, 200C, Sarcolacticum acidum 6C, 30C, 200C, Triticum repens 6C, 30C, 200C, Adrenocorticotrophin 8C, 30C, 200C, Sycotic co bacillus 30C, 200C.
62185-0006	ACTIVE INGREDIENTS: Acetaldehyde 6X, 8X, 10X, 30X, 200X, Coumarinum 6X, 8X, 10X, 30X, 200X, Histaminum hydrochloricum 6X, 8X, 10X, 30x, 200X, Quercetin 6X, 8X, 10X, 30X, 200X, Torula cerevisiae 10X, 30X, 200X, Candida albicans 12X, 30X, 200X, Candida parapsilosis 12X, 30X, 200X, Adrenocorticotrophin 6C, 30C, 200C, Sarcolacticum acidum 6C, 30C, 200C, Sepia 6C, 30C, 200C, Faecalis (alkaligenes) 30C, 200C.
62185-0008	ACTIVE INGREDIENTS: Carduus Marianus 3X, Chelidonium Majus 4X, Cinchona Officinalis 4X, Lycopodium Clavatum 4X, Taraxacum Officinale 4X, Veratrum Album 4X, Avena Sativa 6X, Cynara Scolymus 6X, Methylcobalamin 6X, Menadione 6X, 8X, 30X, 200X, alpha Lipoicum Acidum 8X, Hepar Suis 8X, Colon (suis) 8X, 30X, 200X, Duodenum (suis) 8X, 30X, 200X, Gallbladder (suis) 8X, 30X, 200X, Intestine (suis) 8X, 30X, 200X, Lymph Node (suis) 8X, 30X, 200X, Pancreas Suis 8X, 30X, 200X, Thymus (suis) 8X, 30X, 200X, alpha Ketoglutaricum Acidum 10X, Cholesterinum 10X, Formicum Acidum 10X, Glyoxal Trimer Dihydrate 10X, Histaminum Hydrochloricum 10X, Malic Acid 10X, Natrum Oxalaceticum 10X, Sulphur 13X, Calcarea Carbonica 28X, Oroticum Acidum 7C, Morgan Bacillus 30C, 200C, Morgan Gaertner 30C, 200C
62185-0013	ACTIVE INGREDIENTS: Beta Vulgaris 3X, Boldo 3X, Chelidonium Majus 3X, Petroselinum Sativum 3X, Taraxacum Officinale 3X, Arsenicum Album 12X, Belladonna 12X, Cobaltum Metallicum 12X, Cuprum Metallicum 12X, Iodium 12X, Lycopodium Clavatum 12X, Phosphoricum Acidum 12X, Selenium Metallicum 12X, Zincum Metallicum 12X, Aspartame 30X, Benzalkonium Chloride 30X, Formalinum 30X, Methylene Chloride 30X, Methyl Paraben 30X, Propyl Paraben 30X, Sodium Benzoate 30X, Sodium Citrate 30X, Titanium Dioxide 30X, Zincum Oxydatum 30X
62296-0023	Active ingredient: Purpose Triclosan 0.3% .........................Antibacterial
62296-0024	Active ingredient: Purpose Triclosan 0.3% .........................Antibacterial
62296-0025	Active ingredient: Purpose Triclosan 0.3% .........................Antibacterial
62296-0031	Active ingredient: Purpose Triclosan 0.3% .........................Antibacterial
62296-0032	Active ingredient: Purpose Triclosan 0.3% .........................Antibacterial
62296-0039	Active ingredient: Purpose Triclosan 0.3% .........................Antibacterial
