product_ndc	name
64543-0125	Liquituss GG
64578-0056	Aller-chord Food
64578-0062	Dental-chord
64578-0065	Hz-chord
64578-0067	Lipo-chord
64578-0071	Mycocan-chord
64578-0078	Viru-chord
64578-0085	Hepatic-tone
64578-0087	Lymph-tone II
64578-0088	Lymph-tone III
64578-0093	Sinus-tone
64578-0096	Adrenapath
64578-0113	Cv-tone
64597-0301	Nuedexta
64613-0456	Sal de Uvas Picot
64661-0011	J-max
64661-0031	J-tan PD
64661-0032	J-tan D PD
64661-0060	J-cof DHC
64661-0070	J-max DHC
64661-0090	Drymax
64661-0091	Drymax AF
64661-0092	Drymax AF
64661-0711	Enlyte
64661-0811	Viva CT Prenatal
64661-0814	Jay-phyl
64679-0101	Bupropion Hydrochloride (sr)
64679-0102	Bupropion Hydrochloride (xl)
64679-0105	Bupropion Hydrochloride (sr)
64679-0107	Bupropion Hydrochloride (sr)
64679-0140	Lansoprazole
64679-0152	Valacyclovir Hydrochloride
64679-0153	Valacyclovir Hydrochloride
64679-0154	Ropinirole Hydrochloride
64679-0155	Ropinirole Hydrochloride
64679-0171	Ropinirole Hydrochloride
64679-0172	Ropinirole Hydrochloride
64679-0174	Ropinirole Hydrochloride
64679-0175	Ropinirole Hydrochloride
64679-0177	Ropinirole Hydrochloride
64679-0209	Terbinafine Hydrochloride
64679-0271	Lamotrigine
64679-0272	Lamotrigine
64679-0273	Lamotrigine
64679-0274	Lamotrigine
64679-0275	Lamotrigine
64679-0290	Entacapone
64679-0311	Donepezil Hydrochloride
64679-0312	Donepezil Hydrochloride
64679-0314	Clopidogrel
64679-0315	Clopidogrel
64679-0374	Famotidine
64679-0411	Felodipine
64679-0412	Felodipine
64679-0414	Felodipine
64679-0421	Amlodipine Besylate
64679-0422	Amlodipine Besylate
64679-0423	Amlodipine Besylate
64679-0433	Pantoprazole Sodium
64679-0434	Pantoprazole Sodium
64679-0447	Ranitidine
64679-0516	Tamsulosin Hydrochloride
64679-0544	Levofloxacin
64679-0545	Levofloxacin
64679-0547	Levofloxacin
64679-0553	Risperidone
64679-0554	Risperidone
64679-0555	Risperidone
64679-0557	Risperidone
64679-0571	Risperidone
64679-0572	Risperidone
64679-0630	Adenosine
64679-0631	Nicardipine Hydrochloride
64679-0632	Octreotide Acetate
64679-0633	Octreotide Acetate
64679-0634	Octreotide Acetate
64679-0635	Octreotide Acetate
64679-0636	Octreotide Acetate
64679-0661	Granisetron Hydrochloride
64679-0662	Granisetron Hydrochloride
64679-0669	Lansoprazole
64679-0670	Lansoprazole
64679-0692	Risperidone
64679-0693	Cetirizine Hydrochloride
64679-0694	Ranitidine
64679-0701	Ceftriaxone
64679-0702	Ceftriaxone
64679-0703	Ceftriaxone
64679-0711	Entacapone
64679-0712	Cefprozil
64679-0713	Cefprozil
64679-0714	Zolpidem Tartrate
64679-0715	Zolpidem Tartrate
64679-0716	Venlafaxine Hydrochloride
64679-0717	Venlafaxine Hydrochloride
64679-0718	Venlafaxine Hydrochloride
64679-0720	Extended Phenytoin Sodium
64679-0724	Divalproex Sodium ER
64679-0725	Divalproex Sodium ER
64679-0726	Ondansetron Hydrochloride
64679-0727	Ondansetron Hydrochloride
64679-0728	Sumatriptan Succinate
64679-0734	Metoprolol Succinate
64679-0735	Metoprolol Succinate
64679-0736	Metoprolol Succinate
64679-0737	Metoprolol Succinate
64679-0738	Alfuzosin Hydrochloride
64679-0740	Ranitidine
64679-0741	Ranitidine
64679-0742	Ranitidine
64679-0743	Terbinafine Hydrochloride
64679-0744	Fexofenadine
64679-0757	Ketorolac Tromethamine
64679-0758	Ketorolac Tromethamine
64679-0762	Midazolam Hydrochloride
64679-0763	Midazolam Hydrochloride
64679-0764	Midazolam Hydrochloride
64679-0765	Midazolam Hydrochloride
64679-0771	Ropinirole Hydrochloride
64679-0773	Ropinirole Hydrochloride
64679-0774	Ropinirole Hydrochloride
64679-0775	Ropinirole Hydrochloride
64679-0776	Ropinirole Hydrochloride
64679-0781	Entacapone
64679-0782	Carbidopa, Levodopa and Entacapone
64679-0783	Carbidopa, Levodopa and Entacapone
64679-0784	Carbidopa, Levodopa and Entacapone
64679-0785	Carbidopa, Levodopa and Entacapone
64679-0786	Carbidopa, Levodopa and Entacapone
64679-0787	Carbidopa, Levodopa and Entacapone
64679-0810	Baycadron
64679-0902	Captopril
64679-0903	Captopril
64679-0904	Captopril
64679-0905	Captopril
64679-0906	Ranitidine
64679-0907	Ranitidine
64679-0920	Cefuroxime Axetil
64679-0921	Cefuroxime Axetil
64679-0922	Cefuroxime Axetil
64679-0923	Enalapril Maleate
64679-0924	Enalapril Maleate
64679-0925	Enalapril Maleate
64679-0926	Enalapril Maleate
64679-0927	Lisinopril
64679-0928	Lisinopril
64679-0929	Lisinopril
64679-0936	Famotidine
64679-0937	Famotidine
64679-0941	Lisinopril
64679-0942	Lisinopril
64679-0945	Zonisamide
64679-0946	Zonisamide
64679-0947	Cefotaxime
64679-0948	Cefotaxime
64679-0949	Clarithromycin
64679-0953	Lisinopril
64679-0954	Clarithromycin
64679-0961	Azithromycin
64679-0962	Azithromycin
64679-0964	Azithromycin
64679-0965	Bethanechol Chloride
64679-0966	Bethanechol Chloride
64679-0967	Bethanechol Chloride
64679-0968	Bethanechol Chloride
64679-0972	Famotidine
64679-0973	Divalproex Sodium
64679-0974	Divalproex Sodium
64679-0975	Divalproex Sodium
64679-0982	Fexofenadine
64679-0983	Ceftriaxone
64679-0986	Cefotaxime
64679-0987	Fexofenadine
64679-0990	Zonisamide
64679-0991	Ziprasidone Hydrochloride
64679-0992	Ziprasidone Hydrochloride
64679-0993	Ziprasidone Hydrochloride
64679-0994	Ziprasidone Hydrochloride
64720-0106	Tizanidine Hydrochloride
64720-0123	Glyburide
64720-0124	Glyburide
64720-0125	Glyburide
64720-0128	Pyridostigmine Bromide
64720-0137	Pilocarpine Hydrochloride
64720-0138	Tizanidine Hydrochloride
64720-0139	Methenamine Hippurate
64720-0140	Glyburide and Metformin Hydrochloride
64720-0141	Glyburide and Metformin Hydrochloride
64720-0142	Glyburide and Metformin Hydrochloride
64720-0143	Benztropine Mesylate
64720-0144	Benztropine Mesylate
64720-0145	Benztropine Mesylate
64720-0150	Cyproheptadine Hydrochloride
64720-0152	Doxycycline Hyclate
64720-0153	Clindamycin Hydrochloride
64720-0154	Clindamycin Hydrochloride
64720-0158	Cilostazol
64720-0159	Cilostazol
64720-0183	Isosorbide Dinitrate
64720-0187	Alprazolam Extended Release
64720-0188	Alprazolam Extended Release
64720-0189	Alprazolam Extended Release
64720-0190	Alprazolam Extended Release
64720-0198	Granisetron Hydrochloride
64720-0208	Diethylpropion Hydrochloride
64720-0224	Oxycodone Hydrochloride
64720-0225	Oxycodone Hydrochloride
64720-0226	Oxycodone Hydrochloride
64720-0321	Metaxalone
64720-0327	Dextroamphetamine Sulfate
64720-0328	Dextroamphetamine Sulfate
64720-0329	Dextroamphetamine Sulfate
64720-0331	Hydrocortisone
64720-0332	Hydrocortisone
64720-0333	Hydrocortisone
64720-0334	Demeclocycline Hydrochloride
64720-0335	Demeclocycline Hydrochloride
64725-0004	Mi-acid Regular Strength
64725-0007	Abilify
64725-0008	Zolpidem Tartrate
64725-0009	Abilify
64725-0113	Risperidone
64725-0114	Risperidone
64725-0145	Quetiapine Fumarate
64725-0148	Quetiapine Fumarate
64725-0169	Hydroxyzine Pamoate
64725-0170	Hydroxyzine Pamoate
64725-0259	Ziprasidone Hydrochloride
64725-0281	Seroquel XR
64725-0283	Seroquel XR
64764-0046	Prevacid
64764-0080	Amitiza
64764-0119	Colcrys
64764-0121	Oseni
64764-0123	Oseni
64764-0124	Oseni
64764-0125	Nesina
64764-0151	Actos
64764-0155	Actoplus Met
64764-0158	Actoplus Met
64764-0171	Dexilant
64764-0175	Dexilant
64764-0240	Amitiza
64764-0250	Nesina
64764-0251	Oseni
64764-0253	Oseni
64764-0254	Oseni
64764-0300	Entyvio
64764-0301	Actos
64764-0302	Duetact
64764-0304	Duetact
64764-0310	Actoplus Met XR
64764-0335	Kazano
64764-0337	Kazano
64764-0451	Actos
64764-0510	Actoplus Met XR
64764-0541	Prevacid
64764-0543	Prevacid
64764-0544	Prevacid
64764-0550	Brintellix
64764-0560	Brintellix
64764-0570	Brintellix
64764-0580	Brintellix
64764-0625	Nesina
64764-0677	Uloric
64764-0702	Prevpac
64764-0805	Rozerem
64764-0844	Edarbi
64764-0884	Edarbi
64764-0890	Contrave
64764-0918	Uloric
64764-0944	Edarbyclor
64764-0994	Edarbyclor
64778-0378	Denti-care Denti-foam Topical Sodium Fluoride Raspberry
64896-0671	Zomig
64896-0672	Zomig
64896-0681	Zomig
64896-0682	Zomig
64896-0691	Zomig
64896-0692	Zomig
64942-0053	Vaseline Lip Therapy Advanced Formula
64942-0054	Vaseline Lip Therapy Cherry
64942-0832	Degree Women Sheer Powder Antiperspirant and Deodorant
64950-0230	Nystatin
64950-0231	Phenytoin
64950-0340	Hydrocodone Bitartrate and Acetaminophen
64950-0353	Oxycodone Hydrochloride
64950-0354	Oxycodone Hydrochloride
64950-0901	Oxycodone Hydrochloride
64980-0104	Dibasic Sodium Phosphate, Monobasic Potassium Phosphate and Monobasic Sodium Phosphate
64980-0111	Benztropine Mesylate
64980-0112	Benztropine Mesylate
64980-0113	Benztropine Mesylate
64980-0119	Methenamine Hippurate
64980-0123	Cyproheptadine Hydrochloride
64980-0130	Levocarnitine
64980-0131	Glycopyrrolate
64980-0132	Glycopyrrolate
64980-0133	Dipyridamole
64980-0134	Dipyridamole
64980-0135	Dipyridamole
64980-0137	Potassium Citrate
64980-0138	Potassium Citrate
64980-0139	Ursodiol
64980-0140	Alprazolam Extended-release
64980-0141	Alprazolam Extended-release
64980-0142	Alprazolam Extended-release
64980-0143	Alprazolam Extended-release
64980-0144	Isosorbide Dinitrate
64980-0151	Amiloride Hydrochloride
64980-0154	Butalbital, Acetominophen and Caffeine
64980-0155	Butalbital, Acetominophen and Caffeine
64980-0157	Ergocalciferol
64980-0158	Protriptyline Hydrochloride
64980-0159	Protriptyline Hydrochloride
64980-0160	Bethanechol Chloride
64980-0161	Bethanechol Chloride
64980-0162	Bethanechol Chloride
64980-0163	Bethanechol Chloride
64980-0166	Ibuprofen
64980-0167	Ibuprofen
64980-0168	Ibuprofen
64980-0169	Hydroxyzine Pamoate
64980-0170	Hydroxyzine Pamoate
64980-0171	Disulfiram
64980-0172	Disulfiram
64980-0174	Carisoprodol
64980-0175	Carisoprodol and Aspirin
64980-0176	Carisoprodol, Aspirin and Codeine Phosphate
64980-0177	Chloroquine Phosphate
64980-0178	Chloroquine Phosphate
64980-0179	Flucytosine
64980-0180	Flucytosine
64980-0182	Sodium Bicarbonate
64980-0183	Tranylcypromine Sulfate
64980-0184	Griseofulvin
64980-0185	Griseofulvin
64980-0186	Griseofulvin
64980-0190	Phentermine Hydrochloride
64980-0191	Riluzole
64980-0194	Benazepril Hydrochloride and Hydrochlorothiazide
64980-0195	Benazepril Hydrochloride and Hydrochlorothiazide
64980-0196	Benazepril Hydrochloride and Hydrochlorothiazide
64980-0301	Proctozone HC
64980-0302	Procto-pak
64980-0305	Denta 5000 Plus
64980-0306	Denta 5000 Plus
64980-0320	Triamcinolone Acetonide
64980-0503	Levocarnitine
64980-0504	Cyproheptadine Hydrochloride
64980-0506	Flunisolide
64980-0509	Dexamethasone
64980-0510	Flunisolide
64980-0511	Clindamycin Palmitate Hydrochloride (pediatric)
65044-0537	Standardized Grass Pollen, Bermuda Grass
65044-0538	Standardized Grass Pollen, Bermuda Grass
65044-0545	Standardized Grass Pollen, Bermuda Grass
65044-0546	Standardized Grass Pollen, Bermuda Grass
65044-0547	Standardized Grass Pollen, Bermuda Grass
65044-0548	Standardized Grass Pollen, Bermuda Grass
65044-0611	Standardized Grass Pollen, Bermuda Grass
65044-0612	Standardized Grass Pollen, Bermuda Grass
65044-0613	Standardized Grass Pollen, Bermuda Grass
65044-0614	Standardized Grass Pollen, Bermuda Grass
65044-0718	Standardized Grass Pollen, Bermuda Grass
65044-0719	Standardized Grass Pollen, Bermuda Grass
65044-0720	Standardized Grass Pollen, Bermuda Grass
65044-0721	Standardized Grass Pollen, Bermuda Grass
65044-0777	Standardized Grass Pollen, Bermuda Grass
65044-0778	Standardized Grass Pollen, Bermuda Grass
65044-0779	Standardized Grass Pollen, Bermuda Grass
65044-0780	Standardized Grass Pollen, Bermuda Grass
65044-0787	Standardized Grass Pollen, Bermuda Grass
65044-0788	Standardized Grass Pollen, Bermuda Grass
65044-0789	Standardized Grass Pollen, Bermuda Grass
65044-0790	Standardized Grass Pollen, Bermuda Grass
65044-0825	Standardized Grass Pollen, Bermuda Grass
65044-0826	Standardized Grass Pollen, Bermuda Grass
65044-0827	Standardized Grass Pollen, Bermuda Grass
65044-0828	Standardized Grass Pollen, Bermuda Grass
65044-0831	Standardized Grass Pollen, Bermuda Grass
65044-0832	Standardized Grass Pollen, Bermuda Grass
65044-0833	Standardized Grass Pollen, Bermuda Grass
65044-0834	Standardized Grass Pollen, Bermuda Grass
65044-0841	Standardized Grass Pollen, Bermuda Grass
65044-0842	Standardized Grass Pollen, Bermuda Grass
65044-0843	Standardized Grass Pollen, Bermuda Grass
65044-0844	Standardized Grass Pollen, Bermuda Grass
65044-0845	Standardized Grass Pollen, Bermuda Grass
65044-0846	Standardized Grass Pollen, Bermuda Grass
65044-0847	Standardized Grass Pollen, Bermuda Grass
65044-0848	Standardized Grass Pollen, Bermuda Grass
65044-0850	Standardized Grass Pollen, Bermuda Grass
65044-0851	Standardized Grass Pollen, Bermuda Grass
65044-0852	Standardized Grass Pollen, Bermuda Grass
65044-0853	Standardized Grass Pollen, Bermuda Grass
65162-0033	Acetaminophen and Codeine
65162-0045	Cetirizine Hydrochloride
65162-0046	Cetirizine Hydrochloride
65162-0047	Oxycodone Hydrochloride
65162-0048	Oxycodone Hydrochloride
65162-0049	Oxycodone Hydrochloride
65162-0050	Oxycodone Hydrochloride
65162-0051	Oxycodone Hydrochloride
65162-0052	Citalopram
65162-0053	Citalopram
65162-0054	Citalopram
65162-0101	Gabapentin
65162-0102	Gabapentin
65162-0103	Gabapentin
65162-0120	Hydrocodone Bitartrate and Acetaminophen
65162-0145	Cetirizine Hydrochloride Hives Relief
65162-0146	Cetirizine Hydrochloride Hives Relief
65162-0174	Metformin Hydrochloride
65162-0175	Metformin Hydrochloride
65162-0177	Metformin Hydrochloride
65162-0193	Naproxen Sodium
65162-0194	Naproxen Sodium
65162-0207	Oxycodone and Acetaminophen
65162-0209	Nevirapine
65162-0212	Extended Phenytoin Sodium
65162-0218	Metformin Hydrochloride
65162-0219	Metformin Hydrochloride
65162-0220	Metformin Hydrochloride
65162-0300	Venlafaxine Hydrochloride
65162-0302	Venlafaxine Hydrochloride
65162-0305	Venlafaxine Hydrochloride
65162-0306	Venlafaxine Hydrochloride
65162-0307	Venlafaxine Hydrochloride
65162-0316	Lomedia 24 Fe
65162-0347	Zenchent FE
65162-0350	Acetaminophen
65162-0351	Sildenafil
65162-0356	Ibuprofen Pain Reliever/fever Reducer
65162-0414	Clopidogrel
65162-0441	Meclizine Hydrochloride
65162-0442	Meclizine Hydrochloride
65162-0444	Meclizine Hydrochloride
65162-0468	Clindamycin Palmitate Hydrochloride
65162-0475	Norethindrone Acetate
65162-0506	Indomethacin
65162-0511	Spironolactone
65162-0512	Salsalate
65162-0513	Salsalate
65162-0514	Spironolactone
65162-0515	Spironolactone
65162-0517	Phenazopyridine Hydrochloride
65162-0520	Phenazopyridine Hydrochloride
65162-0521	Promethazine Hydrochloride
65162-0522	Promethazine Hydrochloride
65162-0528	Levetiracetam
65162-0529	Levetiracetam
65162-0536	Benzonatate
65162-0537	Benzonatate
65162-0538	Levetiracetam
65162-0539	Levetiracetam
65162-0541	Cyclobenzaprine Hydrochloride
65162-0542	Potassium Chloride
65162-0544	Primidone
65162-0545	Primidone
65162-0553	Metaxalone
65162-0554	Demeclocycline Hydrochloride
65162-0555	Demeclocycline Hydrochloride
65162-0571	Bethanechol Chloride
65162-0572	Bethanechol Chloride
65162-0573	Bethanechol Chloride
65162-0574	Bethanechol Chloride
65162-0602	Acetaminophen Extra Strength
65162-0607	Acetaminophen Extra Strength
65162-0617	Tramadol Hydrochloride and Acetaminophen
65162-0627	Tramadol Hydrochloride
65162-0641	Flecainide Acetate
65162-0642	Flecainide Acetate
65162-0643	Flecainide Acetate
65162-0649	Oxcarbazepine
65162-0659	Nizatidine
65162-0664	Ranitidine
65162-0667	Prednisolone Sodium Phosphate
65162-0668	Prenatal Plus
65162-0669	Acebutolol Hydrochloride
65162-0670	Acebutolol Hydrochloride
65162-0672	Ibuprofen Pain Reliever/ Fever Reducer
65162-0673	Risperidone
65162-0678	Promethazine Hydrochloride
65162-0679	Promethazine Hydrochloride and Phenylephrine Hydrochloride
65162-0680	Promethazine Hydrochloride and Dextomethorphan Hydrobromide
65162-0684	Cetirizine Hydrochloride
65162-0685	Levetiracetam
65162-0686	Felbamate
65162-0687	Lorazepam
65162-0689	Nitrofurantoin
65162-0691	Ondansetron
65162-0693	Atovaquone
65162-0698	Gabapentin
65162-0702	Fluocinolone Acetonide
65162-0703	Fluocinolone Acetonide
65162-0704	Fluocinolone Acetonide
65162-0705	Escitalopram Oxalate
65162-0711	Guanfacine Hydrochloride
65162-0713	Guanfacine Hydrochloride
65162-0734	Felbamate
65162-0735	Felbamate
65162-0745	Promethazine Hydrochloride
65162-0761	Warfarin Sodium
65162-0762	Warfarin Sodium
65162-0763	Warfarin Sodium
65162-0764	Warfarin Sodium
65162-0765	Warfarin Sodium
65162-0766	Warfarin Sodium
65162-0767	Warfarin Sodium
65162-0768	Warfarin Sodium
65162-0769	Warfarin Sodium
65162-0770	Ibuprofen Pain Reliever/fever Reducer
65162-0809	Alprazolam
65162-0810	Alprazolam
65162-0812	Alprazolam
65162-0813	Alprazolam
65162-0835	Acyclovir
65162-0955	Esomeprazole Strontium
65162-0957	Esomeprazole Strontium
65162-0998	Fosphenytoin Sodium
65162-0999	Fosphenytoin Sodium
65224-0537	Pediatex TDM
65224-0539	Pediatex TD
65224-0542	Aldex AN
65224-0545	Aldex CT
65224-0550	Aldex D
65224-0557	Aldex GS
65224-0560	Aldex GS DM
65224-0615	Z-cof 12 DM
65224-0618	Z-cof 1
65224-0707	Omeclamox-pak
65224-0800	Cedax
65224-0802	Cedax
65224-0804	Cedax
65224-0880	Khedezla Extended-release
65224-0890	Khedezla Extended-release
65293-0001	Angiomax
65293-0005	Cleviprex
65293-0015	Orbactiv
65293-0373	Ondansetron
65293-0374	Ondansetron
65293-0411	Midazolam
65293-0412	Midazolam
65293-0413	Midazolam
65293-0414	Midazolam
65293-0415	Midazolam
65293-0416	Midazolam
65293-0417	Midazolam
65293-0426	Rocuronium
65293-0427	Rocuronium
65342-0002	Laura Mercier Tinted Moisturizer Broad Spectrum SPF 20 Sunscreen Lightweight Flawless Coverage Natural
65342-0003	Laura Mercier Tinted Moisturizer Broad Spectrum SPF 20 Sunscreen Lightweight Flawless Coverage Ochre
65435-0116	Safe Sea Sunscreen With Jellyfish Sting Protective SPF 15
65435-0131	Safe Sea Sunscreen With Jellyfish Sting Protective SPF 30
65483-0093	Ridaura
65483-0116	Proleukin
65483-0391	Trandate
65483-0392	Trandate
65483-0393	Trandate
65483-0590	Imuran
65483-0702	Entocort EC
65483-0894	Lotronex
65483-0895	Lotronex
65483-0991	Zyloprim
65483-0993	Zyloprim
65517-0002	Dukal Sterile Alcohol Prep Pad
65517-0003	Bzk Swab
65517-0004	Bzk Towelette
65517-0005	Dukal Sting Relief PAD
65517-0006	Dukal Sterile Alcohol Prep Pad
65517-0008	Scrub Solution
65517-0009	Prep Solution
65517-0013	Acme Home/office/auto Kit
65517-0029	Pvp Prep Pad
65580-0251	Prednisolone Sodium Phosphate
65580-0301	Venlafaxine Hydrochloride
65580-0302	Venlafaxine Hydrochloride
65580-0303	Venlafaxine Hydrochloride
65580-0304	Venlafaxine Hydrochloride
65580-0643	Metolazone
65580-0644	Metolazone
65580-0645	Metolazone
65597-0101	Benicar
65597-0103	Benicar
65597-0104	Benicar
65597-0105	Benicar HCT
65597-0106	Benicar HCT
65597-0107	Benicar HCT
65597-0110	Azor
65597-0111	Azor
65597-0112	Azor
65597-0113	Azor
65597-0114	Tribenzor
65597-0115	Tribenzor
65597-0116	Tribenzor
65597-0117	Tribenzor
65597-0118	Tribenzor
65597-0201	Savaysa
65597-0202	Savaysa
65597-0203	Savaysa
65597-0701	Welchol
65597-0902	Welchol
65597-0903	Welchol
65649-0101	Colazal
65649-0102	Giazo
65649-0103	Apriso
65649-0201	Moviprep
65649-0211	Pepcid
65649-0231	Azasan
65649-0241	Azasan
65649-0301	Xifaxan
65649-0303	Xifaxan
65649-0311	Diuril
65649-0401	Anusol HC
65649-0411	Anusol HC
65649-0431	Metozolv ODT
65649-0432	Metozolv ODT
65649-0501	Proctocort
65649-0511	Proctocort
65649-0551	Relistor
65649-0552	Relistor
65649-0553	Relistor
65649-0601	Visicol
65649-0701	Osmoprep
65649-0802	Fulyzaq
65691-0005	Acyclovir
65691-0006	Acyclovir
65691-0088	Folic Acid
65692-0264	Natural SUN SPF 30 Active Lifestyles
65757-0300	Vivitrol
65757-0301	Vivitrol
65862-0001	Mirtazapine
65862-0003	Mirtazapine
65862-0005	Citalopram
65862-0006	Citalopram
65862-0007	Citalopram
65862-0011	Sertraline Hydrochloride
65862-0012	Sertraline Hydrochloride
65862-0013	Sertraline Hydrochloride
65862-0014	Amoxicillin
65862-0015	Amoxicillin
65862-0016	Amoxicillin
65862-0017	Amoxicillin
65862-0018	Cephalexin
65862-0019	Cephalexin
65862-0021	Mirtazapine
65862-0022	Mirtazapine
65862-0023	Mirtazapine
65862-0024	Zidovudine
65862-0027	Nevirapine
65862-0028	Glyburide
65862-0029	Glyburide
65862-0030	Glyburide
65862-0031	Mirtazapine
65862-0032	Mirtazapine
65862-0033	Cefuroxime Axetil
65862-0034	Cefuroxime Axetil
65862-0035	Cefuroxime Axetil
65862-0037	Lisinopril
65862-0038	Lisinopril
65862-0039	Lisinopril
65862-0040	Lisinopril
65862-0041	Lisinopril
65862-0042	Lisinopril
65862-0043	Lisinopril and Hydrochlorothiazide
65862-0044	Lisinopril and Hydrochlorothiazide
65862-0045	Lisinopril and Hydrochlorothiazide
65862-0046	Stavudine
65862-0047	Stavudine
65862-0048	Zidovudine
65862-0050	Simvastatin
65862-0051	Simvastatin
65862-0052	Simvastatin
65862-0053	Simvastatin
65862-0054	Simvastatin
65862-0057	Nevirapine
65862-0058	Fluconazole
65862-0059	Fluconazole
65862-0060	Fluconazole
65862-0061	Fluconazole
65862-0062	Metoprolol Tartrate
65862-0063	Metoprolol Tartrate
65862-0064	Metoprolol Tartrate
65862-0068	Cefprozil
65862-0069	Cefprozil
65862-0070	Amoxicillin
65862-0071	Amoxicillin
65862-0072	Stavudine
65862-0073	Abacavir
65862-0074	Citalopram Hydrobromide
65862-0076	Ciprofloxacin
65862-0077	Ciprofloxacin
65862-0078	Ciprofloxacin
65862-0079	Terbinafine
65862-0080	Glyburide and Metformin Hydrochloride
65862-0081	Glyburide and Metformin Hydrochloride
65862-0082	Glyburide and Metformin Hydrochloride
65862-0083	Cefadroxil
65862-0084	Cefadroxil
65862-0085	Cefadroxil
65862-0086	Bisoprolol Fumarate
65862-0087	Bisoprolol Fumarate
65862-0095	Cefpodoxime Proxetil
65862-0096	Cefpodoxime Proxetil
65862-0097	Meloxicam
65862-0098	Meloxicam
65862-0099	Cefprozil
65862-0100	Cefprozil
65862-0107	Zidovudine
65862-0111	Stavudine
65862-0112	Stavudine
65862-0113	Hydrochlorothiazide
65862-0116	Benazepril Hydrochloride
65862-0117	Benazepril Hydrochloride
65862-0118	Benazepril Hydrochloride
65862-0119	Risperidone
65862-0120	Risperidone
65862-0121	Risperidone
65862-0122	Risperidone
65862-0123	Risperidone
65862-0124	Risperidone
65862-0125	Torsemide
65862-0126	Torsemide
65862-0127	Torsemide
65862-0128	Torsemide
65862-0133	Hydrochlorothiazide
65862-0134	Hydrochlorothiazide
65862-0140	Cefpodoxime Proxetil
65862-0141	Cefpodoxime Proxetil
65862-0142	Carvedilol
65862-0143	Carvedilol
65862-0144	Carvedilol
65862-0145	Carvedilol
65862-0146	Sumatriptan
65862-0147	Sumatriptan
65862-0148	Sumatriptan
65862-0149	Finasteride
65862-0158	Carisoprodol
65862-0159	Zolpidem Tartrate
65862-0160	Zolpidem Tartrate
65862-0164	Trandolapril
65862-0165	Trandolapril
65862-0166	Trandolapril
65862-0167	Risperidone
65862-0168	Atenolol
65862-0169	Atenolol
65862-0170	Atenolol
65862-0171	Topiramate
65862-0172	Topiramate
65862-0173	Topiramate
65862-0174	Topiramate
65862-0175	Penicillin V Potassium
65862-0176	Penicillin V Potassium
65862-0177	Cefdinir
65862-0185	Clindamycin Hydrochloride
65862-0186	Clindamycin Hydrochloride
65862-0187	Ondansetron Hydrochloride
65862-0188	Ondansetron Hydrochloride
65862-0189	Ondansetron Hydrochloride
65862-0190	Cyclobenzaprine Hydrochloride
65862-0191	Cyclobenzaprine Hydrochloride
65862-0192	Fluoxetine
65862-0193	Fluoxetine
65862-0194	Fluoxetine
65862-0198	Gabapentin
65862-0199	Gabapentin
65862-0200	Gabapentin
65862-0201	Losartan Potassium
65862-0202	Losartan Potassium
65862-0203	Losartan Potassium
65862-0207	Ribavirin
65862-0208	Ondansetron
65862-0209	Minocycline Hydrochloride
65862-0210	Minocycline Hydrochloride
65862-0211	Minocycline Hydrochloride
65862-0218	Cefdinir
65862-0219	Cefdinir
65862-0224	Sertraline Hydrochloride
65862-0227	Lamotrigine
65862-0228	Lamotrigine
65862-0229	Lamotrigine
65862-0230	Lamotrigine
65862-0245	Levetiracetam
65862-0246	Levetiracetam
65862-0247	Levetiracetam
65862-0248	Escitalopram Oxalate
65862-0249	Alfuzosin Hydrochloride
65862-0250	Levetiracetam
65862-0286	Perindopril Erbumine
65862-0287	Perindopril Erbumine
65862-0288	Perindopril Erbumine
65862-0290	Ribavirin
65862-0291	Metformin Hydrochloride
65862-0292	Metformin Hydrochloride
65862-0299	Fluconazole
65862-0300	Fluconazole
65862-0306	Fluoxetine
65862-0308	Fosinopril Sodium and Hydrochlorothiazide
65862-0309	Fosinopril Sodium and Hydrochlorothiazide
65862-0310	Didanosine
65862-0311	Didanosine
65862-0312	Didanosine
65862-0313	Didanosine
65862-0315	Levetiracetam
65862-0325	Donepezil Hydrochloride
65862-0326	Donepezil Hydrochloride
65862-0327	Alendronate Sodium
65862-0328	Alendronate Sodium
65862-0329	Alendronate Sodium
65862-0357	Clopidogrel
65862-0361	Lamotrigine
65862-0362	Lamotrigine
65862-0373	Escitalopram
65862-0374	Escitalopram
65862-0375	Escitalopram
65862-0390	Ondansetron
65862-0391	Ondansetron
65862-0404	Venlafaxine
65862-0405	Venlafaxine
65862-0406	Venlafaxine
65862-0407	Venlafaxine
65862-0408	Venlafaxine
65862-0419	Sulfamethoxazole and Trimethoprim
65862-0420	Sulfamethoxazole and Trimethoprim
65862-0422	Childrens Cetirizine Hydrochloride Allergy
65862-0431	Ranitidine
65862-0443	Childrens Cetirizine Hydrochloride Hives Relief
65862-0448	Valacyclovir Hydrochloride
65862-0449	Valacyclovir Hydrochloride
65862-0451	Duloxetine
65862-0452	Duloxetine
65862-0453	Duloxetine
65862-0454	Alprazolam
65862-0455	Alprazolam
65862-0456	Alprazolam
65862-0457	Alprazolam
65862-0458	Galantamine
65862-0459	Galantamine
65862-0460	Galantamine
65862-0468	Losartan Potassium and Hydrochlorothiazide
65862-0469	Losartan Potassium and Hydrochlorothiazide
65862-0470	Losartan Potassium and Hydrochlorothiazide
