product_ndc	type_name
58809-0333	Human Prescription Drug
58809-0350	Human OTC Drug
58809-0407	Human OTC Drug
58809-0501	Human OTC Drug
58809-0536	Human Prescription Drug
58809-0555	Human OTC Drug
58809-0578	Human OTC Drug
58809-0725	Human Prescription Drug
58809-0729	Human OTC Drug
58809-0829	Human Prescription Drug
58809-0877	Human Prescription Drug
58809-0888	Human Prescription Drug
58809-0907	Human OTC Drug
58809-0999	Human OTC Drug
58914-0003	Human Prescription Drug
58914-0005	Human Prescription Drug
58914-0012	Human Prescription Drug
58914-0013	Human Prescription Drug
58914-0019	Human Prescription Drug
58914-0080	Human Prescription Drug
58914-0112	Human Prescription Drug
58914-0117	Human Prescription Drug
58914-0170	Human Prescription Drug
58914-0171	Human Prescription Drug
58914-0301	Human Prescription Drug
58914-0501	Human Prescription Drug
58914-0600	Human Prescription Drug
58914-0601	Human Prescription Drug
58914-0785	Human Prescription Drug
58914-0790	Human Prescription Drug
58980-0150	Human Prescription Drug
58980-0200	Human Prescription Drug
58980-0330	Human Prescription Drug
58980-0335	Human Prescription Drug
58980-0336	Human Prescription Drug
58980-0340	Human Prescription Drug
58980-0401	Human OTC Drug
58980-0402	Human OTC Drug
58980-0409	Human OTC Drug
58980-0410	Human OTC Drug
58980-0415	Human OTC Drug
58980-0440	Human OTC Drug
58980-0441	Human OTC Drug
58980-0442	Human OTC Drug
58980-0450	Human OTC Drug
58980-0451	Human OTC Drug
58980-0452	Human OTC Drug
58980-0501	Human Prescription Drug
58980-0502	Human Prescription Drug
58980-0503	Human Prescription Drug
58980-0504	Human Prescription Drug
58980-0580	Human Prescription Drug
58980-0605	Human Prescription Drug
58980-0608	Human OTC Drug
58980-0610	Human OTC Drug
58980-0615	Human OTC Drug
58980-0623	Human Prescription Drug
58980-0624	Human Prescription Drug
58980-0625	Human Prescription Drug
58980-0630	Human Prescription Drug
58980-0631	Human Prescription Drug
58980-0680	Human Prescription Drug
58980-0777	Human Prescription Drug
58980-0780	Human Prescription Drug
58980-0790	Human Prescription Drug
58980-0811	Human Prescription Drug
58980-0818	Human OTC Drug
58980-0820	Human OTC Drug
58980-0822	Human Prescription Drug
58980-0890	Human OTC Drug
58980-0915	Human Prescription Drug
58980-0918	Human Prescription Drug
58988-0031	Human OTC Drug
59011-0255	Human Prescription Drug
59011-0256	Human Prescription Drug
59011-0260	Human Prescription Drug
59011-0261	Human Prescription Drug
59011-0262	Human Prescription Drug
59011-0263	Human Prescription Drug
59011-0264	Human Prescription Drug
59011-0410	Human Prescription Drug
59011-0415	Human Prescription Drug
59011-0420	Human Prescription Drug
59011-0430	Human Prescription Drug
59011-0440	Human Prescription Drug
59011-0441	Human Prescription Drug
59011-0442	Human Prescription Drug
59011-0444	Human Prescription Drug
59011-0445	Human Prescription Drug
59011-0446	Human Prescription Drug
59011-0451	Human Prescription Drug
59011-0452	Human Prescription Drug
59011-0454	Human Prescription Drug
59011-0458	Human Prescription Drug
59011-0460	Human Prescription Drug
59011-0480	Human Prescription Drug
59011-0750	Human Prescription Drug
59011-0751	Human Prescription Drug
59011-0752	Human Prescription Drug
59011-0757	Human Prescription Drug
59011-0758	Human Prescription Drug
59088-0104	Human Prescription Drug
59088-0105	Human Prescription Drug
59088-0106	Human Prescription Drug
59088-0107	Human Prescription Drug
59088-0108	Human Prescription Drug
59088-0109	Human Prescription Drug
59088-0112	Human Prescription Drug
59088-0113	Human Prescription Drug
59088-0114	Human Prescription Drug
59088-0115	Human Prescription Drug
59088-0120	Human OTC Drug
59088-0543	Human OTC Drug
59088-0644	Human OTC Drug
59088-0663	Human OTC Drug
59088-0737	Human OTC Drug
59088-0740	Human OTC Drug
59088-0746	Human OTC Drug
59088-0771	Human Prescription Drug
59088-0816	Human Prescription Drug
59088-0817	Human Prescription Drug
59088-0819	Human Prescription Drug
59088-0829	Human OTC Drug
59088-0838	Human Prescription Drug
59088-0851	Human OTC Drug
59088-0852	Human OTC Drug
59088-0856	Human OTC Drug
59088-0864	Human Prescription Drug
59088-0924	Human OTC Drug
59088-0942	Human OTC Drug
59088-0954	Human OTC Drug
59088-0962	Human OTC Drug
59088-0997	Human Prescription Drug
59139-0002	Human Prescription Drug
59148-0002	Human Prescription Drug
59148-0003	Human Prescription Drug
59148-0006	Human Prescription Drug
59148-0007	Human Prescription Drug
59148-0008	Human Prescription Drug
59148-0009	Human Prescription Drug
59148-0010	Human Prescription Drug
59148-0011	Human Prescription Drug
59148-0013	Human Prescription Drug
59148-0016	Human Prescription Drug
59148-0018	Human Prescription Drug
59148-0019	Human Prescription Drug
59148-0020	Human Prescription Drug
59148-0021	Human Prescription Drug
59148-0023	Human Prescription Drug
59148-0070	Human Prescription Drug
59148-0640	Human Prescription Drug
59148-0641	Human Prescription Drug
59212-0658	Human Prescription Drug
59212-0659	Human Prescription Drug
59212-0700	Human Prescription Drug
59212-0701	Human Prescription Drug
59212-0702	Human Prescription Drug
59212-0780	Human Prescription Drug
59310-0175	Human Prescription Drug
59310-0177	Human Prescription Drug
59310-0202	Human Prescription Drug
59310-0204	Human Prescription Drug
59310-0210	Human Prescription Drug
59310-0579	Human Prescription Drug
59351-0310	Human OTC Drug
59385-0012	Human Prescription Drug
59385-0014	Human Prescription Drug
59385-0016	Human Prescription Drug
59417-0101	Human Prescription Drug
59417-0102	Human Prescription Drug
59417-0103	Human Prescription Drug
59417-0104	Human Prescription Drug
59417-0105	Human Prescription Drug
59417-0106	Human Prescription Drug
59417-0107	Human Prescription Drug
59528-0317	Human Prescription Drug
59528-0416	Human Prescription Drug
59528-1988	Human Prescription Drug
59528-4456	Human Prescription Drug
59572-0102	Human Prescription Drug
59572-0205	Human Prescription Drug
59572-0210	Human Prescription Drug
59572-0215	Human Prescription Drug
59572-0220	Human Prescription Drug
59572-0501	Human Prescription Drug
59572-0502	Human Prescription Drug
59572-0503	Human Prescription Drug
59572-0504	Human Prescription Drug
59572-0630	Human Prescription Drug
59572-0631	Human Prescription Drug
59572-0983	Human Prescription Drug
59627-0001	Human Prescription Drug
59627-0002	Human Prescription Drug
59627-0003	Human Prescription Drug
59630-0074	Human Prescription Drug
59630-0112	Human Prescription Drug
59630-0113	Human Prescription Drug
59630-0115	Human Prescription Drug
59630-0142	Human Prescription Drug
59630-0170	Human Prescription Drug
59630-0200	Human Prescription Drug
59630-0205	Human Prescription Drug
59630-0309	Human Prescription Drug
59630-0320	Human Prescription Drug
59630-0375	Human Prescription Drug
59630-0400	Human Prescription Drug
59630-0450	Human Prescription Drug
59630-0480	Human Prescription Drug
59630-0485	Human Prescription Drug
59630-0574	Human Prescription Drug
59630-0575	Human Prescription Drug
59630-0628	Human Prescription Drug
59630-0629	Human Prescription Drug
59630-0630	Human Prescription Drug
59630-0700	Human Prescription Drug
59630-0701	Human Prescription Drug
59630-0702	Human Prescription Drug
59630-0710	Human Prescription Drug
59630-0750	Human Prescription Drug
59630-0755	Human Prescription Drug
59630-0760	Human Prescription Drug
59630-0761	Human Prescription Drug
59630-0762	Human Prescription Drug
59630-0777	Human Prescription Drug
59630-0780	Human Prescription Drug
59630-0820	Human Prescription Drug
59630-0821	Human Prescription Drug
59630-0825	Human Prescription Drug
59630-0850	Human Prescription Drug
59630-0911	Human Prescription Drug
59630-0912	Human Prescription Drug
59630-0913	Human Prescription Drug
59630-0992	Human Prescription Drug
59630-0993	Human Prescription Drug
59630-0994	Human Prescription Drug
59667-0002	Human OTC Drug
59667-0003	Human OTC Drug
59667-0010	Human OTC Drug
59667-0011	Human OTC Drug
59667-0012	Human OTC Drug
59667-0013	Human OTC Drug
59667-0014	Human OTC Drug
59667-0015	Human OTC Drug
59667-0016	Human OTC Drug
59667-0017	Human OTC Drug
59667-0018	Human OTC Drug
59667-0019	Human OTC Drug
59667-0020	Human OTC Drug
59667-0021	Human OTC Drug
59667-0022	Human OTC Drug
59667-0023	Human OTC Drug
59667-0024	Human OTC Drug
59667-0025	Human OTC Drug
59667-0026	Human OTC Drug
59667-0027	Human OTC Drug
59667-0028	Human OTC Drug
59667-0029	Human OTC Drug
59667-0030	Human OTC Drug
59667-0031	Human OTC Drug
59667-0032	Human OTC Drug
59667-0033	Human OTC Drug
59667-0034	Human OTC Drug
59667-0035	Human OTC Drug
59667-0036	Human OTC Drug
59667-0037	Human OTC Drug
59667-0038	Human OTC Drug
59667-0039	Human OTC Drug
59667-0040	Human OTC Drug
59667-0041	Human OTC Drug
59667-0042	Human OTC Drug
59667-0043	Human OTC Drug
59667-0044	Human OTC Drug
59667-0045	Human OTC Drug
59667-0046	Human OTC Drug
59667-0047	Human OTC Drug
59667-0048	Human OTC Drug
59667-0049	Human OTC Drug
59667-0050	Human OTC Drug
59667-0051	Human OTC Drug
59667-0052	Human OTC Drug
59667-0053	Human OTC Drug
59667-0054	Human OTC Drug
59667-0055	Human OTC Drug
59667-0056	Human OTC Drug
59667-0057	Human OTC Drug
59667-0058	Human OTC Drug
59667-0059	Human OTC Drug
59667-0060	Human OTC Drug
59667-0061	Human OTC Drug
59667-0062	Human OTC Drug
59667-0063	Human OTC Drug
59667-0064	Human OTC Drug
59667-0065	Human OTC Drug
59667-0066	Human OTC Drug
59667-0067	Human OTC Drug
59667-0068	Human OTC Drug
59667-0069	Human OTC Drug
59667-0070	Human OTC Drug
59667-0071	Human OTC Drug
59667-0072	Human OTC Drug
59667-0073	Human OTC Drug
59667-0075	Human OTC Drug
59667-0076	Human OTC Drug
59667-0077	Human OTC Drug
59667-0078	Human OTC Drug
59667-0079	Human OTC Drug
59667-0080	Human OTC Drug
59667-0081	Human OTC Drug
59667-0082	Human OTC Drug
59667-0083	Human OTC Drug
59667-0084	Human OTC Drug
59667-0085	Human OTC Drug
59667-0086	Human OTC Drug
59667-0087	Human OTC Drug
59667-0088	Human OTC Drug
59667-0089	Human OTC Drug
59667-0090	Human OTC Drug
59667-0091	Human OTC Drug
59667-0092	Human OTC Drug
59667-0093	Human OTC Drug
59667-0094	Human OTC Drug
59667-0095	Human OTC Drug
59667-0096	Human OTC Drug
59667-0098	Human OTC Drug
59667-0099	Human OTC Drug
59667-0100	Human OTC Drug
59667-0101	Human OTC Drug
59667-0102	Human OTC Drug
59667-0103	Human OTC Drug
59667-0104	Human OTC Drug
59667-0105	Human OTC Drug
59667-0106	Human OTC Drug
59667-0107	Human OTC Drug
59667-0108	Human OTC Drug
59667-0109	Human OTC Drug
59667-0110	Human OTC Drug
59672-0032	Human OTC Drug
59672-0116	Human OTC Drug
59676-0101	Human Prescription Drug
59676-0225	Human Prescription Drug
59676-0278	Human Prescription Drug
59676-0302	Human Prescription Drug
59676-0303	Human Prescription Drug
59676-0304	Human Prescription Drug
59676-0310	Human Prescription Drug
59676-0312	Human Prescription Drug
59676-0320	Human Prescription Drug
59676-0340	Human Prescription Drug
59676-0561	Human Prescription Drug
59676-0562	Human Prescription Drug
59676-0563	Human Prescription Drug
59676-0564	Human Prescription Drug
59676-0565	Human Prescription Drug
59676-0566	Human Prescription Drug
59676-0570	Human Prescription Drug
59676-0571	Human Prescription Drug
59676-0572	Human Prescription Drug
59676-0701	Human Prescription Drug
59676-0960	Human Prescription Drug
59746-0001	Human Prescription Drug
59746-0002	Human Prescription Drug
59746-0003	Human Prescription Drug
59746-0010	Human Prescription Drug
59746-0015	Human Prescription Drug
59746-0020	Human Prescription Drug
59746-0030	Human Prescription Drug
59746-0040	Human Prescription Drug
59746-0050	Human Prescription Drug
59746-0113	Human Prescription Drug
59746-0115	Human Prescription Drug
59746-0121	Human Prescription Drug
59746-0122	Human Prescription Drug
59746-0125	Human Prescription Drug
59746-0127	Human Prescription Drug
59746-0171	Human Prescription Drug
59746-0172	Human Prescription Drug
59746-0173	Human Prescription Drug
59746-0175	Human Prescription Drug
59746-0177	Human Prescription Drug
59746-0211	Human Prescription Drug
59746-0216	Human Prescription Drug
59746-0217	Human Prescription Drug
59746-0218	Human Prescription Drug
59746-0232	Human Prescription Drug
59746-0233	Human Prescription Drug
59746-0234	Human Prescription Drug
59746-0242	Human Prescription Drug
59746-0244	Human Prescription Drug
59746-0245	Human Prescription Drug
59746-0246	Human Prescription Drug
59746-0247	Human Prescription Drug
59746-0248	Human Prescription Drug
59746-0279	Human Prescription Drug
59746-0280	Human Prescription Drug
59746-0281	Human Prescription Drug
59746-0283	Human Prescription Drug
59746-0284	Human Prescription Drug
59746-0285	Human OTC Drug
59746-0286	Human OTC Drug
59746-0306	Human Prescription Drug
59746-0307	Human Prescription Drug
59746-0308	Human Prescription Drug
59746-0309	Human Prescription Drug
59746-0311	Human Prescription Drug
59746-0312	Human Prescription Drug
59746-0315	Human Prescription Drug
59746-0316	Human Prescription Drug
59746-0317	Human Prescription Drug
59746-0324	Human Prescription Drug
59746-0325	Human Prescription Drug
59746-0329	Human Prescription Drug
59746-0330	Human Prescription Drug
59746-0333	Human Prescription Drug
59746-0334	Human Prescription Drug
59746-0335	Human Prescription Drug
59746-0337	Human Prescription Drug
59746-0338	Human Prescription Drug
59746-0339	Human Prescription Drug
59746-0348	Human Prescription Drug
59746-0382	Human Prescription Drug
59746-0383	Human Prescription Drug
59746-0384	Human Prescription Drug
59746-0385	Human Prescription Drug
59746-0386	Human Prescription Drug
59762-0008	Human Prescription Drug
59762-0009	Human Prescription Drug
59762-0010	Human Prescription Drug
59762-0016	Human Prescription Drug
59762-0028	Human Prescription Drug
59762-0029	Human Prescription Drug
59762-0030	Human Prescription Drug
59762-0033	Human Prescription Drug
59762-0040	Human Prescription Drug
59762-0045	Human Prescription Drug
59762-0046	Human Prescription Drug
59762-0047	Human Prescription Drug
59762-0048	Human Prescription Drug
59762-0049	Human Prescription Drug
59762-0050	Human Prescription Drug
59762-0051	Human Prescription Drug
59762-0057	Human Prescription Drug
59762-0059	Human Prescription Drug
59762-0066	Human Prescription Drug
59762-0068	Human Prescription Drug
59762-0073	Human Prescription Drug
59762-0074	Human Prescription Drug
59762-0075	Human Prescription Drug
59762-0104	Human Prescription Drug
59762-0119	Human Prescription Drug
59762-0140	Human Prescription Drug
59762-0145	Human Prescription Drug
59762-0155	Human Prescription Drug
59762-0156	Human Prescription Drug
59762-0157	Human Prescription Drug
59762-0158	Human Prescription Drug
59762-0170	Human Prescription Drug
59762-0220	Human Prescription Drug
59762-0222	Human Prescription Drug
59762-0223	Human Prescription Drug
59762-0245	Human Prescription Drug
59762-0246	Human Prescription Drug
59762-0250	Human Prescription Drug
59762-0252	Human Prescription Drug
59762-0278	Human Prescription Drug
59762-0279	Human Prescription Drug
59762-0280	Human Prescription Drug
59762-0333	Human Prescription Drug
59762-0450	Human Prescription Drug
59762-0489	Human Prescription Drug
59762-0531	Human Prescription Drug
59762-0702	Human Prescription Drug
59762-0703	Human Prescription Drug
59762-0800	Human Prescription Drug
59762-0810	Human Prescription Drug
59762-0811	Human Prescription Drug
59762-0812	Human Prescription Drug
59762-0850	Human Prescription Drug
59762-0925	Human Prescription Drug
59762-0930	Human Prescription Drug
59762-0935	Human Prescription Drug
59762-1001	Human Prescription Drug
59762-1002	Human Prescription Drug
59762-1003	Human Prescription Drug
59762-1005	Human Prescription Drug
59762-1020	Human Prescription Drug
59762-1021	Human Prescription Drug
59762-1022	Human Prescription Drug
59762-1023	Human Prescription Drug
59762-1050	Human Prescription Drug
59762-1061	Human Prescription Drug
59762-1258	Human Prescription Drug
59762-1261	Human Prescription Drug
59762-1300	Human Prescription Drug
59762-1301	Human Prescription Drug
59762-1302	Human Prescription Drug
59762-1350	Human Prescription Drug
59762-1410	Human Prescription Drug
59762-1412	Human Prescription Drug
59762-1414	Human Prescription Drug
59762-1415	Human Prescription Drug
59762-1416	Human Prescription Drug
59762-1417	Human Prescription Drug
59762-1418	Human Prescription Drug
59762-1520	Human Prescription Drug
59762-1530	Human Prescription Drug
59762-1534	Human Prescription Drug
59762-1537	Human Prescription Drug
59762-1540	Human Prescription Drug
59762-1700	Human Prescription Drug
59762-1701	Human Prescription Drug
59762-1702	Human Prescription Drug
59762-1703	Human Prescription Drug
59762-1710	Human Prescription Drug
59762-1720	Human Prescription Drug
59762-1735	Human Prescription Drug
59762-1808	Human Prescription Drug
59762-1810	Human Prescription Drug
59762-1812	Human Prescription Drug
59762-1815	Human Prescription Drug
59762-1850	Human Prescription Drug
59762-1851	Human Prescription Drug
59762-1852	Human Prescription Drug
59762-2001	Human Prescription Drug
59762-2002	Human Prescription Drug
59762-2003	Human Prescription Drug
59762-2004	Human Prescription Drug
59762-2310	Human Prescription Drug
59762-2320	Human Prescription Drug
59762-2330	Human Prescription Drug
59762-2331	Human Prescription Drug
59762-2332	Human Prescription Drug
59762-2340	Human Prescription Drug
59762-2380	Human Prescription Drug
59762-2700	Human Prescription Drug
59762-2701	Human Prescription Drug
59762-2703	Human Prescription Drug
59762-2858	Human Prescription Drug
59762-3051	Human Prescription Drug
59762-3060	Human Prescription Drug
59762-3070	Human Prescription Drug
59762-3080	Human Prescription Drug
59762-3110	Human Prescription Drug
59762-3120	Human Prescription Drug
59762-3130	Human Prescription Drug
59762-3140	Human Prescription Drug
59762-3304	Human Prescription Drug
59762-3328	Human Prescription Drug
59762-3717	Human Prescription Drug
59762-3718	Human Prescription Drug
59762-3719	Human Prescription Drug
59762-3720	Human Prescription Drug
59762-3721	Human Prescription Drug
59762-3722	Human Prescription Drug
59762-3728	Human Prescription Drug
59762-3740	Human Prescription Drug
59762-3741	Human Prescription Drug
59762-3742	Human Prescription Drug
59762-3743	Human Prescription Drug
59762-3744	Human Prescription Drug
59762-4320	Human Prescription Drug
59762-4321	Human Prescription Drug
59762-4322	Human Prescription Drug
59762-4440	Human Prescription Drug
59762-4537	Human Prescription Drug
59762-4538	Human Prescription Drug
59762-4900	Human Prescription Drug
59762-4910	Human Prescription Drug
59762-4921	Human Prescription Drug
59762-4940	Human Prescription Drug
59762-4960	Human Prescription Drug
59762-5000	Human Prescription Drug
59762-5007	Human Prescription Drug
59762-5008	Human Prescription Drug
59762-5010	Human Prescription Drug
59762-5011	Human Prescription Drug
59762-5012	Human Prescription Drug
59762-5013	Human Prescription Drug
59762-5014	Human Prescription Drug
59762-5015	Human Prescription Drug
59762-5016	Human Prescription Drug
59762-5017	Human Prescription Drug
59762-5018	Human Prescription Drug
59762-5019	Human Prescription Drug
59762-5020	Human Prescription Drug
59762-5021	Human Prescription Drug
59762-5022	Human Prescription Drug
59762-5029	Human Prescription Drug
59762-5030	Human Prescription Drug
59762-5091	Human Prescription Drug
59762-5093	Human Prescription Drug
59762-5250	Human Prescription Drug
59762-5251	Human Prescription Drug
59762-6002	Human Prescription Drug
59762-8398	Human Prescription Drug
59762-8399	Human Prescription Drug
59824-0008	Human OTC Drug
60258-0001	Human Prescription Drug
60258-0002	Human Prescription Drug
60258-0003	Human Prescription Drug
60258-0005	Human Prescription Drug
60258-0050	Human OTC Drug
60258-0150	Human Prescription Drug
60258-0151	Human Prescription Drug
60258-0158	Human Prescription Drug
60258-0159	Human Prescription Drug
60258-0162	Human Prescription Drug
60258-0189	Human Prescription Drug
60258-0201	Human OTC Drug
60258-0520	Human OTC Drug
60258-0521	Human OTC Drug
60258-0525	Human OTC Drug
60258-0526	Human OTC Drug
60258-0530	Human OTC Drug
60258-0801	Human Prescription Drug
60258-0802	Human Prescription Drug
60258-0850	Human Prescription Drug
60258-0858	Human Prescription Drug
60258-0860	Human Prescription Drug
60258-0865	Human Prescription Drug
60258-0866	Human Prescription Drug
60258-0870	Human Prescription Drug
60258-0876	Human Prescription Drug
60258-0890	Human Prescription Drug
60258-0955	Human OTC Drug
60432-0007	Human Prescription Drug
60432-0037	Human Prescription Drug
60432-0038	Human Prescription Drug
60432-0065	Human Prescription Drug
60432-0092	Human Prescription Drug
60432-0093	Human Prescription Drug
60432-0126	Human Prescription Drug
60432-0129	Human Prescription Drug
60432-0131	Human Prescription Drug
60432-0133	Human Prescription Drug
60432-0140	Human Prescription Drug
60432-0150	Human Prescription Drug
60432-0212	Human Prescription Drug
60432-0245	Human Prescription Drug
60432-0264	Human Prescription Drug
60432-0275	Human Prescription Drug
60432-0455	Human Prescription Drug
60432-0464	Human Prescription Drug
60432-0466	Human Prescription Drug
60432-0528	Human Prescription Drug
60432-0537	Human Prescription Drug
60432-0539	Human Prescription Drug
60432-0560	Human Prescription Drug
60432-0561	Human Prescription Drug
60432-0604	Human Prescription Drug
60432-0606	Human Prescription Drug
60432-0608	Human Prescription Drug
60432-0613	Human Prescription Drug
60432-0616	Human Prescription Drug
60432-0621	Human Prescription Drug
60432-0622	Human Prescription Drug
60432-0651	Human Prescription Drug
60432-0671	Human Prescription Drug
60432-0741	Human Prescription Drug
60432-0830	Human Prescription Drug
60432-0831	Human Prescription Drug
60432-0833	Human Prescription Drug
60432-0834	Human Prescription Drug
60432-0837	Human Prescription Drug
60505-0007	Human Prescription Drug
60505-0008	Human Prescription Drug
60505-0009	Human Prescription Drug
60505-0010	Human Prescription Drug
60505-0014	Human Prescription Drug
60505-0015	Human Prescription Drug
60505-0016	Human Prescription Drug
60505-0027	Human Prescription Drug
60505-0033	Human Prescription Drug
60505-0034	Human Prescription Drug
60505-0039	Human Prescription Drug
60505-0040	Human Prescription Drug
60505-0041	Human Prescription Drug
60505-0042	Human Prescription Drug
60505-0055	Human Prescription Drug
60505-0065	Human Prescription Drug
60505-0080	Human Prescription Drug
60505-0081	Human Prescription Drug
60505-0082	Human Prescription Drug
60505-0083	Human Prescription Drug
60505-0084	Human Prescription Drug
60505-0093	Human Prescription Drug
60505-0094	Human Prescription Drug
60505-0095	Human Prescription Drug
60505-0096	Human Prescription Drug
60505-0097	Human Prescription Drug
60505-0101	Human Prescription Drug
60505-0102	Human Prescription Drug
60505-0112	Human Prescription Drug
60505-0113	Human Prescription Drug
60505-0114	Human Prescription Drug
60505-0115	Human Prescription Drug
60505-0116	Human Prescription Drug
60505-0117	Human Prescription Drug
60505-0118	Human Prescription Drug
60505-0128	Human Prescription Drug
60505-0129	Human Prescription Drug
60505-0130	Human Prescription Drug
60505-0131	Human Prescription Drug
60505-0132	Human Prescription Drug
60505-0133	Human Prescription Drug
60505-0134	Human Prescription Drug
60505-0141	Human Prescription Drug
60505-0142	Human Prescription Drug
60505-0145	Human Prescription Drug
60505-0146	Human Prescription Drug
60505-0147	Human OTC Drug
60505-0157	Human Prescription Drug
60505-0158	Human Prescription Drug
60505-0159	Human Prescription Drug
60505-0164	Human Prescription Drug
60505-0165	Human Prescription Drug
60505-0166	Human Prescription Drug
60505-0168	Human Prescription Drug
60505-0169	Human Prescription Drug
60505-0170	Human Prescription Drug
60505-0171	Human Prescription Drug
60505-0176	Human Prescription Drug
60505-0180	Human Prescription Drug
60505-0181	Human Prescription Drug
60505-0182	Human Prescription Drug
60505-0183	Human Prescription Drug
60505-0190	Human Prescription Drug
60505-0191	Human Prescription Drug
60505-0192	Human Prescription Drug
60505-0193	Human Prescription Drug
60505-0194	Human Prescription Drug
60505-0195	Human Prescription Drug
60505-0210	Human Prescription Drug
60505-0211	Human Prescription Drug
60505-0212	Human Prescription Drug
60505-0213	Human Prescription Drug
60505-0214	Human Prescription Drug
60505-0222	Human Prescription Drug
60505-0223	Human Prescription Drug
60505-0224	Human Prescription Drug
60505-0232	Human Prescription Drug
60505-0233	Human Prescription Drug
60505-0234	Human Prescription Drug
60505-0235	Human Prescription Drug
60505-0247	Human Prescription Drug
60505-0248	Human Prescription Drug
60505-0249	Human Prescription Drug
60505-0251	Human Prescription Drug
60505-0252	Human Prescription Drug
60505-0253	Human Prescription Drug
60505-0257	Human Prescription Drug
60505-0258	Human Prescription Drug
60505-0260	Human Prescription Drug
60505-0271	Human Prescription Drug
60505-0272	Human Prescription Drug
60505-0363	Human Prescription Drug
60505-0380	Human Prescription Drug
60505-0381	Human Prescription Drug
60505-0399	Human Prescription Drug
60505-0402	Human Prescription Drug
60505-0501	Human Prescription Drug
60505-0560	Human Prescription Drug
60505-0562	Human Prescription Drug
60505-0565	Human Prescription Drug
60505-0570	Human Prescription Drug
60505-0578	Human Prescription Drug
60505-0584	Human Prescription Drug
60505-0595	Human Prescription Drug
60505-0596	Human Prescription Drug
60505-0597	Human Prescription Drug
60505-0598	Human Prescription Drug
60505-0678	Human Prescription Drug
60505-0679	Human Prescription Drug
60505-0681	Human Prescription Drug
60505-0686	Human Prescription Drug
60505-0687	Human Prescription Drug
60505-0688	Human Prescription Drug
60505-0748	Human Prescription Drug
60505-0749	Human Prescription Drug
60505-0750	Human Prescription Drug
60505-0751	Human Prescription Drug
60505-0752	Human Prescription Drug
60505-0753	Human Prescription Drug
60505-0759	Human Prescription Drug
60505-0760	Human Prescription Drug
60505-0761	Human Prescription Drug
60505-0769	Human Prescription Drug
60505-0773	Human Prescription Drug
60505-0813	Human Prescription Drug
60505-0815	Human Prescription Drug
60505-0820	Human Prescription Drug
60505-0821	Human Prescription Drug
60505-0823	Human Prescription Drug
60505-0829	Human Prescription Drug
60505-0833	Human Prescription Drug
60505-0834	Human Prescription Drug
60505-0839	Human Prescription Drug
60505-0847	Human Prescription Drug
60505-0848	Human Prescription Drug
60505-1003	Human Prescription Drug
60505-1201	Human Prescription Drug
60505-1202	Human Prescription Drug
60505-1308	Human Prescription Drug
60505-1309	Human Prescription Drug
60505-1310	Human Prescription Drug
60505-1320	Human Prescription Drug
60505-1321	Human Prescription Drug
60505-1323	Human Prescription Drug
60505-1325	Human Prescription Drug
60505-1329	Human Prescription Drug
60505-2502	Human Prescription Drug
60505-2503	Human Prescription Drug
60505-2504	Human Prescription Drug
60505-2510	Human Prescription Drug
60505-2511	Human Prescription Drug
60505-2512	Human Prescription Drug
60505-2526	Human Prescription Drug
60505-2527	Human Prescription Drug
60505-2528	Human Prescription Drug
60505-2529	Human Prescription Drug
60505-2530	Human Prescription Drug
60505-2531	Human Prescription Drug
60505-2532	Human Prescription Drug
60505-2533	Human Prescription Drug
60505-2534	Human Prescription Drug
60505-2535	Human Prescription Drug
60505-2536	Human Prescription Drug
60505-2539	Human Prescription Drug
60505-2540	Human Prescription Drug
60505-2541	Human Prescription Drug
60505-2542	Human Prescription Drug
60505-2543	Human Prescription Drug
60505-2544	Human Prescription Drug
60505-2545	Human Prescription Drug
60505-2546	Human Prescription Drug
60505-2547	Human Prescription Drug
60505-2551	Human Prescription Drug
60505-2552	Human Prescription Drug
60505-2553	Human Prescription Drug
60505-2554	Human Prescription Drug
60505-2575	Human Prescription Drug
60505-2578	Human Prescription Drug
60505-2579	Human Prescription Drug
60505-2580	Human Prescription Drug
60505-2581	Human Prescription Drug
60505-2582	Human Prescription Drug
60505-2583	Human Prescription Drug
60505-2592	Human Prescription Drug
60505-2593	Human Prescription Drug
60505-2594	Human Prescription Drug
60505-2596	Human Prescription Drug
60505-2597	Human Prescription Drug
60505-2604	Human Prescription Drug
60505-2605	Human Prescription Drug
60505-2606	Human Prescription Drug
60505-2607	Human Prescription Drug
60505-2608	Human Prescription Drug
60505-2609	Human Prescription Drug
60505-2615	Human Prescription Drug
60505-2616	Human Prescription Drug
60505-2633	Human OTC Drug
60505-2634	Human Prescription Drug
60505-2635	Human Prescription Drug
60505-2636	Human Prescription Drug
60505-2637	Human Prescription Drug
60505-2638	Human Prescription Drug
60505-2639	Human Prescription Drug
60505-2640	Human Prescription Drug
60505-2641	Human Prescription Drug
60505-2642	Human Prescription Drug
60505-2644	Human Prescription Drug
60505-2648	Human Prescription Drug
60505-2649	Human Prescription Drug
60505-2650	Human Prescription Drug
60505-2651	Human Prescription Drug
60505-2652	Human Prescription Drug
60505-2653	Human Prescription Drug
60505-2654	Human Prescription Drug
60505-2655	Human Prescription Drug
60505-2656	Human Prescription Drug
60505-2657	Human Prescription Drug
60505-2659	Human Prescription Drug
60505-2660	Human Prescription Drug
60505-2661	Human Prescription Drug
60505-2662	Human Prescription Drug
