NDC Description	NDC	NADAC Per Unit	Effective Date	Pricing Unit	Pharmacy Type Indicator	OTC	Explanation Code	Classification for Rate Setting	Corresponding Generic Drug NADAC Per Unit	Corresponding Generic Drug Effective Date
SIMVASTATIN 40 MG TABLET	51079045601	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	51079045620	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	54458089410	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	54458093210	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	55111020005	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	55111020010	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	55111020030	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	55111020090	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	63739057310	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	65862005322	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	65862005330	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	65862005390	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	65862005399	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68084051301	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68084051311	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68180048001	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68180048002	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68180048003	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68382006805	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68382006806	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68382006810	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68382006816	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68645026254	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 40 MG TABLET	68645047154	0.03819	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	00093715298	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	16714068101	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	16714068102	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	16729015610	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	16729015615	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	24658030010	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	24658030030	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	24658030045	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	24658030090	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	42571000590	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	55111019705	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	55111019730	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	55111019790	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	63739057010	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	65862005030	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	65862005090	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	68382006506	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	68382006510	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 5 MG TABLET	68382006516	0.04451	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	00093715610	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	00093715698	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	16714068501	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	16714068502	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	16714068503	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	16729000710	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	16729000715	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	16729000717	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	24658030410	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	24658030415	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	24658030430	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	24658030445	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	24658030490	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	42571008090	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	55111026805	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	55111026830	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	55111026890	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	65862005430	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	65862005439	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	65862005490	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	65862005499	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68084051401	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68084051411	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68180048101	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68180048102	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68180048103	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68382006905	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68382006906	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68382006910	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68382006916	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68645026354	0.07490	06/17/2015	EA	C/I	N	1	G			
SIMVASTATIN 80 MG TABLET	68645047254	0.07490	06/17/2015	EA	C/I	N	1	G			
SINEMET 25-100 MG TABLET	00006391668	1.06831	08/08/2014	EA	C/I	N	4	B	0.11536	06/17/2015	
SINGULAIR 10 MG TABLET	00006911731	6.53806	04/23/2015	EA	C/I	N	4	B	0.18585	06/17/2015	
SINGULAIR 10 MG TABLET	00006911754	6.53806	04/23/2015	EA	C/I	N	4	B	0.18585	06/17/2015	
SINGULAIR 10 MG TABLET	00006911780	6.53806	04/23/2015	EA	C/I	N	4	B	0.18585	06/17/2015	
SINGULAIR 4 MG GRANULES	00006384130	6.68065	04/23/2015	EA	C/I	N	4	B	4.27023	06/17/2015	
SINGULAIR 4 MG TABLET CHEW	00006171131	6.30704	04/23/2015	EA	C/I	N	4	B	0.29049	06/17/2015	
SINGULAIR 4 MG TABLET CHEW	00006171154	6.30704	04/23/2015	EA	C/I	N	4	B	0.29049	06/17/2015	
SINGULAIR 5 MG TABLET CHEW	00006927531	6.49819	04/23/2015	EA	C/I	N	4	B	0.24557	06/17/2015	
SINGULAIR 5 MG TABLET CHEW	00006927554	6.49819	04/23/2015	EA	C/I	N	4	B	0.24557	06/17/2015	
SINUS & ALLERGY PE TABLET	24385096162	0.14931	06/17/2015	EA	C/I	Y	1	G			
SINUS CONGESTION-PAIN CAPLET	00113027262	0.07534	06/17/2015	EA	C/I	Y	1	G			
SINUS CONGESTION-PAIN CAPLET	24385016962	0.07534	06/17/2015	EA	C/I	Y	1	G			
SINUS CONGESTION-PAIN CAPLET	36800027262	0.07534	06/17/2015	EA	C/I	Y	1	G			
SINUS CONGESTION-PAIN CAPLET	36800093562	0.07774	06/17/2015	EA	C/I	Y	1	G			
SINUS NASAL SPRAY 0.05%	00113081710	0.05730	06/17/2015	ML	C/I	Y	"1, 5"	G			
SIROLIMUS 0.5 MG TABLET	59762100101	6.11947	05/20/2015	EA	C/I	N	"4, 6"	G			
SIROLIMUS 0.5 MG TABLET	68382052001	6.11947	05/20/2015	EA	C/I	N	4	G			
SIROLIMUS 1 MG TABLET	55111065301	12.42774	06/17/2015	EA	C/I	N	1	G			
SIROLIMUS 1 MG TABLET	59762100201	12.42774	06/17/2015	EA	C/I	N	"1, 6"	G			
SKELAXIN 800 MG TABLET	60793013601	5.77284	06/17/2015	EA	C/I	N	3	B	3.90437	06/17/2015	
SKELAXIN 800 MG TABLET	60793013605	5.77284	06/17/2015	EA	C/I	N	3	B	3.90437	06/17/2015	
SKLICE 0.5% LOTION	49281018371	2.12574	05/20/2015	GM	C/I	N	"2, 5"	B			
SLEEP AID 25 MG TABLET	00113044164	0.11603	06/17/2015	EA	C/I	Y	1	G			
SLEEP AID 25 MG TABLET	00113044173	0.11603	06/17/2015	EA	C/I	Y	1	G			
SLEEP AID 25 MG TABLET	24385044164	0.11603	06/17/2015	EA	C/I	Y	1	G			
SLEEP AID 25 MG TABLET	36800044164	0.11603	06/17/2015	EA	C/I	Y	1	G			
SLEEP TABS 25 MG TABLET	00904427451	0.06533	06/17/2015	EA	C/I	Y	1	G			
SM 12HR NASAL SPRAY 0.05%	49348047227	0.05730	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM 3-DAY VAGINAL CREAM	49348037954	0.31486	05/20/2015	GM	C/I	Y	"4, 5"	G			
SM 8 HOUR PAIN RELIEF 650 MG	49348092409	0.06081	06/17/2015	EA	C/I	Y	1	G			
SM 8 HOUR PAIN RELIEF 650 MG	49348092410	0.06081	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 10 MG TABLET	49348044212	0.12930	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 10 MG TABLET	49348044213	0.12930	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 10 MG TABLET	49348044244	0.12930	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 150 MG TABLET	49348002654	0.14216	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 150 MG TABLET	49348085004	0.14216	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 150 MG TABLET	49348085054	0.14216	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 20 MG TABLET	49348081705	0.18160	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 200 MG TABLET	49348024644	0.14028	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 75 MG TABLET	49348047312	0.07309	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 75 MG TABLET	49348047344	0.07309	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 75 MG TABLET	49348073312	0.07309	06/17/2015	EA	C/I	Y	1	G			
SM ACID REDUCER 75 MG TABLET	49348073344	0.07309	06/17/2015	EA	C/I	Y	1	G			
SM ALL DAY ALLERGY 10 MG TAB	49348084713	0.09460	06/17/2015	EA	C/I	Y	1	G			
SM ALL DAY ALLERGY 10 MG TAB	49348093912	0.09460	06/17/2015	EA	C/I	Y	1	G			
SM ALL DAY ALLERGY 10 MG TAB	49348093944	0.09460	06/17/2015	EA	C/I	Y	1	G			
SM ALL DAY ALLERGY 10 MG TAB	49348098446	0.09460	06/17/2015	EA	C/I	Y	1	G			
SM ALL DAY ALLERGY-D TABLET	49348085104	0.63945	06/17/2015	EA	C/I	Y	1	G			
SM ALL DAY RELIEF 220 MG CAPLT	49348081910	0.05993	06/17/2015	EA	C/I	Y	1	G			
SM ALLERGY 4-HR 4 MG TABLET	49348002504	0.02116	06/17/2015	EA	C/I	Y	1	G			
SM ALLERGY 4-HR 4 MG TABLET	49348002510	0.02116	06/17/2015	EA	C/I	Y	1	G			
SM ALLERGY MULTI-SYMPTOM CPLT	49348077804	0.07774	06/17/2015	EA	C/I	Y	1	G			
SM ALLERGY RELIEF 1.34 MG TAB	49348068603	0.26727	06/17/2015	EA	C/I	Y	1	G			
SM ALLERGY RELIEF 12.5 MG/5 ML	49348004537	0.00857	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM ALLERGY RELIEF 12.5 MG/5 ML	49348004534	0.01144	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM ALLERGY RELIEF 25 MG CAP	49348097104	0.03126	06/17/2015	EA	C/I	Y	1	G			
SM ALLERGY RELIEF 25 MG CAP	49348097110	0.03126	06/17/2015	EA	C/I	Y	1	G			
SM ALLERGY RELIEF 25 MG TABLET	49348098304	0.03840	06/17/2015	EA	C/I	Y	1	G			
SM ALLERGY RELIEF 25 MG TABLET	49348098310	0.03840	06/17/2015	EA	C/I	Y	1	G			
SM ANTACID SUSPENSION	49348001939	0.00570	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM ANTACID-ANTIGAS LIQUID	49348002039	0.00570	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM ANTI-DANDRUFF 0.5% SHAMPOO	49348060247	0.01241	05/20/2015	ML	C/I	Y	"4, 5"	G			
SM ANTI-DIARRHEAL 2 MG CAPLET	49348052902	0.10687	06/17/2015	EA	C/I	Y	1	G			
SM ANTI-DIARRHEAL 2 MG CAPLET	49348052904	0.10687	06/17/2015	EA	C/I	Y	1	G			
SM ANTI-DIARRHEAL 2 MG CAPLET	49348052908	0.10687	06/17/2015	EA	C/I	Y	1	G			
SM ANTI-DIARRHEAL 2 MG CAPLET	49348052934	0.10687	06/17/2015	EA	C/I	Y	1	G			
SM ANTI-DIARRHEAL 2 MG SOFTGEL	49348075204	0.12202	06/17/2015	EA	C/I	Y	1	G			
SM ANTI-ITCH 2% CREAM	49348085472	0.06701	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM ANTI-NAUSEA LIQUID	49348057627	0.01812	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM ANTIBIOTIC 500 UNIT/GM OINT	49348015472	0.07973	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM ANTIFUNGAL 1% CREAM	49348027972	0.08800	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM ANTIFUNGAL 1% CREAM	49348015529	0.14060	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM ARTHRICREAM RUB 10% CREAM	49348088384	0.02739	11/19/2014	GM	C/I	Y	"4, 5"	G			
SM ARTHRITIS PAIN ER 650 MG	49348092109	0.06081	06/17/2015	EA	C/I	Y	1	G			
SM ARTHRITIS PAIN ER 650 MG	49348092110	0.06081	06/17/2015	EA	C/I	Y	1	G			
SM ASPIRIN 325 MG TABLET	49348000110	0.01050	06/17/2015	EA	C/I	Y	1	G			
SM ASPIRIN 325 MG TABLET	49348000114	0.01050	06/17/2015	EA	C/I	Y	1	G			
SM ASPIRIN 325 MG TABLET	49348000123	0.01050	06/17/2015	EA	C/I	Y	1	G			
SM ASPIRIN 81 MG CHEWABLE TAB	49348049807	0.02603	06/17/2015	EA	C/I	Y	1	G			
SM ASPIRIN EC 325 MG TABLET	49348093714	0.01347	06/17/2015	EA	C/I	Y	1	G			
SM ASPIRIN EC 325 MG TABLET	49348093782	0.01347	06/17/2015	EA	C/I	Y	1	G			
SM ASPIRIN EC 81 MG TABLET	49348098015	0.01082	06/17/2015	EA	C/I	Y	1	G			
SM ASPIRIN EC 81 MG TABLET	49348098023	0.01082	06/17/2015	EA	C/I	Y	1	G			
SM ASPIRIN EC 81 MG TABLET	49348098053	0.01082	06/17/2015	EA	C/I	Y	1	G			
SM ASPIRIN EC 81 MG TABLET	49348098115	0.01082	06/17/2015	EA	C/I	Y	1	G			
SM ATHLETE'S 1% FOOT CREAM	49348079072	0.27945	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM CAL ANTACID 500 MG CHEW TAB	49348095821	0.01582	06/17/2015	EA	C/I	Y	1	G			
SM CAL ANTACID 500 MG CHW TAB	49348095721	0.01582	06/17/2015	EA	C/I	Y	1	G			
SM CAL ANTACID 750 MG CHEW TAB	49348095434	0.02592	06/17/2015	EA	C/I	Y	1	G			
SM CALAMINE LOTION	49348001134	0.00882	01/21/2015	ML	C/I	Y	"4, 5"	G			
SM CALDYPHEN CLEAR LOTION	49348061036	0.01400	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM CALDYPHEN LOTION	49348033736	0.01271	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM CASTOR OIL	49348001636	0.01797	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM CHEST CONG RELIEF PE CAPLET	49348077409	0.07362	06/17/2015	EA	C/I	Y	1	G			
SM CHEST CONGEST RLF DM CAPLET	49348072809	0.07523	06/17/2015	EA	C/I	Y	1	G			
SM CHEST CONGESTION RELIEF CAP	49348072909	0.06101	06/17/2015	EA	C/I	Y	1	G			
SM CHILD ALL DAY ALLER 1 MG/ML	49348032634	0.03108	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM CHILD ALL DAY ALLER 1 MG/ML	49348007834	0.03800	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM CHILD ALL DAY ALLER 1 MG/ML	49348093434	0.03800	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM CHILD ASPIRIN 81 MG CHW TAB	49348019107	0.02603	06/17/2015	EA	C/I	Y	1	G			
SM CHILD ASPIRIN 81 MG CHW TAB	49348075707	0.02603	06/17/2015	EA	C/I	Y	1	G			
SM CHILD COLD- ALLERGY LIQUID	49348077734	0.01700	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM CHILD LORATADINE 5 MG/5 ML	49348033334	0.03955	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM CHILD PAIN & FEVER 160 MG/5	49348011934	0.02014	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM CHILD'S PAIN RELIEVER SUSP	49348026634	0.01893	11/19/2014	ML	C/I	Y	"4, 5"	G			
SM CHILD'S PAIN RELIEVER SUSP	49348079734	0.01893	11/19/2014	ML	C/I	Y	"4, 5"	G			
SM CHILD'S PAIN RELIEVER SUSP	49348088834	0.01893	11/19/2014	ML	C/I	Y	"4, 5"	G			
SM CHILDRENS PLUS COLD SUSP	49348087934	0.02009	03/18/2015	ML	C/I	Y	"4, 5"	G			
SM CLEARLAX POWDER	49348089392	0.01904	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM CLEARLAX POWDER	49348089370	0.02506	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM CLEARLAX POWDER	49348089350	0.02894	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM CLOTRIMAZOLE 1% CREAM	49348079376	0.07385	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM COLD & COUGH DM LIQUID	49348077534	0.01605	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM COLD HEAD CONGESTION CAPLET	49348084004	0.23585	05/20/2015	EA	C/I	Y	4	G			
SM DAY TIME PE COLD-FLU SFTGEL	49348073804	0.12069	05/20/2015	EA	C/I	Y	4	G			
SM DOCUSATE CAL 240 MG SOFTGEL	49348028010	0.05732	06/17/2015	EA	C/I	Y	1	G			
SM DOUBLE ANTIBIOTIC OINT	49348027472	0.10338	06/18/2014	GM	C/I	Y	"4, 5"	G			
SM EAR DROPS 6.5%	49348096029	0.13018	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM EYE ITCH RELIEF 0.025% DROP	49348016317	1.57807	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM FEXOFENADINE HCL 180 MG TAB	49348096812	0.37540	06/17/2015	EA	C/I	Y	1	G			
SM FEXOFENADINE HCL 180 MG TAB	49348096844	0.37540	06/17/2015	EA	C/I	Y	1	G			
SM FEXOFENADINE HCL 180 MG TAB	49348096857	0.37540	06/17/2015	EA	C/I	Y	1	G			
SM FEXOFENADINE HCL 60 MG TAB	49348097002	0.39512	06/17/2015	EA	C/I	Y	1	G			
SM FIBER LAXATIVE 500 MG CPLT	49348054110	0.05390	06/17/2015	EA	C/I	Y	1	G			
SM FIBER LAXATIVE 625 MG TAB	49348075913	0.05911	06/17/2015	EA	C/I	Y	1	G			
SM FIBER LAXATIVE CAPSULE	49348063349	0.04337	06/17/2015	EA	C/I	Y	1	G			
SM FIBER POWDER	49348004765	0.00943	04/22/2015	GM	C/I	Y	"4, 5"	G			
SM FIBER POWDER	49348016693	0.01155	05/20/2015	GM	C/I	Y	"4, 5"	G			
SM FIBER SMOOTH POWDER	49348009092	0.01771	03/18/2015	GM	C/I	Y	"4, 5"	G			
SM GAS REL ANTIFLATUENT 180 MG	49348048912	0.05578	06/17/2015	EA	C/I	Y	1	G			
SM GAS RELIEF 125 MG SOFTGEL	49348026309	0.08151	06/17/2015	EA	C/I	Y	1	G			
SM GAS RELIEF 125 MG SOFTGEL	49348094644	0.08151	06/17/2015	EA	C/I	Y	1	G			
SM GENTLE LAXATIVE EC 5 MG TAB	49348059905	0.02615	06/17/2015	EA	C/I	Y	1	G			
SM HYDROCORTISONE 1% + CRM	49348044172	0.08310	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM HYDROCORTISONE 1% OINTMENT	49348052272	0.06974	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM HYDROCORTISONE-ALOE 1% CRM	49348052172	0.08310	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM HYDROGEN PEROXIDE 3% SOLN	49348003138	0.00142	12/17/2014	ML	C/I	Y	"4, 5"	G			
SM HYDROGEN PEROXIDE 3% SOLN	49348003134	0.00448	01/21/2015	ML	C/I	Y	"4, 5"	G			
SM IBUPROFEN 100 MG/5 ML SUSP	49348022937	0.02634	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM IBUPROFEN 100 MG/5 ML SUSP	49348022934	0.03212	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM IBUPROFEN 100 MG/5 ML SUSP	49348049934	0.03212	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM IBUPROFEN 100 MG/5 ML SUSP	49348050034	0.03212	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM IBUPROFEN 200 MG CAPLET	49348019609	0.02791	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN 200 MG CAPLET	49348019610	0.02791	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN 200 MG CAPLET	49348019635	0.02791	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN 200 MG SOFTGEL	49348056859	0.08803	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN 200 MG TABLET	49348070604	0.02791	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN 200 MG TABLET	49348070609	0.02791	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN 200 MG TABLET	49348070610	0.02791	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN 200 MG TABLET	49348070614	0.02791	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN IB 100 MG CHEW TAB	49348063904	0.13561	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN IB 200 MG CAPLET	49348072709	0.02791	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN IB 200 MG CAPLET	49348072710	0.02791	06/17/2015	EA	C/I	Y	1	G			
SM IBUPROFEN PM CAPLET	49348087359	0.12136	06/17/2015	EA	C/I	Y	1	G			
SM INF GAS RELIEF 20 MG/0.3 ML	49348074027	0.06574	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM INFANT IBUPROFEN SUSP DROP	49348064227	0.18451	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM INFANT IBUPROFEN SUSP DROP	49348037469	0.25339	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM INFANT PAIN-FEVER 160 MG/5	49348008130	0.05598	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM INFANT PAIN-FEVER 160 MG/5	49348043030	0.05598	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM IODIDES TINCTURE	49348071130	0.06251	05/20/2015	ML	C/I	Y	"4, 5"	G			
SM LANSOPRAZOLE DR 15 MG CAP	49348030146	0.42127	06/17/2015	EA	C/I	Y	1	G			
SM LANSOPRAZOLE DR 15 MG CAP	49348030161	0.42127	06/17/2015	EA	C/I	Y	1	G			
SM LANSOPRAZOLE DR 15 MG CAP	49348030178	0.42127	06/17/2015	EA	C/I	Y	1	G			
SM LICE TREATMENT PERMETHRIN	49348046034	0.07938	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM LICE TREATMENT PERMETHRIN	49348046030	0.10661	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM LOPERAMIDE 1 MG/7.5 ML LIQ	49348099934	0.02474	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM LORATA-DINE D 24HR TABLET	49348054301	0.49493	06/17/2015	EA	C/I	Y	1	G			
SM LORATA-DINE D 24HR TABLET	49348054357	0.49493	06/17/2015	EA	C/I	Y	1	G			
SM LORATADINE 10 MG ODT	49348093001	0.41047	06/17/2015	EA	C/I	Y	1	G			
SM LORATADINE 10 MG ODT	49348093044	0.41047	06/17/2015	EA	C/I	Y	1	G			
SM LORATADINE 10 MG TABLET	49348081801	0.06086	06/17/2015	EA	C/I	Y	1	G			
SM LORATADINE 10 MG TABLET	49348081812	0.06086	06/17/2015	EA	C/I	Y	1	G			
SM LORATADINE 10 MG TABLET	49348081813	0.06086	06/17/2015	EA	C/I	Y	1	G			
SM LORATADINE 10 MG TABLET	49348081844	0.06086	06/17/2015	EA	C/I	Y	1	G			
SM LORATADINE 5 MG/5 ML SYRUP	49348063634	0.03955	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM LORATADINE D 12 HOUR TABLET	49348018347	0.64854	06/17/2015	EA	C/I	Y	1	G			
SM MAGNESIUM CITRATE SOLUTION	49348050449	0.00436	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM MAGNESIUM CITRATE SOLUTION	49348069649	0.00436	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM MEDICATED CHEST RUB	49348039896	0.01892	03/18/2015	GM	C/I	Y	"4, 5"	G			
SM MICONAZOLE 3 COMBO PACK	49348035543	7.97556	06/17/2015	EA	C/I	Y	1	G			
SM MICONAZOLE 3 COMBO PACK	49348064573	7.97556	06/17/2015	EA	C/I	Y	1	G			
SM MICONAZOLE 7 100 MG VAG SUP	49348083361	0.60705	06/17/2015	EA	C/I	Y	1	G			
