product_ndc	text
63824-0860	Inactive ingredients alcohol denat., water, propylene glycol, menthol, aloe barbadensis leaf extract, melaleuca alternifolia (tea tree) leaf oil, tocopheryl acetate
63824-0861	Inactive ingredients alcohol denat., water, propylene glycol, menthol
63824-0900	Inactive ingredients butylated hydroxytoluene, carboxymethylcellulose sodium, dimethicone, fragrance, hydroxyethylcellulose, methylchloroisothiazolinone, methylisothiazolinone, petroleum distillates, water
63824-0916	Inactive ingredients butylated hydroxytoluene, carboxymethylcellulose sodium, dimethicone, fragrance, hydroxyethylcellulose, methylchloroisothiazolinone, methylisothiazolinone, petroleum distillates, water
63824-0916	Ingredients water, sodium laureth sulfate, sodium chloride, cocamidopropyl betaine, cocamide DEA, lauramide DEA, fragrance, diethanolamine, glycerin, polysorbate-20, citric acid, tetrasodium EDTA, methylchloroisothiazolinone, methylisothiazolinone, propylene glycol, dimethicone
63824-0926	Inactive ingredients colloidal silicon dioxide, corn starch, croscarmellose sodium, FD&C Red no. 40, hypromellose, iron oxide black, magnesium stearate, mannitol, polyethylene glycol, powder cellulose and titanium dioxide
63868-0002	Inactive ingredients none For serious adverse events call: 1-888-710-0006
63868-0008	Inactive ingredients colloidal silicon dioxide, D&C red No. 33, D&C yellow No. 10, FD&C blue No. 1, FD&C red No. 40, gelatin, hypromellose, magnesium carbonate, methacrylic acid copolymer dispersion, polyethylene glycol, polysorbate 80, sucrose, sugar spheres, talc, titanium dioxide
63868-0011	Inactive ingredients Inactive ingredients in Daytime butylated hydroxyanisole, butylated hydroxytoluene, edible white ink, FD&C red #40*, FD&C yellow #6, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol *may contain this ingredient Inactive ingredients in Nighttime D&C yellow #10, edible white ink, FD&C blue #1, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol
63868-0012	Inactive ingredients Acrylic Acid, Aluminum Hydroxide, Carmellose sodium, 2-Ethylhexyl Acrylate, Glycerin, Isopropyl Myristate, Methyl Acrylate, Nonoxymol-30, Sodium Polyacrylate, Polyacrylic Acid, Polysorbate 80, Purified Water, Sorbitan Sesquioleate, Starch, Talc, Tartaric acid, Titanium Dioxide
63868-0013	Inactive ingredients camphor, carbomer 940, potassium sorbate, isoprophyl alcohol, methylparaben, polysorbate 60, purified water, and trolamine
63868-0014	Inactive ingredients FD&C blue #1, FD&C red #40, gelatin, glycerin, polyethylene glycol, purified water, sorbitol-sorbitan solution, titanium dioxide
63868-0024	Inactive ingredients colloidal silicon dioxide, croscarmellose sodium, hypromellose, iron oxide red, iron oxide yellow, lactose monohydrate, magnesium stearate, microcrystalline cellulose, polyethylene glycol, povidone k-30, talc, titanium dioxide.
63868-0047	Inactive ingredients adipic acid, blue 1 lake, dextrose, flavors, magnesium stearate, maltodextrin, red 27 lake, starch, sucralose, yellow 6 lake, yellow 10 lake. Safety sealed: Do not use if printed seal under cap is torn or missing CALCIUM SUPPLEMENT USES: As a daily source of extra calcium. DIRECTIONS: Chew 2 tablets once or twice daily with a meal Supplement Facts Serving Size: 2 Tablets Servings Per Container: 75 Amount Per Serving % Daily Value Calories 5 Sugars 1.5g Calcium 400mg 40% Magnesium 2mg less than 1%
63868-0060	Inactive ingredients: Citric acid, Eucalyptus Oil, Light Mineral Oil
63868-0063	Inactive Ingredients blue 1, carboxymethylcellulose sodium, cellulose, citric acid, flavors, glycerin, purified water, red 33, red 40, sodium benzoate, sorbitol, sucrose, xanthan gum
63868-0065	Inactive ingredients acesulfame potassium, carboxymethylcellulose sodium, citric acid, FD&C blue 1, flavors, polyethylene glycol, propylene glycol, purified water, sodium benzoate, sorbitol, sucrose
63868-0067	Inactive ingredients acesulfame potassium, alcohol, citric acid, edetate disodium, FD&C blue 1, FD&C red 40, flavors, glycerin, maltitol solution, propylene glycol, purified water, sodium benzoate, sodium citrate
63868-0068	Inactive ingredients acesulfame potassium, alcohol, citric acid, edetate disodium, FD&C blue 1, FD&C red 40, flavors, glycerin, maltitol solution, propylene glycol, purified water, sodium benzoate, sodium citrate
63868-0069	Inactive ingredients artificial flavor, citric acid, disodium EDTA, FD&C yellow #6, glycerin, high fructose corn syrup, hydroxyethyl cellulose, polyethylene glycol 3350, propylene glycol, purified water, sodium benzoate, sucralose, sucrose, xanthan gum
63868-0070	Inactive ingredients citric acid, D&C red #33, disodium EDTA, FD&C blue #1, glycerin, high fructose corn syrup, hydroxyethyl cellulose, natural & artificial flavor, polyethylene glycol 3350, propylene glycol, purified water, sodium benzoate, sucralose, sucrose, xanthan gum
63868-0076	Inactive ingredients carboxymethylcellulose sodium, citric acid anhydrous, glycerin, microcrystalline celullose, natural and artificial berry fruit punch type flavor, polysorbate 80, purified water, sodium benzoate, sorbitol solution, sucrose, and xanthan gum.
63868-0089	INACTIVE INGREDIENTS Croscarmellose sodium, hypromellose, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch, propylene glycol, sodium lauryl sulfate, stearic acid, titanium dioxide
63868-0090	Inactive ingredients corn starch*, croscarmellose sodium*, D&C red #27 aluminum lake, edible black ink, FD&C blue #1 aluminum lake, gelatin, glycerin, hypromellose*, maltodextrin*, microcrystalline cellulose*, polyethylene glycol*, povidone*, purified water, silicon dioxide*, stearic acid, titanium dioxide *contains one or more of these ingredients
63868-0091	INACTIVE INGREDIENTS Croscarmellose sodium, hypromellose, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch, propylene glycol, sodium lauryl sulfate, stearic acid, titanium dioxide
63868-0092	Inactive ingredients glycerin, grape flavor, maltitol solution, masking agent, noncrystallizing sorbitol solution, phosphoric acid, polyethylene glycol, propylene glycol, purified water, sodium benzoate, sodium metabisulfite, sodium phosphate monobasic dihydrate, sucralose powder.
63868-0093	Inactive ingredients artificial grape flavor, glacial acetic acid, glycerin, methylparaben, natural and artificial banana flavor, propylene glycol, propylparaben, purified water, sodium acetate (anhydrous), sucralose
63868-0094	Inactive ingredients corn starch, croscarmellose sodium*, D&C red #27 aluminum lake, edible black ink, FD&C blue #1 aluminum lake, gelatin, glycerin, hypromellose, maltodextrin, microcrystalline cellulose, polyethylene glycol, povidone, purified water, silicon dioxide, sodium starch glycolate*, stearic acid, titanium dioxide *contains one or more of these ingredients
63868-0097	Inactive Ingredients SD Alcohol 38B 2.5%, Camphor, Diazolidinyl Urea, Fragrances, Glycerin, Hydroxypropyl Methycelulose, Methylparaben, Polysorbate 80, Propylene Glycol, Propylparaben and Purified Water.
63868-0099	Inactive ingredients aloe barbadensis, cetearyl alcohol/sodium lauryl sulfate/sodium cetearyl sulfate, chamomile (anthemis nobilis) oil, citric acid, corn (zea mays) oil, glycerin, glyceryl stearate, isopropyl palmitate, maltodextrin, methylparaben, mineral oil, paraffin, petrolatum, propylene glycol, propylparaben, purified water, stearyl alcohol, vitamin A (retinyl palmitate), vitamin D (cholecalciferol), vitamin E (tocopheryl acetate).
63868-0100	Inactive ingredients Water, SD Alcohol 40, Phenoxyethanol, Decyl Glucoside, Potassium Sorbate, Sodium Benzoate, Disodium EDTA, Citric Acid, Aloe Barbadensis (Aloe) Leaf Extract, Fragrance
63868-0101	Inactive ingredients Lactose, magnesium silicate, magnesium stearate, microcrystalline cellulose, pharmaceutical glaze, and sodium starch glycolate.
63868-0104	Inactive ingredients propylene glycol, liquid paraffin, stearyl alcohol, cetyl alcohol, sorbitan monostearate, polyoxyethylene cetylether, purified water, methylparaben, propylparaben
63868-0106	Inactive ingredients bubble gum artificial flavor, glacial acetic acid, glycerin, methylparaben, propylene glycol, propylparaben, purified water, sodium acetate anhydrous, sucralose
63868-0107	Inactive Ingredients FD&C yellow #6, gelatin, glycerin, mannitol, pharmaceutical ink, polyethylene glycol, purified water, sodium hydroxide, sorbitan, sorbitol
63868-0116	Inactive ingredients D&C red #33*, D&C yellow #10*, edible ink, FD&C blue #1*, FD&C red #40, FD&C yellow #6, gelatin, glycerin, lecithin*, medium-chain triglycerides*, polyethylene glycol, propylene glycol*, purified water, sorbitan, sorbitol, titanium dioxide *contains one or more of these ingredients
63868-0125	Inactive Ingredients D&C Yellow #10, edible ink, FD&C Blue #1, FD&C Red #40, gelatin, glycerin, peppermint oil, purified water, sorbitol special and titanium dioxide
63868-0126	Inactive ingredients D&C yellow #10, edible ink, FD&C blue #1, FD&C red #40, gelatin, glycerin, medium-chain triglycerides*, peppermint oil, purified water, sorbitan, sorbitol, titanium dioxide *may contain this ingredient
63868-0131	Inactive ingredients carnauba wax*, colloidal silicon dioxide, croscarmellose sodium, dibasic calcium phosphate dihydrate, FD&C red #40 aluminum lake, FD&C yellow #6 aluminum lake*, hypromellose, magnesium stearate, maltodextrin*, microcrystalline cellulose, polydextrose*, polyethylene glycol*, purified water*, sodium benzoate*, stearic acid, talc*, titanium dioxide, triglycerides* *contains one or more of these ingredients
63868-0132	INACTIVE INGREDIENTS Corn starch, hypromellose, lactose monohydrate, magnesium stearate, polyethylene glycol, povidone, talc, titanium dioxide
63868-0133	Inactive ingredients artificial grape flavor, glacial acetic acid, glycerin, methylparaben, natural and artificial banana flavor, propylene glycol, propylparaben, purified water, sodium acetate (anhydrous), sucrose
63868-0143	INACTIVE INGREDIENTS Castor oil, colloidal silicon dioxide, hypromellose, microcrystalline cellulose, magnesium stearate, titanium dioxide
63868-0144	Inactive ingredients croscarmellose sodium, dextrose monohydrate, dicalcium phosphate dihydrate, FD&C red #40, lecithin, magnesium stearate, maltodextrin, microcrystalline cellulose, silica gel, sodium carboxymethylcellulose, sodium citrate dihydrate, titanium dioxide
63868-0145	Inactive ingredients acacia, black iron oxide, calcium carbonate, carnauba wax, croscarmellose sodium, D&C red #27 aluminum lake, FD&C yellow #6 aluminum lake, lactose, magnesium stearate, methylparaben, microcrystalline cellulose, povidone, propylene glycol, propylparaben, shellac, silica gel, sodium benzoate, stearic acid, sugar, talc, titanium dioxide
63868-0146	Inactive ingredients croscarmellose sodium, dicalcium phosphate, FD&C red #40 aluminum lake, FD&C yellow #6 aluminum lake, hypromellose, magnesium stearate, microcrystalline cellulose, polydextrose, polyethylene glycol, silica gel, titanium dioxide, triacetin
63868-0151	INACTIVE INGREDIENTS Corn starch, lactose monohydrate, magnesium stearate, pregelatinized starch
63868-0154	INACTIVE INGREDIENTS Calcium carbonate, colloidal silicon dioxide, hydroxypropyl cellulose, hypromellose, iron oxide black, lactose monohydrate, magnesium stearate, microcrystalline cellulose, polyethylene glycol, povidone, pregelatinized starch, propylene glycol, shellac glaze, sodium alginate, sodium citrate, talc and titanium dioxide
63868-0156	Inactive ingredients artificial grape flavor, citric acid monohydrate, glycerin, propylene glycol, purified water, sodium benzoate, sodium metabisulfite, sucrose
63868-0157	INACTIVE INGREDIENTS Aspartame, croscarmellose sodium, fruit flavors, magnesium stearate, mannitol, sodium stearyl fumarate
63868-0158	Inactive ingredients citric acid, crospovidone, D&C red #27 aluminum lake, D&C red #30 aluminum lake, dextrates hydrated, ethylcellulose, FD&C blue #1 aluminum lake, flavors, magnesium stearate, mannitol, polyethylene, stearic acid, sucralose
63868-0159	Inactive ingredients corn starch, croscarmellose sodium, crospovidone, FD&C blue #1 aluminum lake, FD&C blue #2 aluminum lake, hypromellose, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polysorbate 80, povidone, shellac, silica gel, stearic acid, titanium dioxide
63868-0160	Inactive ingredients croscarmellose sodium, dicalcium phosphate, magnesium stearate, microcrystalline cellulose
63868-0163	Inactive ingredients corn starch, FD&C red #40 aluminum lake, lactose, magnesium stearate, rasberry flavor, silica gel, sodium saccharin
63868-0164	Inactive ingredients water, petrolatum, mineral oil, beeswax, PEG-30 dipolyhydroxystearate, microcrystalline wax, polyglyceryl-3 diisostearate, dimethicone, sorbitan sesquioleate, magnesium sulfate, phenoxyethanol, tocopheryl acetate (vitamin E), methylparaben, propylparaben, aloe barbadensis leaf juice, fragrance, potassium hydroxide.
63868-0165	Inactive ingredients cod liver oil, talc, petrolatum, lanolin, water, methylparaben, fragrance, BHA
63868-0170	Inactive ingredients carnauba wax, ferric oxide red, ferric oxide yellow, hypromellose, hypromellose acetate succinate, lactose monohydrate, monoethanolamine, propylene glycol, sodium lauryl sulfate, sodium starch glycolate, sodium stearate, sodium stearyl fumarate, talc, titanium dioxide, triethyl citrate Questions or comments? Call 1-800-540-3765
63868-0172	Inactive ingredients cocamidopropyl betaine, flavor, glycerin, hydrated silica, PEG-8, sodium hydroxide, sodium methyl cocoyl taurate, sodium saccharin, sodium tripolyphosphate, sorbitol, titanium dioxide, water, xanthan gum
63868-0174	Inactive ingredients anhydrous citric acid,butylparaben, carboxymethylcellulose sodium, D&C red 33, FD&C blue 1, flavors, glycerin, high fructose corn syrup, microcrystaline cellulose, propylene glycol, purified water, sodium benzoate, sorbitol, sucralose, xanthan gum
63868-0177	Inactive ingredients black iron oxide, carrageenan, dibasic calcium phosphate, glyceryl monostearate, hypromellose, hypromellose 3 cps, magnesium oxide, magnesium stearate, methacrylic acid copolymer dispersion, methacrylic acid copolymer Type B, microcrystalline cellulose, potassium chloride, potassium hydroxide, propylene glycol, red iron oxide, shellac, silicon dioxide, sugar spheres, talc, titanium dioxide, triethyl citrate
63868-0189	Inactive ingredients (4 mg) acacia, acesulfame potassium, carnauba wax, D&C yellow #10 lake, FD&C blue #2 lake, FD&C red #40, FD&C yellow #6 lake, flavors, gum base, magnesium oxide, sodium bicarbonate, sodium carbonate, sucralose, talc, titanium dioxide and xylitol.
63868-0189	Inactive ingredients (2 mg) acacia, acesulfame potassium, carnauba wax, FD&C blue #2 lake, FD&C red #40, FD&C yellow #6 lake, flavors, gum base, hydroxypropyl cellulose, magnesium oxide, sodium bicarbonate, sodium carbonate, sucralose, talc, titanium dioxide and xylitol.
63868-0190	Inactive ingredients acrylate adhesive, polyester, silicone adhesive
63868-0191	Inactive ingredients acrylate adhesive, polyester, silicone adhesive
63868-0192	Inactive ingredients (2 mg) acacia, acesulfame potassium, carnauba wax, flavors, gum base, hydroxypropyl cellulose, magnesium oxide, sodium bicarbonate, sodium carbonate, talc, titanium dioxide and xylitol.
63868-0192	Inactive ingredients (4 mg) acacia, acesulfame potassium, carnauba wax, D&C yellow #10 lake, flavors, gum base, hydroxypropyl cellulose, magnesium oxide, sodium bicarbonate, sodium carbonate, talc, titanium dioxide and xylitol.
63868-0193	Inactive ingredients (2 mg) acacia, acesulfame potassium, carnauba wax, flavors, gum base, hydroxypropyl cellulose, magnesium oxide, sodium bicarbonate, sodium carbonate, talc, titanium dioxide and xylitol.
63868-0193	Inactive ingredients (4 mg) acacia, acesulfame potassium, carnauba wax, D&C yellow #10 lake, flavors, gum base, hydroxypropyl cellulose, magnesium oxide, sodium bicarbonate, sodium carbonate, talc, titanium dioxide and xylitol.
63868-0194	Inactive ingredients (2 mg) acacia, acesulfame potassium, carnauba wax, FD&C blue #2 lake, FD&C red #40, FD&C yellow #6 lake, flavors, gum base, hydroxypropyl cellulose, magnesium oxide, sodium bicarbonate, sodium carbonate, sucralose, talc, titanium dioxide and xylitol.
63868-0194	Inactive ingredients (4 mg) acacia, acesulfame potassium, carnauba wax, D&C yellow #10 lake, FD&C blue #2 lake, FD&C red #40, FD&C yellow #6 lake, flavors, gum base, magnesium oxide, sodium bicarbonate, sodium carbonate, sucralose, talc, titanium dioxide and xylitol.
63868-0195	Inactive ingredients (2 mg) acesulfame potassium, butylated hydroxytoluene, carnauba wax, flavors, gum base, sodium bicarbonate, sodium carbonate, sorbitol and talc.
63868-0195	Inactive ingredients (4 mg) acesulfame potassium, butylated hydroxytoluene, carnauba wax, D&C yellow # 10 lake, FD&C blue #2 lake, FD&C red #40, FD&C yellow #6 lake, flavors, gum base, sodium bicarbonate, sodium carbonate, sorbitol and talc.
63868-0196	Inactive ingredients (4 mg) acesulfame potassium, butylated hydroxytoluene, carnauba wax, D&C yellow # 10 lake, FD&C blue #2 lake, FD&C red #40, FD&C yellow #6 lake, flavors, gum base, sodium bicarbonate, sodium carbonate, sorbitol and talc.
63868-0196	Inactive ingredients (2 mg) acesulfame potassium, butylated hydroxytoluene, carnauba wax, flavors, gum base, sodium bicarbonate, sodium carbonate, sorbitol and talc.
63868-0197	Inactive ingredients cetyl alcohol, isopropyl myristate, polysorbate 60, polysorbate 80, potassium hydroxide, propylene glycol, purified water, sorbitan monostearate and stearyl alcohol
63868-0198	Inactive Ingredients benzoic acid, butylated hydroxyanisole, mineral oil, oleoyl polyoxylglycerides, pegoxol 7 stearate, purified water
63868-0200	Inactive Ingredients aloe vera concentrate, cetyl alcohol, glyceryl stearate, isopropyl myristate, methylparaben, polyoxyl 40 stearate, polysorbate 60, propylene glycol, propylparaben, purified water, sorbic acid, sorbitan monostearate, stearyl alcohol, white wax. May contain citric acid or sodium citrate solution to adjust pH.
63868-0201	Inactive ingredients glycerin, lanolin, methylparaben, propylparaben, stearyl alcohol, thyme oil, tocopherol acetate, water, white wax
63868-0202	Inactive Ingredients aloe vera concentrate, cetyl alcohol, glyceryl stearate, isopropyl myristate, methylparaben, polyoxyl 40 stearate, polysorbate 60, propylene glycol, propylparaben, purified water, sorbic acid, sorbitan monostearate, stearyl alcohol, white wax. May contain citric acid or sodium citrate solution to adjust pH.
63868-0205	Inactive ingredients water, sodium laureth sulfate, cocamide MIPA, laureth-4, fragrance, cocamidopropyl betaine, citric acid, sodium chloride, tetrasodium EDTA, methylparaben, propylparaben, imidazolidinyl urea, caramel, red 4
63868-0208	Inactive ingredients methylparaben, propylparaben, starch
63868-0209	Inactive ingredients acacia, calcium sulfate anhydrous, carnauba wax, colloidal silicon dioxide, corn starch, D&C red # 7 calcium lake, hypromellose phthalate, iron oxide, iron oxide black, iron oxide yellow, kaolin, magnesium stearate, microcrystalline cellulose, polyethylene glycol (PEG) 400, povidone, shellac, sodium starch glycolate, stearic acid, sugar, talc, titanium dioxide, and triacetin
63868-0218	inactive ingredients cetanol, methylparaben, polyoxyl 40 stearate, propylene glycol, propylparaben, stearyl alcohol, purfied water
63868-0228	Inactive ingredients: acesulfame potassium, aspartame, citric acid, docusate sodium, flavors, mannitol, povidone, sodium benzoate, sodium bicarbonate
63868-0230	Inactive Ingredients Citric Acid, Disodium Phosphate, Glycerin, nonoxynol-9. Sodium Hydroxide and Purified Water.
63868-0244	Inactive ingredients anhydrous citric acid, FD&C red #40, flavor, glycerin, lactic acid, menthol, propylene glycol, purified water, sodium benzoate, sorbitol, sucralose
63868-0246	Inactive ingredients citric acid, FD&C blue #1, FD&C red # 40, glycerin, natural & artificial flavor, propylene glycol, purified water, sodium benzoate, sodium citrate, sorbitol, sucralose
63868-0247	Inactive ingredients citric acid, FD&C blue #1, FD&C red # 40, glycerin, natural & artificial flavor, propylene glycol, purified water, sodium benzoate, sodium citrate, sorbitol, sucralose
63868-0248	Inactive ingredients edible white ink, FD&C blue #1, FD&C red #40, gelatin, glycerin, polyethylene glycol 400, propylene glycol*, purified water, sorbitan, sorbitol *may contain this ingredient
63868-0249	Inactive ingredients water, glycerin, sodium lauroyl sarcosinate, stearic acid, potassium hydroxide, myristic acid, lauric acid, palmitic acid, fragrance, phenoxyethanol, ethylhexylglycerin, polyquaternium-10, disodium EDTA, methylparaben, ethylparaben, butylparaben, propylparaben, isobutylparaben, aloe barbadensis leaf juice, sodium benzoate, potassium sorbate, menthol.
63868-0250	Inactive ingredients water, sodium cocoyl isethionate, cetearyl alcohol, stearic acid, sodium hydroxide, glycerin, laureth-3, phenoxyethanol, methylparaben, ethylparaben, butylparaben, propylparaben, isobutylparaben, fragrance, DMDM hydantoin, caramel, disodium EDTA, lavandula stoechas extract, helichrysum italicum extract, cistus monspeliensis extract.
63868-0251	Inactive ingredients water, cyclohexasiloxane, glycerin, titanium dioxide, glyceryl stearate, PEG-100 stearate, beeswax, myristyl myristate, stearic acid, palmitic acid, polyglyceryl-10 pentastearate, behenyl alcohol, sodium steroyl lactylate, tocopheryl acetate (vitamin E), butylene glycol, carbomer, polysorbate 20, palmitoyl tripeptide-1, palmitoyl tetrapeptide-7, propylene glycol, diazolidinyl urea, methylparaben, propylparaben, cetyl alcohol, stearyl alcohol, hydrolyzed soy protein, dipalmitoyl hydroxyproline, fragrance, triethanolamine, glycine soja (soybean) protein, xanthan gum, retinyl palmitate (vitamin A), phenoxyethanol, PEG-20 stearate, potassium sorbate, sodium benzoate, phenethyl alcohol, alcohol denat., chlorphenesin.
63868-0252	Inactive Ingredients water, talc, C12-15 alkyl benzoate, caprylic/capric triglyceride, potassium cetyl phosphate, cyclopentasiloxane, glyceryl miristate, isononyl isononanoate, behenyl alcohol, mineral oil, glycerin, propylene glycol, microcrystalline cellulose, cellulose gum, phenoxyethanol, ethylhexylglycerin, nylon-12, fragrance, triethanolamine, ammonium acryloyldimethyltaurate/VP copolymer, iron oxides, butylene glycol, allantoin, caffeine, ascorbic acid, disodium EDTA, tocopheryl acetate (vitamin E), BHT, hyaluronic acid.
63868-0253	Inactive Ingredients water, talc, C12-15 alkyl benzoate, caprylic/capric triglyceride, potassium cetyl phosphate, cyclopentasiloxane, glyceryl myristate, isononyl isononanoate, behenyl alcohol, mineral oil, glycerin, propylene glycol, microcrystalline cellulose, cellulose gum, phenoxyethanol, ethylhexylglycerin, iron oxides, nylon-12, fragrance, triethanolamine, ammonium acryloyldimethyltaurate/VP copolymer, butylene glycol, allantoin, caffeine, ascorbyl glucoside, disodium EDTA, tocopheryl acetate (vitamin E), BHT, hyaluronic acid.
63868-0254	Inactive ingredients water, C12-15 alkyl benzoate, arachidyl alcohol, beheynl alcohol, arachidyl glucoside, cetearyl alcohol, cetearyl glucoside, steareth-2, glycerin, steareth-21, dimethicone, phenyl trimethicone, polyacrylamide, C13-14 isoparaffin, laureth-7, phenoxyethanol, methylparaben, ethylparaben, butylparaben, propylparaben, isobutylparaben, panthenol (pro-vitamin B5), polymethyl methacrylate, lecithin, soy isoflavones, polysorbate 80, alcohol, benzyl alcohol, disodium EDTA, fragrance, benzalkonium chloride, BHT, triethanolamine.
63868-0255	Inactive Ingredients water, carbomer, cetearyl alcohol, ceteareth-20, glycerin, C12-15 alkyl benzoate, glyceryl stearate, PEG-100 stearate, diiosopropyl adipate, propylene glycol, diazolidinyl urea, methylparaben, propylparaben, dimethicone, triethanolamine.
63868-0256	Inactive ingredients water, glycerin, isohexadecane, cyclopentasiloxane, polyacrylamide, C 13-14 isoparaffin, laureth-7, steareth-2, sodium polyacrylate, dimethicone, trideceth-6, PEG/PPG-18/18 dimethicone, stearyl alcohol, potassium cetyl phosphate, steareth-21, tocopheryl acetate (Vitamin E), behenyl alcohol, DMDM hydantoin, iodopropynyl butylcarbamate, cetyl alcohol, triethanolamine, xanthan gum, aloe barbadensis leaf juice, disodium EDTA.
63868-0257	Inactive ingredients croscarmellose sodium, dicalcium phosphate, hypromellose, magnesium stearate, maltodextrin, microcrystalline cellulose, polyethylene glycol, silica gel
63868-0262	Inactive ingredients carnauba wax*, croscarmellose sodium, D&C yellow #10 aluminum lake, dibasic calcium phosphate dihydrate, FD&C blue #2 aluminum lake*, FD&C blue #2 aluminum lake*, FD&C red #40 aluminum lake*, FD&C yellow #6 aluminum lake, hypromellose*, magnesium stearate, maltodextrin*, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol*, purified water*, silicon dioxide, sodium benzoate*, stearic acid, talc*, titanium dioxide *contains one or more of these ingredients
63868-0266	Inactive Ingredients cocoa, partially hydrogenated vegetable oils (cottonseed, palm kernel), salt, soy lecithin (an emulsifier), sugar, vanilla, and whey powder (milk)
63868-0267	Inactive Ingredients: bornyl acetate, camphor, lavender oil, menthol, methyl salicylate
63868-0279	Inactive ingredients water, cetrimonium chloride, glycerin, lauryl/myristyl amidopropyl amine oxide, cocamide MEA, sodium chloride, PEG-120 methyl glucose dioleate, fragrance, citric acid, tetrasodium EDTA, sodium sulfate, methylchloroisothiazolinone, methylisothiazolinone, red 40, yellow 5, red 33
63868-0310	Inactive ingredients carboxymethylcellulose sodium, citric acid, D and C red no. 28, flavor(contains alcohol), glycerin, microcrystalline cellulose, purified water, sodium citrate, sodium hypochlorite, sucrose, xanthan gum.
63868-0317	Inactive ingredients Bentonite magma, calcium hydroxide, glycerin, purified water.
63868-0322	Inactive Ingredient None
63868-0326	Inactive ingredients water, alcohol (21.6%), sorbitol, flavor, poloxamer 407, benzoic acid, zinc chloride, sodium benzoate, sucralose, PEG-40 hydrogenated castor oil, yellow 6, red 40
63868-0328	Inactive ingredients hydrogenated vegetable oil
63868-0331	Inactive Ingredient: Purified Water
63868-0338	INACTIVE INGREDIENTS Anhydrous lactose, croscarmellose sodium, crospovidone, D&C yellow no.10, FD&C blue no.1, hydrogenated vegetable oil, magnesium stearate, powdered cellulose, pregelatinized starch
63868-0354	Inactive ingredients anhydrous lactose, carnauba wax, colloidal silicon dioxide, croscarmellose sodium, FD&C red #40 aluminum lake, FD&C yellow #6 aluminum lake, iron oxide ochre, methacrylic acid copolymer, microcrystalline cellulose, polysorbate 80, simethicone, sodium hydroxide, sodium lauryl sulfate, talc, triethyl citrate
63868-0359	Inactive ingredient white petrolatum
63868-0363	Inactive ingredients corn starch, D&C yellow #10, FD&C yellow #6, hypromellose, methacrylic acid, microcrystalline cellulose, polydextrose, polyethylene glycol, shellac wax, silica, simethicone, sodium bicarbonate, sodium lauryl sulfate, talc, titanium dioxide, triacetin, triethyl citrate
63868-0364	Inactive ingredients benzyl alcohol, cetyl alcohol, cetyl palmitate, isopropyl myristate, polysorbate 60, purified water, sodium hydroxide, sorbitan monostearate, stearyl alcohol.
63868-0368	Inactive ingredients acesulfame potassium, alcohol, benzoic acid, citric acid, disodium EDTA,Fd&C blue #1, FD&C red #40, maltitol solution, natural & artificial flavor, propylene glycol, purified water, sodium citrate
63868-0369	Inactive ingredients acesulfame potassium, alcohol, benzoic acid, citric acid, disodium EDTA, FD&C red #40, maltitol solution, natural & artificial flavor, propylene glycol, purified water, sodium citrate
63868-0370	Inactive ingredients citric acid, D&C red #33, FD&C red #40, glycerin, natural & artificial flavor, poloxamer 407, purified water, sodium benzoate, sodium chloride, sodium citrate, sucrose
63868-0384	Inactive ingredients D&C yellow #10, edible white ink, FD&C blue #1, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol
63868-0386	Inactive ingredients butylated hydroxyanisole, butylated hydroxytoluene, edible white ink, FD&C red #40*, FD&C yellow #6, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol *may contain this ingredient
63868-0406	Inactive Ingredients Alcohol, Aloe Barbadensis Leaf Juice, Arginine, Butylparaben, Camphor, Cetearylisononanoate, Dipropylenglycole Dicaprylate-Dicaprate, Ethylparaben, Eucalyptus Globulus Leaf Oil, Hexyldecanole, Hexyl Decyl Laurate, Menthol, Methylparaben, Ozokerite, Phenoxyethanol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Poloxamer 407, Propylparaben, Tocopheryl Nicotinate (Vitamin E), Thymol, Zinc Chloride
63868-0453	INACTIVE INGREDIENTS Acacia, calcium carbonate, carnauba wax, confectioner’s sugar, corn starch, croscarmellose sodium, crospovidone, FD&C Blue no. 2 Aluminum Lake, FD&C Red no. 40 Aluminum Lake, FD&C Yellow no. 6 Aluminum Lake, gelatin, guar gum, hydrogenated vegetable oil, hydroxypropyl cellulose, iron oxide black, kaolin, polyethylene glycol, powdered cellulose, povidone, pregelatinized starch, propylene glycol, shellac, silicon dioxide, sodium benzoate, sucrose, talc, titanium dioxide, white wax
63868-0485	Inactive ingredients corn starch, crospovidone, hypromellose, microcrystalline cellulose, povidone, propylene glycol, sodium lauryl sulfate, sodium starch glycolate, stearic acid, titanium dioxide
