dea_schedule	description	labeler	nonproprietary_name	package_code	package_ndc	price_per_unit	product_code	product_ndc	proprietary_name	unit
	PROGRAF 0.5 MG CAPSULE	0469	Tacrolimus	73	0469-0607-73	2.30586	0607	0469-0607	Prograf	EA	
	PROGRAF 1 MG CAPSULE	0469	Tacrolimus	11	0469-0617-11	4.62389	0617	0469-0617	Prograf	EA	
	PROGRAF 1 MG CAPSULE	0469	Tacrolimus	73	0469-0617-73	4.62389	0617	0469-0617	Prograf	EA	
	PROLENSA 0.07% EYE DROPS	24208	Bromfenac Sodium	03	24208-0602-03	68.74758	0602	24208-0602	Prolensa	ML	
	PROLENSA 0.07% EYE DROPS	24208	Bromfenac Sodium	01	24208-0602-01	127.79115	0602	24208-0602	Prolensa	ML	
	PROLIA 60 MG/ML SYRINGE	55513	Denosumab	01	55513-0710-01	897.70618	0710	55513-0710	Prolia	ML	
	PROMETHAZINE 12.5 MG SUPPOS	40085	Promethazine Hydrochloride	12	40085-0218-12	10.43351	0218	40085-0218	Promethazine Hydrochloride	EA	
	PROMETHAZINE 12.5 MG SUPPOS	45802	Promethazine Hydrochloride	30	45802-0758-30	10.43351	0758	45802-0758	Promethazine Hydrochloride	EA	
	PROMETHAZINE 12.5 MG TABLET	0115	Promethazine Hydrochloride	01	0115-1040-01	0.10388	1040	0115-1040	Promethazine Hydrochloride	EA	
	PROMETHAZINE 12.5 MG TABLET	0603	Promethazine Hydrochloride	21	0603-5437-21	0.10388	5437	0603-5437	Promethazine Hydrochloride	EA	
	PROMETHAZINE 12.5 MG TABLET	10702	Promethazine Hydrochloride	01	10702-0002-01	0.10388	0002	10702-0002	Promethazine Hydrochloride	EA	
	PROMETHAZINE 12.5 MG TABLET	57664	Promethazine Hydrochloride	88	57664-0107-88	0.10388	0107	57664-0107	Promethazine Hydrochloride	EA	
	PROMETHAZINE 12.5 MG TABLET	65162	Promethazine Hydrochloride	10	65162-0745-10	0.10388	0745	65162-0745	Promethazine Hydrochloride	EA	
	PROMETHAZINE 12.5 MG TABLET	68001	Promethazine Hydrochloride	00	68001-0161-00	0.10388	0161	68001-0161	Promethazine Hydrochloride	EA	
	PROMETHAZINE 12.5 MG TABLET	68084	Promethazine Hydrochloride	01	68084-0154-01	0.10388	0154	68084-0154	Promethazine Hydrochloride	EA	
	PROMETHAZINE 12.5 MG TABLET	68084	Promethazine Hydrochloride	11	68084-0154-11	0.10388	0154	68084-0154	Promethazine Hydrochloride	EA	
	PROMETHAZINE 12.5 MG TABLET	68382	Promethazine Hydrochloride	01	68382-0040-01	0.10388	0040	68382-0040	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG SUPPOSITORY	40085	Promethazine Hydrochloride	12	40085-0219-12	8.78141	0219	40085-0219	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG SUPPOSITORY	45802	Promethazine Hydrochloride	30	45802-0759-30	8.78141	0759	45802-0759	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0115	Promethazine Hydrochloride	01	0115-1041-01	0.08290	1041	0115-1041	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0115	Promethazine Hydrochloride	03	0115-1041-03	0.08290	1041	0115-1041	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0591	Promethazine Hydrochloride	01	0591-5307-01	0.08290	5307	0591-5307	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0591	Promethazine Hydrochloride	10	0591-5307-10	0.08290	5307	0591-5307	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0603	Promethazine Hydrochloride	21	0603-5438-21	0.08290	5438	0603-5438	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0603	Promethazine Hydrochloride	30	0603-5438-30	0.08290	5438	0603-5438	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0603	Promethazine Hydrochloride	32	0603-5438-32	0.08290	5438	0603-5438	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0781	Promethazine Hydrochloride	01	0781-1830-01	0.08290	1830	0781-1830	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0781	Promethazine Hydrochloride	10	0781-1830-10	0.08290	1830	0781-1830	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0904	Promethazine Hydrochloride	61	0904-5840-61	0.08290	5840	0904-5840	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	0904	Promethazine Hydrochloride	61	0904-6461-61	0.08290	6461	0904-6461	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	10702	Promethazine Hydrochloride	01	10702-0003-01	0.08290	0003	10702-0003	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	10702	Promethazine Hydrochloride	10	10702-0003-10	0.08290	0003	10702-0003	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	51079	Promethazine Hydrochloride	01	51079-0895-01	0.08290	0895	51079-0895	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	51079	Promethazine Hydrochloride	20	51079-0895-20	0.08290	0895	51079-0895	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	57664	Promethazine Hydrochloride	18	57664-0108-18	0.08290	0108	57664-0108	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	57664	Promethazine Hydrochloride	88	57664-0108-88	0.08290	0108	57664-0108	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	63739	Promethazine Hydrochloride	10	63739-0213-10	0.08290	0213	63739-0213	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	65162	Promethazine Hydrochloride	10	65162-0521-10	0.08290	0521	65162-0521	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	65162	Promethazine Hydrochloride	11	65162-0521-11	0.08290	0521	65162-0521	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	68001	Promethazine Hydrochloride	00	68001-0162-00	0.08290	0162	68001-0162	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	68001	Promethazine Hydrochloride	08	68001-0162-08	0.08290	0162	68001-0162	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	68084	Promethazine Hydrochloride	01	68084-0155-01	0.08290	0155	68084-0155	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	68084	Promethazine Hydrochloride	11	68084-0155-11	0.08290	0155	68084-0155	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	68382	Promethazine Hydrochloride	01	68382-0041-01	0.08290	0041	68382-0041	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG TABLET	68382	Promethazine Hydrochloride	10	68382-0041-10	0.08290	0041	68382-0041	Promethazine Hydrochloride	EA	
	PROMETHAZINE 25 MG/ML AMPUL	0641	Promethazine Hydrochloride	35	0641-0948-35	1.74013	0948	0641-0948	Promethazine Hydrochloride	ML	
	PROMETHAZINE 25 MG/ML AMPUL	0641	Promethazine Hydrochloride	35	0641-1495-35	1.74013	1495	0641-1495	Promethazine Hydrochloride	ML	
	PROMETHAZINE 25 MG/ML AMPUL	39822	Promethazine Hydrochloride	03	39822-5500-03	1.74013	5500	39822-5500	Promethazine Hydrochloride	ML	
	PROMETHAZINE 25 MG/ML VIAL	0641	Promethazine Hydrochloride	25	0641-0928-25	0.85022	0928	0641-0928	Promethazine Hydrochloride	ML	
	PROMETHAZINE 25 MG/ML VIAL	0641	Promethazine Hydrochloride	25	0641-0955-25	0.85022	0955	0641-0955	Promethazine Hydrochloride	ML	
	PROMETHAZINE 25 MG/ML VIAL	0641	Promethazine Hydrochloride	25	0641-6099-25	0.85022	6099	0641-6099	Promethazine Hydrochloride	ML	
	PROMETHAZINE 25 MG/ML VIAL	0703	Promethazine Hydrochloride	04	0703-2191-04	0.85022	2191	0703-2191	Promethazine Hydrochloride	ML	
	PROMETHAZINE 50 MG SUPPOSITORY	40085	Promethazine Hydrochloride	12	40085-0220-12	24.43083	0220	40085-0220	Promethazine Hydrochloride	EA	
	PROMETHAZINE 50 MG TABLET	0115	Promethazine Hydrochloride	01	0115-1042-01	0.11425	1042	0115-1042	Promethazine Hydrochloride	EA	
	PROMETHAZINE 50 MG TABLET	0591	Promethazine Hydrochloride	01	0591-5319-01	0.11425	5319	0591-5319	Promethazine Hydrochloride	EA	
	PROMETHAZINE 50 MG TABLET	0603	Promethazine Hydrochloride	21	0603-5439-21	0.11425	5439	0603-5439	Promethazine Hydrochloride	EA	
	PROMETHAZINE 50 MG TABLET	0781	Promethazine Hydrochloride	01	0781-1832-01	0.11425	1832	0781-1832	Promethazine Hydrochloride	EA	
	PROMETHAZINE 50 MG TABLET	10702	Promethazine Hydrochloride	01	10702-0004-01	0.11425	0004	10702-0004	Promethazine Hydrochloride	EA	
	PROMETHAZINE 50 MG TABLET	57664	Promethazine Hydrochloride	88	57664-0109-88	0.11425	0109	57664-0109	Promethazine Hydrochloride	EA	
	PROMETHAZINE 50 MG TABLET	65162	Promethazine Hydrochloride	10	65162-0522-10	0.11425	0522	65162-0522	Promethazine Hydrochloride	EA	
	PROMETHAZINE 50 MG TABLET	68001	Promethazine Hydrochloride	00	68001-0163-00	0.11425	0163	68001-0163	Promethazine Hydrochloride	EA	
	PROMETHAZINE 50 MG TABLET	68382	Promethazine Hydrochloride	01	68382-0042-01	0.11425	0042	68382-0042	Promethazine Hydrochloride	EA	
	PROMETHAZINE 50 MG/ML AMPUL	0641	Promethazine Hydrochloride	35	0641-0949-35	2.70260	0949	0641-0949	Promethazine Hydrochloride	ML	
	PROMETHAZINE 50 MG/ML AMPUL	0641	Promethazine Hydrochloride	35	0641-1496-35	2.70260	1496	0641-1496	Promethazine Hydrochloride	ML	
	PROMETHAZINE 50 MG/ML AMPUL	39822	Promethazine Hydrochloride	06	39822-5500-06	2.70260	5500	39822-5500	Promethazine Hydrochloride	ML	
	PROMETHAZINE 6.25 MG/5 ML SYRP	0603	Promethazine Hydrochloride	58	0603-1584-58	0.01286	1584	0603-1584	Promethazine Hydrochloride	ML	
	PROMETHAZINE 6.25 MG/5 ML SYRP	50383	Promethazine Hydrochloride	16	50383-0801-16	0.01286	0801	50383-0801	Promethazine Hydrochloride	ML	
	PROMETHAZINE 6.25 MG/5 ML SYRP	57664	Promethazine Hydrochloride	34	57664-0146-34	0.01286	0146	57664-0146	Promethazine Hydrochloride	ML	
	PROMETHAZINE 6.25 MG/5 ML SYRP	60432	Promethazine Hydrochloride	16	60432-0608-16	0.01286	0608	60432-0608	Promethazine Hydrochloride	ML	
	PROMETHAZINE 6.25 MG/5 ML SYRP	0603	Promethazine Hydrochloride	54	0603-1584-54	0.02217	1584	0603-1584	Promethazine Hydrochloride	ML	
	PROMETHAZINE 6.25 MG/5 ML SYRP	57664	Promethazine Hydrochloride	31	57664-0146-31	0.02217	0146	57664-0146	Promethazine Hydrochloride	ML	
	PROMETHAZINE 6.25 MG/5 ML SYRP	60432	Promethazine Hydrochloride	04	60432-0608-04	0.02217	0608	60432-0608	Promethazine Hydrochloride	ML	
	PROMETHAZINE VC SYRUP	0603	Promethazinehydrochloride and Phenylephrine Hydrochloride	58	0603-1587-58	0.24669	1587	0603-1587	Promethazine Vc	ML	
CV	PROMETHAZINE VC-CODEINE SYRUP	0603	Codeine Phosphate, Promethazine Hydrochloride, and Phenylephrine Hydrochloride	58	0603-1588-58	0.34411	1588	0603-1588	Promethazine Vc With Codeine	ML	
CV	PROMETHAZINE VC-CODEINE SYRUP	0603	Codeine Phosphate, Promethazine Hydrochloride, and Phenylephrine Hydrochloride	54	0603-1588-54	0.41032	1588	0603-1588	Promethazine Vc With Codeine	ML	
CV	PROMETHAZINE-CODEINE SYRUP	0472	Promethazine Hydrochloride and Codeine Phosphate	16	0472-1627-16	0.01798	1627	0472-1627	Prometh With Codeine	ML	
CV	PROMETHAZINE-CODEINE SYRUP	0603	Promethazine Hydrochloride and Codeine Phosphate	58	0603-1585-58	0.01798	1585	0603-1585	Promethazine With Codeine	ML	
CV	PROMETHAZINE-CODEINE SYRUP	50383	Promethazine Hydrochloride and Codeine Phosphate	16	50383-0804-16	0.01798	0804	50383-0804	Promethazine Hydrochloride and Codeine Phosphate	ML	
CV	PROMETHAZINE-CODEINE SYRUP	57664	Promethazine Hydrochloride and Codeine Phosphate	34	57664-0185-34	0.01798	0185	57664-0185	Promethazine Hydrochloride and Codeine Phosphate	ML	
CV	PROMETHAZINE-CODEINE SYRUP	60432	Promethazine Hydrochloride and Codeine Phosphate	16	60432-0606-16	0.01798	0606	60432-0606	Promethazine With Codeine Cough	ML	
CV	PROMETHAZINE-CODEINE SYRUP	0603	Promethazine Hydrochloride and Codeine Phosphate	54	0603-1585-54	0.02750	1585	0603-1585	Promethazine With Codeine	ML	
CV	PROMETHAZINE-CODEINE SYRUP	57664	Promethazine Hydrochloride and Codeine Phosphate	31	57664-0185-31	0.02750	0185	57664-0185	Promethazine Hydrochloride and Codeine Phosphate	ML	
	PROMETHAZINE-DM SYRUP	0603	Dextromethorphan Hydrobromide and Promethazine Hydrochloride	58	0603-1586-58	0.01127	1586	0603-1586	Promethazine Dm	ML	
	PROMETHAZINE-DM SYRUP	50383	Promethazine Hydrochloride and Dextromethorphan Hydrobromide	16	50383-0803-16	0.01127	0803	50383-0803	Promethazine Hydrochloride and Dextromethorphan Hydrobromide	ML	
	PROMETHAZINE-DM SYRUP	60432	Dextromethorphan Hydrobromide and Promethazine Hydrochloride	16	60432-0604-16	0.01127	0604	60432-0604	Dextromethorphan Hydrobromide and Promethazine Hydrochloride	ML	
	PROMETHAZINE-DM SYRUP	0603	Dextromethorphan Hydrobromide and Promethazine Hydrochloride	54	0603-1586-54	0.01668	1586	0603-1586	Promethazine Dm	ML	
	PROMETHAZINE-DM SYRUP	60432	Dextromethorphan Hydrobromide and Promethazine Hydrochloride	04	60432-0604-04	0.01668	0604	60432-0604	Dextromethorphan Hydrobromide and Promethazine Hydrochloride	ML	
	PROMETHEGAN 12.5 MG SUPPOS	0713	Promethazine Hydrochloride	12	0713-0536-12	10.43351	0536	0713-0536	Promethegan	EA	
	PROMETHEGAN 25 MG SUPP	0713	Promethazine Hydrochloride	10	0713-0526-10	8.78141	0526	0713-0526	Promethegan	EA	
	PROMETHEGAN 25 MG SUPP	0713	Promethazine Hydrochloride	12	0713-0526-12	8.78141	0526	0713-0526	Promethegan	EA	
	PROMETHEGAN 50 MG SUPPOSITORY	0713	Promethazine Hydrochloride	12	0713-0132-12	24.43083	0132	0713-0132	Promethegan	EA	
	PROMETRIUM 100 MG CAPSULE	0032	Progesterone	01	0032-1708-01	2.82264	1708	0032-1708	Prometrium	EA	
	PROMETRIUM 200 MG CAPSULE	0032	Progesterone	01	0032-1711-01	5.45292	1711	0032-1711	Prometrium	EA	
	PROPAFENONE HCL 150 MG TABLET	0591	Propafenone Hydrochloride	01	0591-0582-01	0.19512	0582	0591-0582	Propafenone Hcl	EA	
	PROPAFENONE HCL 150 MG TABLET	0603	Propafenone Hydrochloride	21	0603-5448-21	0.19512	5448	0603-5448	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 150 MG TABLET	0603	Propafenone Hydrochloride	25	0603-5448-25	0.19512	5448	0603-5448	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 150 MG TABLET	51079	Propafenone Hydrochloride	01	51079-0996-01	0.19512	0996	51079-0996	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 150 MG TABLET	51079	Propafenone Hydrochloride	20	51079-0996-20	0.19512	0996	51079-0996	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 150 MG TABLET	53489	Propafenone Hydrochloride	01	53489-0551-01	0.19512	0551	53489-0551	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 150 MG TABLET	62559	Propafenone Hydrochloride	01	62559-0230-01	0.19512	0230	62559-0230	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 150 MG TABLET	63739	Propafenone Hydrochloride	10	63739-0509-10	0.19512	0509	63739-0509	Propafenone Hcl	EA	
	PROPAFENONE HCL 150 MG TABLET	68084	Propafenone Hydrochloride	01	68084-0361-01	0.19512	0361	68084-0361	Propafenone Hcl	EA	
	PROPAFENONE HCL 150 MG TABLET	68084	Propafenone Hydrochloride	11	68084-0361-11	0.19512	0361	68084-0361	Propafenone Hcl	EA	
	PROPAFENONE HCL 225 MG TAB	0591	Propafenone Hydrochloride	01	0591-0583-01	0.25456	0583	0591-0583	Propafenone Hcl	EA	
	PROPAFENONE HCL 225 MG TAB	0603	Propafenone Hydrochloride	21	0603-5449-21	0.25456	5449	0603-5449	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 225 MG TAB	0603	Propafenone Hydrochloride	25	0603-5449-25	0.25456	5449	0603-5449	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 225 MG TAB	53489	Propafenone Hydrochloride	01	53489-0552-01	0.25456	0552	53489-0552	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 225 MG TAB	62559	Propafenone Hydrochloride	01	62559-0231-01	0.25456	0231	62559-0231	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 300 MG TAB	0603	Propafenone Hydrochloride	21	0603-5450-21	0.91124	5450	0603-5450	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 300 MG TAB	53489	Propafenone Hydrochloride	01	53489-0553-01	0.91124	0553	53489-0553	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL 300 MG TAB	62559	Propafenone Hydrochloride	01	62559-0232-01	0.91124	0232	62559-0232	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 225 MG CAP	49884	Propafenone Hydrochloride	02	49884-0099-02	5.77764	0099	49884-0099	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 225 MG CAP	49884	Propafenone Hydrochloride	05	49884-0099-05	5.77764	0099	49884-0099	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 225 MG CAP	49884	Propafenone Hydrochloride	09	49884-0099-09	5.77764	0099	49884-0099	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 225 MG CAP	49884	Propafenone Hydrochloride	05	49884-0113-05	5.77764	0113	49884-0113	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 225 MG CAP	66993	Propafenone Hydrochloride	60	66993-0114-60	5.77764	0114	66993-0114	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 225 MG CAP	68084	Propafenone Hydrochloride	32	68084-0858-32	5.77764	0858	68084-0858	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 325 MG CAP	49884	Propafenone Hydrochloride	02	49884-0210-02	7.27904	0210	49884-0210	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 325 MG CAP	49884	Propafenone Hydrochloride	05	49884-0210-05	7.27904	0210	49884-0210	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 325 MG CAP	49884	Propafenone Hydrochloride	09	49884-0210-09	7.27904	0210	49884-0210	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 325 MG CAP	66993	Propafenone Hydrochloride	60	66993-0115-60	7.27904	0115	66993-0115	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 425 MG CAP	49884	Propafenone Hydrochloride	02	49884-0211-02	7.46320	0211	49884-0211	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 425 MG CAP	49884	Propafenone Hydrochloride	05	49884-0211-05	7.46320	0211	49884-0211	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 425 MG CAP	49884	Propafenone Hydrochloride	09	49884-0211-09	7.46320	0211	49884-0211	Propafenone Hydrochloride	EA	
	PROPAFENONE HCL ER 425 MG CAP	66993	Propafenone Hydrochloride	60	66993-0116-60	7.46320	0116	66993-0116	Propafenone Hydrochloride	EA	
	PROPANTHELINE 15 MG TABLET	0054	Propantheline Bromide	25	0054-4721-25	0.47958	4721	0054-4721	Propantheline Bromide	EA	
	PROPARACAINE 0.5% EYE DROPS	17478	Proparacaine Hydrochloride	12	17478-0263-12	2.24362	0263	17478-0263	Proparacaine Hydrochloride	ML	
	PROPARACAINE 0.5% EYE DROPS	24208	Proparacaine Hydrochloride	06	24208-0730-06	2.24362	0730	24208-0730	Proparacaine Hydrochloride	ML	
	PROPARACAINE 0.5% EYE DROPS	61314	Proparacaine Hydrochloride	01	61314-0016-01	2.24362	0016	61314-0016	Proparacaine Hydrochloride	ML	
	PROPECIA 1 MG TABLET	0006	Finasteride	31	0006-0071-31	2.78231	0071	0006-0071	Propecia	EA	
	PROPECIA 1 MG TABLET	0006	Finasteride	54	0006-0071-54	2.78231	0071	0006-0071	Propecia	EA	
	PROPRANOLOL 10 MG TABLET	0378	Propranolol Hydrochloride	01	0378-0182-01	0.18024	0182	0378-0182	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	0378	Propranolol Hydrochloride	10	0378-0182-10	0.18024	0182	0378-0182	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	0591	Propranolol Hydrochloride	01	0591-5554-01	0.18024	5554	0591-5554	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	0591	Propranolol Hydrochloride	10	0591-5554-10	0.18024	5554	0591-5554	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	0603	Propranolol Hydrochloride	21	0603-5482-21	0.18024	5482	0603-5482	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	0603	Propranolol Hydrochloride	32	0603-5482-32	0.18024	5482	0603-5482	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	0904		61	0904-0411-61	0.18024	0411	0904-0411		EA	
	PROPRANOLOL 10 MG TABLET	16714	Propranolol Hydrochloride	04	16714-0021-04	0.18024	0021	16714-0021	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	16714	Propranolol Hydrochloride	06	16714-0021-06	0.18024	0021	16714-0021	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	16714	Propranolol Hydrochloride	10	16714-0021-10	0.18024	0021	16714-0021	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	16714	Propranolol Hydrochloride	12	16714-0021-12	0.18024	0021	16714-0021	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	23155	Propranolol Hydrochloride	01	23155-0110-01	0.18024	0110	23155-0110	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	23155	Propranolol Hydrochloride	10	23155-0110-10	0.18024	0110	23155-0110	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	50111	Propranolol Hydrochloride	01	50111-0467-01	0.18024	0467	50111-0467	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	50111	Propranolol Hydrochloride	03	50111-0467-03	0.18024	0467	50111-0467	Propranolol Hydrochloride	EA	
	PROPRANOLOL 10 MG TABLET	51079		01	51079-0277-01	0.18024	0277	51079-0277		EA	
	PROPRANOLOL 10 MG TABLET	51079		20	51079-0277-20	0.18024	0277	51079-0277		EA	
	PROPRANOLOL 20 MG TABLET	0378	Propranolol Hydrochloride	01	0378-0183-01	0.23468	0183	0378-0183	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	0378	Propranolol Hydrochloride	10	0378-0183-10	0.23468	0183	0378-0183	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	0591	Propranolol Hydrochloride	01	0591-5555-01	0.23468	5555	0591-5555	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	0591	Propranolol Hydrochloride	10	0591-5555-10	0.23468	5555	0591-5555	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	0603	Propranolol Hydrochloride	02	0603-5483-02	0.23468	5483	0603-5483	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	0603	Propranolol Hydrochloride	21	0603-5483-21	0.23468	5483	0603-5483	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	0603	Propranolol Hydrochloride	32	0603-5483-32	0.23468	5483	0603-5483	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	16714	Propranolol Hydrochloride	04	16714-0022-04	0.23468	0022	16714-0022	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	16714	Propranolol Hydrochloride	06	16714-0022-06	0.23468	0022	16714-0022	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	16714	Propranolol Hydrochloride	10	16714-0022-10	0.23468	0022	16714-0022	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	16714	Propranolol Hydrochloride	12	16714-0022-12	0.23468	0022	16714-0022	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	23155	Propranolol Hydrochloride	01	23155-0111-01	0.23468	0111	23155-0111	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	23155	Propranolol Hydrochloride	10	23155-0111-10	0.23468	0111	23155-0111	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	50111	Propranolol Hydrochloride	01	50111-0468-01	0.23468	0468	50111-0468	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	50111	Propranolol Hydrochloride	03	50111-0468-03	0.23468	0468	50111-0468	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	51079	Propranolol Hydrochloride	01	51079-0278-01	0.23468	0278	51079-0278	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG TABLET	51079	Propranolol Hydrochloride	20	51079-0278-20	0.23468	0278	51079-0278	Propranolol Hydrochloride	EA	
	PROPRANOLOL 20 MG/5 ML SOLN	0054	Propranolol Hydrochloride	63	0054-3727-63	0.08605	3727	0054-3727	Propranolol Hydrochloride	ML	
	PROPRANOLOL 40 MG TABLET	0378	Propranolol Hydrochloride	01	0378-0184-01	0.33870	0184	0378-0184	Propranolol Hydrochloride	EA	
	PROPRANOLOL 40 MG TABLET	0378	Propranolol Hydrochloride	10	0378-0184-10	0.33870	0184	0378-0184	Propranolol Hydrochloride	EA	
	PROPRANOLOL 40 MG TABLET	0591	Propranolol Hydrochloride	01	0591-5556-01	0.33870	5556	0591-5556	Propranolol Hydrochloride	EA	
	PROPRANOLOL 40 MG TABLET	0591	Propranolol Hydrochloride	10	0591-5556-10	0.33870	5556	0591-5556	Propranolol Hydrochloride	EA	
	PROPRANOLOL 40 MG TABLET	0603	Propranolol Hydrochloride	21	0603-5484-21	0.33870	5484	0603-5484	Propranolol Hydrochloride	EA	
	PROPRANOLOL 40 MG TABLET	0603	Propranolol Hydrochloride	32	0603-5484-32	0.33870	5484	0603-5484	Propranolol Hydrochloride	EA	
	PROPRANOLOL 40 MG TABLET	16714	Propranolol Hydrochloride	04	16714-0023-04	0.33870	0023	16714-0023	Propranolol Hydrochloride	EA	
	PROPRANOLOL 40 MG TABLET	16714	Propranolol Hydrochloride	06	16714-0023-06	0.33870	0023	16714-0023	Propranolol Hydrochloride	EA	
	PROPRANOLOL 40 MG TABLET	16714	Propranolol Hydrochloride	10	16714-0023-10	0.33870	0023	16714-0023	Propranolol Hydrochloride	EA	
	PROPRANOLOL 40 MG TABLET	16714	Propranolol Hydrochloride	12	16714-0023-12	0.33870	0023	16714-0023	Propranolol Hydrochloride	EA	
	PROPRANOLOL 40 MG TABLET	23155	Propranolol Hydrochloride	01	23155-0112-01	0.33870	0112	23155-0112	Propranolol Hydrochloride	EA	
