product_ndc	class_name
59762-1001	Mtor Inhibitor Immunosuppressant
59762-1002	Mtor Inhibitor Immunosuppressant
59762-1003	Mtor Inhibitor Immunosuppressant
59762-1005	Ergot Derivative
59762-1061	Anticholinergic
59762-1061	Cholinergic Muscarinic Antagonist
59762-1258	Beta-adrenergic Blocker
59762-1261	Beta-adrenergic Blocker
59762-1300	Beta-adrenergic Blocker
59762-1301	Beta-adrenergic Blocker
59762-1302	Beta-adrenergic Blocker
59762-1350	Rifamycin Antimycobacterial
59762-1520	Dihydropyridine Calcium Channel Blocker
59762-1530	Dihydropyridine Calcium Channel Blocker
59762-1540	Dihydropyridine Calcium Channel Blocker
59762-1700	Loop Diuretic
59762-1701	Loop Diuretic
59762-1702	Loop Diuretic
59762-1703	Loop Diuretic
59762-1710	Aldosterone Antagonist
59762-1720	Aldosterone Antagonist
59762-1735	Thiazide Diuretic
59762-1808	Serotonin Reuptake Inhibitor
59762-1810	Serotonin Reuptake Inhibitor
59762-1812	Serotonin Reuptake Inhibitor
59762-1815	Serotonin Reuptake Inhibitor
59762-1850	Serotonin-1b and Serotonin-1d Receptor Agonist
59762-1851	Serotonin-1b and Serotonin-1d Receptor Agonist
59762-1852	Serotonin-1b and Serotonin-1d Receptor Agonist
59762-2001	Atypical Antipsychotic
59762-2002	Atypical Antipsychotic
59762-2003	Atypical Antipsychotic
59762-2004	Atypical Antipsychotic
59762-2310	Alpha-adrenergic Blocker
59762-2320	Alpha-adrenergic Blocker
59762-2330	Sulfonylurea
59762-2331	Sulfonylurea
59762-2332	Sulfonylurea
59762-2340	Alpha-adrenergic Blocker
59762-2380	Alpha-adrenergic Blocker
59762-2700	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
59762-2701	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
59762-2703	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
59762-2858	Aromatase Inhibitor
59762-3051	Macrolide Antimicrobial
59762-3060	Macrolide Antimicrobial
59762-3070	Macrolide Antimicrobial
59762-3080	Macrolide Antimicrobial
59762-3110	Macrolide Antimicrobial
59762-3120	Macrolide Antimicrobial
59762-3130	Macrolide Antimicrobial
59762-3140	Macrolide Antimicrobial
59762-3304	Nitrate Vasodilator
59762-3328	Lincosamide Antibacterial
59762-3717	Benzodiazepine
59762-3718	Benzodiazepine
59762-3719	Benzodiazepine
59762-3720	Benzodiazepine
59762-3721	Benzodiazepine
59762-3722	Benzodiazepine
59762-3728	Lincosamide Antibacterial
59762-3740	Progestin
59762-3741	Progestin
59762-3742	Progestin
59762-3743	Lincosamide Antibacterial
59762-3744	Lincosamide Antibacterial
59762-4320	Biguanide
59762-4321	Biguanide
59762-4322	Biguanide
59762-4440	Corticosteroid
59762-4537	Progestin
59762-4538	Progestin
59762-4900	Serotonin Reuptake Inhibitor
59762-4910	Serotonin Reuptake Inhibitor
59762-4921	Nitrate Vasodilator
59762-4940	Serotonin Reuptake Inhibitor
59762-4960	Serotonin Reuptake Inhibitor
59762-5000	Aminosalicylate
59762-5007	Prostaglandin E1 Analog
59762-5008	Prostaglandin E1 Analog
59762-5010	Lincosamide Antibacterial
59762-5011	Aldosterone Antagonist
59762-5012	Aldosterone Antagonist
59762-5013	Aldosterone Antagonist
59762-5014	Thiazide Diuretic
59762-5015	Azole Antifungal
59762-5016	Azole Antifungal
59762-5017	Azole Antifungal
59762-5018	Azole Antifungal
59762-5019	Angiotensin Converting Enzyme Inhibitor
59762-5020	Angiotensin Converting Enzyme Inhibitor
59762-5021	Angiotensin Converting Enzyme Inhibitor
59762-5022	Angiotensin Converting Enzyme Inhibitor
59762-5029	Azole Antifungal
59762-5030	Azole Antifungal
59762-5091	Anthracycline Topoisomerase Inhibitor
59762-5093	Anthracycline Topoisomerase Inhibitor
59762-5250	Angiotensin Converting Enzyme Inhibitor
59762-5251	Angiotensin Converting Enzyme Inhibitor
59762-6002	Nonsteroidal Anti-inflammatory Drug
59762-8398	Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor
59762-8398	Herpes Zoster Virus Nucleoside Analog Dna Polymerase Inhibitor
59762-8398	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
59762-8399	Herpes Zoster Virus Nucleoside Analog Dna Polymerase Inhibitor
59762-8399	Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor
59762-8399	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
60258-0162	Phosphate Binder
60258-0162	Calcium
60258-0189	Vitamin B12
60258-0201	Alpha-adrenergic Agonist
60258-0520	Histamine-1 Receptor Antagonist
60258-0521	Histamine-1 Receptor Antagonist
60258-0525	Histamine-1 Receptor Antagonist
60258-0526	Histamine-1 Receptor Antagonist
60258-0858	Adrenergic Receptor Agonist
60258-0858	Histamine-1 Receptor Inhibitor
60258-0860	Histamine-1 Receptor Antagonist
60258-0865	Anti-epileptic Agent
60258-0866	Aromatase Inhibitor
60258-0870	Histamine-1 Receptor Antagonist
60258-0876	Histamine-1 Receptor Antagonist
60258-0890	Nonsteroidal Anti-inflammatory Drug
60432-0007	Histamine-2 Receptor Antagonist
60432-0037	Osmotic Laxative
60432-0038	Osmotic Laxative
60432-0092	Cholinergic Muscarinic Antagonist
60432-0093	Influenza A M2 Protein Inhibitor
60432-0126	Progestin
60432-0129	Anti-epileptic Agent
60432-0129	Mood Stabilizer
60432-0131	Anti-epileptic Agent
60432-0133	Corticosteroid
60432-0140	Calcineurin Inhibitor Immunosuppressant
60432-0150	Antihistamine
60432-0212	Corticosteroid
60432-0264	Corticosteroid
60432-0275	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
60432-0275	Sigma-1 Agonist
60432-0455	Cholinergic Muscarinic Agonist
60432-0464	Amide Local Anesthetic
60432-0464	Antiarrhythmic
60432-0466	Corticosteroid
60432-0537	Polyene Antifungal
60432-0539	Histamine-1 Receptor Antagonist
60432-0560	Corticosteroid
60432-0561	Corticosteroid
60432-0604	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
60432-0604	Sigma-1 Agonist
60432-0606	Phenothiazine
60432-0608	Phenothiazine
60432-0613	Loop Diuretic
60432-0621	Anti-epileptic Agent
60432-0621	Mood Stabilizer
60432-0622	Dopamine-2 Receptor Antagonist
60432-0651	Tricyclic Antidepressant
60432-0671	Macrolide Antimicrobial
60432-0671	Macrolide
60432-0831	Anti-epileptic Agent
60432-0837	Sigma-1 Agonist
60432-0837	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
60505-0007	Calcium Channel Blocker
60505-0008	Calcium Channel Blocker
60505-0009	Calcium Channel Blocker
60505-0010	Calcium Channel Blocker
60505-0014	Calcium Channel Blocker
60505-0015	Calcium Channel Blocker
60505-0016	Calcium Channel Blocker
60505-0027	Platelet Aggregation Inhibitor
60505-0033	Blood Viscosity Reducer
60505-0034	Peroxisome Proliferator Receptor Alpha Agonist
60505-0039	Nonsteroidal Anti-inflammatory Drug
60505-0040	Nonsteroidal Anti-inflammatory Drug
60505-0041	Nonsteroidal Anti-inflammatory Drug
60505-0042	Herpes Zoster Virus Nucleoside Analog Dna Polymerase Inhibitor
60505-0042	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
60505-0042	Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor
60505-0055	Monoamine Oxidase Type B Inhibitor
60505-0055	Monoamine Oxidase Inhibitor
60505-0065	Proton Pump Inhibitor
60505-0080	Antiarrhythmic
60505-0081	Antiarrhythmic
60505-0082	Antiarrhythmic
60505-0083	Serotonin Reuptake Inhibitor
60505-0084	Serotonin Reuptake Inhibitor
60505-0093	Alpha-adrenergic Blocker
60505-0094	Alpha-adrenergic Blocker
60505-0095	Alpha-adrenergic Blocker
60505-0096	Alpha-adrenergic Blocker
60505-0097	Serotonin Reuptake Inhibitor
60505-0101	Serotonin Reuptake Inhibitor
60505-0102	Nonsteroidal Anti-inflammatory Drug
60505-0112	Anti-epileptic Agent
60505-0113	Anti-epileptic Agent
60505-0114	Anti-epileptic Agent
60505-0115	Alpha-adrenergic Blocker
60505-0116	Alpha-adrenergic Blocker
60505-0117	Alpha-adrenergic Blocker
60505-0118	Alpha-adrenergic Blocker
60505-0128	Aromatic Amino Acid Decarboxylation Inhibitor
60505-0129	Aromatic Amino Acid Decarboxylation Inhibitor
60505-0130	Aromatic Amino Acid Decarboxylation Inhibitor
60505-0131	Aromatic Amino Acid Decarboxylation Inhibitor
60505-0132	Aromatic Amino Acid Decarboxylation Inhibitor
60505-0133	Calcineurin Inhibitor Immunosuppressant
60505-0134	Calcineurin Inhibitor Immunosuppressant
60505-0141	Sulfonylurea
60505-0142	Sulfonylurea
60505-0145	Proton Pump Inhibitor
60505-0146	Proton Pump Inhibitor
60505-0157	Aminoketone
60505-0158	Aminoketone
60505-0159	Antiarrhythmic
60505-0164	Serotonin Reuptake Inhibitor
60505-0165	Serotonin Reuptake Inhibitor
60505-0166	Serotonin Reuptake Inhibitor
60505-0168	Hmg-coa Reductase Inhibitor
60505-0169	Hmg-coa Reductase Inhibitor
60505-0170	Hmg-coa Reductase Inhibitor
60505-0171	Opioid Agonist
60505-0176	Nonsteroidal Anti-inflammatory Drug
60505-0180	Serotonin Reuptake Inhibitor
60505-0181	Serotonin Reuptake Inhibitor
60505-0182	Serotonin Reuptake Inhibitor
60505-0183	Mood Stabilizer
60505-0183	Anti-epileptic Agent
60505-0190	Biguanide
60505-0191	Biguanide
60505-0192	Biguanide
60505-0193	Dihydropyridine Calcium Channel Blocker
60505-0194	Dihydropyridine Calcium Channel Blocker
60505-0195	Dihydropyridine Calcium Channel Blocker
60505-0210	Calcium Channel Blocker
60505-0211	Calcium Channel Blocker
60505-0212	Calcium Channel Blocker
60505-0213	Calcium Channel Blocker
60505-0214	Calcium Channel Blocker
60505-0222	Antiarrhythmic
60505-0223	Antiarrhythmic
60505-0224	Antiarrhythmic
60505-0232	Loop Diuretic
60505-0233	Loop Diuretic
60505-0234	Loop Diuretic
60505-0235	Loop Diuretic
60505-0251	Central Alpha-2 Adrenergic Agonist
60505-0252	Central Alpha-2 Adrenergic Agonist
60505-0253	P2y12 Platelet Inhibitor
60505-0257	Factor Viii Activator
60505-0257	Vasopressin Analog
60505-0258	Vasopressin Analog
60505-0258	Factor Viii Activator
60505-0260	Biguanide
60505-0271	Angiotensin Converting Enzyme Inhibitor
60505-0272	Angiotensin Converting Enzyme Inhibitor
60505-0363	Quinolone Antimicrobial
60505-0380	Atypical Antipsychotic
60505-0381	Serotonin-3 Receptor Antagonist
60505-0399	Nonsteroidal Anti-inflammatory Drug
60505-0402	Serotonin Reuptake Inhibitor
60505-0560	Quinolone Antimicrobial
60505-0562	Osmotic Laxative
60505-0565	Prostaglandin Analog
60505-0570	Nonsteroidal Anti-inflammatory Drug
60505-0578	Histamine-1 Receptor Antagonist
60505-0584	Adrenergic Receptor Agonist
60505-0584	Histamine-1 Receptor Inhibitor
60505-0595	Nonsteroidal Anti-inflammatory Drug
60505-0596	Nonsteroidal Anti-inflammatory Drug
60505-0678	Cephalosporin Antibacterial
60505-0679	Cephalosporin Antibacterial
60505-0681	Cephalosporin Antibacterial
60505-0686	Beta Lactamase Inhibitor
60505-0687	Beta Lactamase Inhibitor
60505-0688	Beta Lactamase Inhibitor
60505-0748	Cephalosporin Antibacterial
60505-0749	Cephalosporin Antibacterial
60505-0750	Cephalosporin Antibacterial
60505-0751	Cephalosporin Antibacterial
60505-0752	Cephalosporin Antibacterial
60505-0753	Cephalosporin Antibacterial
60505-0759	Cephalosporin Antibacterial
60505-0760	Cephalosporin Antibacterial
60505-0761	Cephalosporin Antibacterial
60505-0769	Cephalosporin Antibacterial
60505-0773	Beta Lactamase Inhibitor
60505-0813	Opioid Agonist/antagonist
60505-0815	Factor Viii Activator
60505-0815	Vasopressin Analog
60505-0820	Corticosteroid
60505-0821	Corticosteroid
60505-0823	Calcitonin
60505-0829	Corticosteroid
60505-0833	Histamine-1 Receptor Antagonist
60505-0834	Cephalosporin Antibacterial
60505-0839	Corticosteroid
60505-0847	Corticosteroid
60505-0848	Histamine-1 Receptor Antagonist
60505-1003	Nonsteroidal Anti-inflammatory Drug
60505-1201	Cephalosporin Antibacterial
60505-1202	Cephalosporin Antibacterial
60505-1308	Quinolone Antimicrobial
60505-1309	Quinolone Antimicrobial
60505-1310	Quinolone Antimicrobial
60505-1320	Alpha-adrenergic Agonist
60505-1321	Alpha-adrenergic Agonist
60505-1323	Hmg-coa Reductase Inhibitor
60505-1325	Alpha-adrenergic Agonist
60505-1329	Biguanide
60505-2502	Antirheumatic Agent
60505-2503	Antirheumatic Agent
60505-2510	Angiotensin Converting Enzyme Inhibitor
60505-2511	Angiotensin Converting Enzyme Inhibitor
60505-2512	Angiotensin Converting Enzyme Inhibitor
60505-2526	Sympathomimetic-like Agent
60505-2527	Sympathomimetic-like Agent
60505-2528	Atypical Antipsychotic
60505-2529	Atypical Antipsychotic
60505-2530	Atypical Antipsychotic
60505-2531	Atypical Antipsychotic
60505-2532	Cephalosporin Antibacterial
60505-2533	Cephalosporin Antibacterial
60505-2534	Anti-epileptic Agent
60505-2535	Anti-epileptic Agent
60505-2536	Anti-epileptic Agent
60505-2542	Cholinesterase Inhibitor
60505-2543	Cholinesterase Inhibitor
60505-2544	Cholinesterase Inhibitor
60505-2545	Anti-epileptic Agent
60505-2546	Anti-epileptic Agent
60505-2547	Anti-epileptic Agent
60505-2551	Anti-epileptic Agent
60505-2552	Anti-epileptic Agent
60505-2553	Nonsteroidal Anti-inflammatory Drug
60505-2554	Nonsteroidal Anti-inflammatory Drug
60505-2575	Aminosalicylate
60505-2578	Calcium
60505-2578	Phosphate Binder
60505-2579	Phosphate Binder
60505-2579	Calcium
60505-2580	Calcium
60505-2580	Phosphate Binder
60505-2581	Macrolide Antimicrobial
60505-2582	Macrolide Antimicrobial
60505-2583	Macrolide Antimicrobial
60505-2597	Ergot Derivative
60505-2604	Gamma-aminobutyric Acid-ergic Agonist
60505-2605	Gamma-aminobutyric Acid-ergic Agonist
60505-2606	Alpha-adrenergic Blocker
60505-2606	Beta-adrenergic Blocker
60505-2607	Beta-adrenergic Blocker
60505-2607	Alpha-adrenergic Blocker
60505-2608	Beta-adrenergic Blocker
60505-2608	Alpha-adrenergic Blocker
60505-2609	Beta-adrenergic Blocker
60505-2609	Alpha-adrenergic Blocker
60505-2615	Macrolide Antimicrobial
60505-2616	Macrolide Antimicrobial
60505-2633	Histamine-1 Receptor Antagonist
60505-2634	Benzodiazepine
60505-2635	Benzodiazepine
60505-2636	Benzodiazepine
60505-2637	Benzodiazepine
60505-2638	Thiazide Diuretic
60505-2639	Thiazide Diuretic
60505-2640	Thiazide Diuretic
60505-2641	Thiazide Diuretic
60505-2642	Androgen Receptor Inhibitor
60505-2644	Opioid Agonist
60505-2648	Central Alpha-2 Adrenergic Agonist
60505-2649	Central Alpha-2 Adrenergic Agonist
60505-2650	Central Alpha-2 Adrenergic Agonist
60505-2651	Aldosterone Antagonist
60505-2652	Aldosterone Antagonist
60505-2653	Serotonin Reuptake Inhibitor
60505-2654	Serotonin Reuptake Inhibitor
60505-2655	Serotonin Reuptake Inhibitor
60505-2656	Thiazide Diuretic
60505-2657	Thiazide Diuretic
60505-2659	Serotonin Reuptake Inhibitor
60505-2660	Antiarrhythmic
60505-2661	Antiarrhythmic
60505-2662	Antiarrhythmic
60505-2663	Mood Stabilizer
60505-2663	Anti-epileptic Agent
60505-2664	Anti-epileptic Agent
60505-2664	Mood Stabilizer
60505-2665	Anti-epileptic Agent
60505-2665	Mood Stabilizer
60505-2671	Calcium
60505-2671	Phosphate Binder
60505-2680	Anti-epileptic Agent
60505-2680	Mood Stabilizer
60505-2740	Calcium Channel Blocker
60505-2741	Calcium Channel Blocker
60505-2742	Calcium Channel Blocker
60505-2760	Anti-epileptic Agent
60505-2761	Anti-epileptic Agent
60505-2762	Anti-epileptic Agent
60505-2763	Anti-epileptic Agent
60505-2780	Serotonin Reuptake Inhibitor
60505-2781	Serotonin Reuptake Inhibitor
60505-2782	Serotonin Reuptake Inhibitor
60505-2805	Anti-epileptic Agent
60505-2805	Mood Stabilizer
60505-2806	Mood Stabilizer
60505-2806	Anti-epileptic Agent
60505-2807	Mood Stabilizer
60505-2807	Anti-epileptic Agent
60505-2850	Alpha-adrenergic Blocker
60505-2865	Nonergot Dopamine Agonist
60505-2866	Nonergot Dopamine Agonist
60505-2867	Nonergot Dopamine Agonist
60505-2868	Nonergot Dopamine Agonist
60505-2869	Nonergot Dopamine Agonist
60505-2870	Nonergot Dopamine Agonist
60505-2871	Nonergot Dopamine Agonist
60505-2875	Angiotensin Converting Enzyme Inhibitor
60505-2876	Angiotensin Converting Enzyme Inhibitor
60505-2877	Angiotensin Converting Enzyme Inhibitor
60505-2878	Angiotensin Converting Enzyme Inhibitor
60505-2880	Histamine-2 Receptor Antagonist
60505-2881	Histamine-2 Receptor Antagonist
60505-2915	Angiotensin 2 Receptor Blocker
60505-2916	Angiotensin 2 Receptor Blocker
60505-2917	Angiotensin 2 Receptor Blocker
60505-2985	Aromatase Inhibitor
60505-2995	Serotonin and Norepinephrine Reuptake Inhibitor
60505-2996	Serotonin and Norepinephrine Reuptake Inhibitor
60505-2997	Serotonin and Norepinephrine Reuptake Inhibitor
60505-2998	Serotonin and Norepinephrine Reuptake Inhibitor
60505-3110	Atypical Antipsychotic
60505-3111	Atypical Antipsychotic
60505-3112	Atypical Antipsychotic
60505-3113	Atypical Antipsychotic
60505-3114	Atypical Antipsychotic
60505-3120	Peroxisome Proliferator Receptor Alpha Agonist
60505-3121	Peroxisome Proliferator Receptor Alpha Agonist
60505-3130	Atypical Antipsychotic
60505-3131	Atypical Antipsychotic
60505-3132	Atypical Antipsychotic
60505-3133	Atypical Antipsychotic
60505-3134	Atypical Antipsychotic
60505-3135	Atypical Antipsychotic
60505-3136	Atypical Antipsychotic
60505-3137	Atypical Antipsychotic
60505-3138	Atypical Antipsychotic
60505-3139	Atypical Antipsychotic
60505-3140	Atypical Antipsychotic
60505-3145	Cholinergic Receptor Agonist
60505-3160	Angiotensin 2 Receptor Blocker
60505-3161	Angiotensin 2 Receptor Blocker
60505-3162	Angiotensin 2 Receptor Blocker
60505-3220	Cholinesterase Inhibitor
60505-3221	Cholinesterase Inhibitor
60505-3222	Cholinesterase Inhibitor
60505-3223	Cholinesterase Inhibitor
60505-3245	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
60505-3246	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
60505-3247	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
60505-3250	Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor
60505-3250	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
60505-3251	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
60505-3251	Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor
60505-3252	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
60505-3252	Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor
60505-3255	Aromatase Inhibitor
60505-3275	Atypical Antipsychotic
60505-3276	Atypical Antipsychotic
60505-3277	Atypical Antipsychotic
60505-3278	Atypical Antipsychotic
60505-3280	Anti-epileptic Agent
60505-3285	Benzothiazole
60505-3404	Phosphodiesterase 5 Inhibitor
60505-3409	Angiotensin Converting Enzyme Inhibitor
60505-3410	Angiotensin Converting Enzyme Inhibitor
60505-3411	Angiotensin Converting Enzyme Inhibitor
60505-3438	Monoamine Oxidase Inhibitor
60505-3438	Monoamine Oxidase Type B Inhibitor
60505-3454	Cholinergic Muscarinic Antagonist
60505-3517	Anti-epileptic Agent
60505-3527	Cholinergic Muscarinic Antagonist
60505-3528	Cholinergic Muscarinic Antagonist
60505-3532	P2y12 Platelet Inhibitor
60505-3547	Angiotensin 2 Receptor Blocker
60505-3548	Angiotensin 2 Receptor Blocker
60505-3549	Angiotensin 2 Receptor Blocker
60505-3578	Nonsteroidal Anti-inflammatory Drug
60505-3579	Nonsteroidal Anti-inflammatory Drug
60505-3583	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
60505-3603	Thiazide Diuretic
60505-3604	Thiazide Diuretic
60505-3638	Antifibrinolytic Agent
60505-3663	Serotonin Reuptake Inhibitor
60505-3664	Serotonin Reuptake Inhibitor
60505-3665	Serotonin Reuptake Inhibitor
60505-3666	Serotonin Reuptake Inhibitor
60505-3668	Serotonin Reuptake Inhibitor
60505-3669	Serotonin Reuptake Inhibitor
60505-3670	Serotonin Reuptake Inhibitor
60505-3673	Serotonin Reuptake Inhibitor
60505-3674	Serotonin Reuptake Inhibitor
60505-3675	Serotonin Reuptake Inhibitor
60505-3693	Serotonin-1b and Serotonin-1d Receptor Agonist
60505-3694	Serotonin-1b and Serotonin-1d Receptor Agonist
60505-3698	Non-standardized Food Allergenic Extract
60505-3699	Non-standardized Food Allergenic Extract
60505-3718	Serotonin-1b and Serotonin-1d Receptor Agonist
60505-3719	Serotonin-1b and Serotonin-1d Receptor Agonist
60505-3723	Non-standardized Food Allergenic Extract
60505-3724	Non-standardized Food Allergenic Extract
60505-3788	Human Immunodeficiency Virus 1 Non-nucleoside Analog Reverse Transcriptase Inhibitor
60505-3806	Thiazide Diuretic
60505-3807	Thiazide Diuretic
60505-3808	Thiazide Diuretic
60505-3809	Thiazide Diuretic
60505-3810	Thiazide Diuretic
60505-3952	Proton Pump Inhibitor
60505-3992	P2y12 Platelet Inhibitor
60505-4058	Human Immunodeficiency Virus 1 Non-nucleoside Analog Reverse Transcriptase Inhibitor
60505-5306	Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor
60505-5306	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
60505-5306	Herpes Zoster Virus Nucleoside Analog Dna Polymerase Inhibitor
60505-5307	Herpes Zoster Virus Nucleoside Analog Dna Polymerase Inhibitor
60505-5307	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
60505-5307	Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor
60505-6025	Cephalosporin Antibacterial
60505-6026	Cephalosporin Antibacterial
60505-6030	Cephalosporin Antibacterial
60505-6031	Cephalosporin Antibacterial
60505-6076	Macrolide Antimicrobial
60505-6078	Factor Xa Inhibitor
60505-6079	Factor Xa Inhibitor
60505-6080	Factor Xa Inhibitor
60505-6081	Factor Xa Inhibitor
60505-6087	Cephalosporin Antibacterial
60505-6088	Cephalosporin Antibacterial
60505-6093	Cephalosporin Antibacterial
60505-6094	Cephalosporin Antibacterial
60505-6102	Cephalosporin Antibacterial
60505-6103	Cephalosporin Antibacterial
60505-6104	Cephalosporin Antibacterial
60505-7001	Opioid Agonist
60505-7002	Opioid Agonist
60505-7003	Opioid Agonist
60505-7004	Opioid Agonist
60505-7006	Opioid Agonist
60505-7007	Opioid Agonist
60505-7008	Opioid Agonist
60505-7009	Opioid Agonist
60512-0004	Copper-containing Intrauterine Device
60512-0007	Phosphate Binder
60512-0007	Calcium
60512-0009	Standardized Insect Venom Allergenic Extract
60631-0040	Angiotensin 2 Receptor Blocker
60631-0080	Angiotensin 2 Receptor Blocker
60631-0412	Thiazide-like Diuretic
60631-0425	Thiazide-like Diuretic
60681-0031	Non-standardized Fungal Allergenic Extract
60758-0060	Beta-adrenergic Blocker
60758-0063	Beta-adrenergic Blocker
60758-0119	Corticosteroid
60758-0188	Aminoglycoside Antibacterial
60758-0773	Nonsteroidal Anti-inflammatory Drug
60758-0866	Alpha-adrenergic Agonist
60758-0880	Corticosteroid
60758-0908	Polymyxin-class Antibacterial
60758-0910	Nonsteroidal Anti-inflammatory Drug
60793-0104	Thyroid Hormone Synthesis Inhibitor
60793-0105	Thyroid Hormone Synthesis Inhibitor
60793-0115	L-triiodothyronine
60793-0116	L-triiodothyronine
60793-0117	L-triiodothyronine
60793-0130	Penicillin-class Antibacterial
60793-0131	Penicillin-class Antibacterial
60793-0136	Muscle Relaxant
60793-0145	Gamma-aminobutyric Acid A Receptor Agonist
60793-0146	Gamma-aminobutyric Acid A Receptor Agonist
60793-0283	Thiazide Diuretic
60793-0284	Thiazide Diuretic
60793-0411	Nonsteroidal Anti-inflammatory Drug
60793-0430	Opioid Antagonist
60793-0431	Opioid Antagonist
60793-0433	Opioid Antagonist
60793-0434	Opioid Antagonist
60793-0435	Opioid Antagonist
60793-0437	Opioid Antagonist
60793-0525	Opioid Agonist
60793-0526	Opioid Agonist
60793-0600	Penicillin-class Antibacterial
60793-0601	Penicillin-class Antibacterial
60793-0602	Penicillin-class Antibacterial
60793-0603	Opioid Agonist
60793-0604	Opioid Agonist
60793-0605	Opioid Agonist
60793-0606	Opioid Agonist
60793-0607	Opioid Agonist
60793-0608	Opioid Agonist
60793-0700	Penicillin-class Antibacterial
60793-0701	Penicillin-class Antibacterial
60793-0702	Penicillin-class Antibacterial
60793-0800	Beta-adrenergic Blocker
60793-0801	Beta-adrenergic Blocker
60793-0802	Beta-adrenergic Blocker
60793-0850	L-thyroxine
60793-0851	L-thyroxine
60793-0852	L-thyroxine
60793-0853	L-thyroxine
60793-0854	L-thyroxine
60793-0855	L-thyroxine
60793-0856	L-thyroxine
60793-0857	L-thyroxine
60793-0858	L-thyroxine
60793-0859	L-thyroxine
60793-0860	L-thyroxine
60951-0185	Angiotensin 2 Receptor Blocker
60951-0186	Angiotensin 2 Receptor Blocker
60951-0187	Angiotensin 2 Receptor Blocker
60951-0310	Nonsteroidal Anti-inflammatory Drug
60951-0602	Opioid Agonist
60951-0652	Opioid Agonist
60951-0653	Opioid Agonist
60951-0655	Opioid Agonist
60951-0658	Opioid Agonist
60951-0659	Opioid Agonist
60951-0700	Opioid Agonist
60951-0701	Opioid Agonist
60951-0712	Opioid Agonist
60951-0794	Opioid Agonist
60951-0795	Opioid Agonist
60951-0933	Nonergot Dopamine Agonist
60951-0934	Nonergot Dopamine Agonist
60951-0935	Nonergot Dopamine Agonist
60951-0936	Nonergot Dopamine Agonist
60951-0937	Nonergot Dopamine Agonist
61062-0003	Corticosteroid
61062-0004	Cholinergic Receptor Agonist
61062-0005	Nitrogen Binding Agent
61062-0006	Standardized Chemical Allergen
61062-0007	Standardized Chemical Allergen
61062-0008	Standardized Chemical Allergen
61062-0009	Nicotinic Acid
61096-0002	Non-standardized Food Allergenic Extract
61096-0003	Standardized Insect Venom Allergenic Extract
61096-0004	Standardized Insect Venom Allergenic Extract
61096-0005	Phosphate Binder
61096-0005	Calcium
61096-0006	Non-standardized Food Allergenic Extract
61096-0006	Non-standardized Plant Allergenic Extract
61096-0007	Standardized Insect Venom Allergenic Extract
61096-0023	Non-standardized Food Allergenic Extract
61096-0031	Standardized Insect Venom Allergenic Extract
61269-0210	Peroxisome Proliferator Receptor Alpha Agonist
61269-0212	Peroxisome Proliferator Receptor Alpha Agonist
61314-0012	Quinolone Antimicrobial
61314-0014	Nonsteroidal Anti-inflammatory Drug
61314-0015	Quinolone Antimicrobial
61314-0016	Local Anesthetic
61314-0018	Nonsteroidal Anti-inflammatory Drug
61314-0019	Carbonic Anhydrase Inhibitor
61314-0030	Carbonic Anhydrase Inhibitor
61314-0044	Nucleoside Analog Antiviral
61314-0126	Nonsteroidal Anti-inflammatory Drug
61314-0143	Alpha-adrenergic Agonist
61314-0144	Alpha-adrenergic Agonist
61314-0203	Cholinergic Receptor Agonist
61314-0204	Cholinergic Receptor Agonist
61314-0206	Cholinergic Receptor Agonist
61314-0229	Beta-adrenergic Blocker
61314-0237	Mast Cell Stabilizer
61314-0238	Beta-adrenergic Blocker
61314-0245	Beta-adrenergic Blocker
