product_ndc	route
59088-0740	Topical
59088-0746	Topical
59088-0771	Rectal
59088-0816	Rectal
59088-0817	Rectal
59088-0819	Rectal
59088-0819	Topical
59088-0829	Topical
59088-0838	Rectal
59088-0851	Topical
59088-0852	Topical
59088-0856	Topical
59088-0864	Topical
59088-0924	Topical
59088-0942	Topical
59088-0954	Topical
59088-0962	Topical
59088-0997	Topical
59139-0002	Respiratory (inhalation)
59148-0002	Oral
59148-0003	Oral
59148-0006	Oral
59148-0007	Oral
59148-0008	Oral
59148-0009	Oral
59148-0010	Oral
59148-0011	Oral
59148-0013	Oral
59148-0016	Oral
59148-0020	Oral
59148-0021	Oral
59148-0023	Oral
59148-0070	Intravenous
59148-0640	Oral
59148-0641	Oral
59212-0658	Oral
59212-0659	Oral
59212-0700	Oral
59212-0701	Oral
59212-0702	Oral
59212-0780	Topical
59310-0175	Respiratory (inhalation)
59310-0177	Respiratory (inhalation)
59310-0202	Respiratory (inhalation)
59310-0204	Respiratory (inhalation)
59310-0210	Nasal
59310-0579	Respiratory (inhalation)
59351-0310	Topical
59385-0012	Buccal
59385-0014	Buccal
59385-0016	Buccal
59417-0101	Oral
59417-0102	Oral
59417-0103	Oral
59417-0104	Oral
59417-0105	Oral
59417-0106	Oral
59417-0107	Oral
59528-0317	Oral
59528-0416	Oral
59528-1988	Oral
59528-4456	Oral
59572-0102	Intravenous
59572-0102	Subcutaneous
59572-0205	Oral
59572-0210	Oral
59572-0215	Oral
59572-0220	Oral
59572-0501	Oral
59572-0502	Oral
59572-0503	Oral
59572-0504	Oral
59572-0630	Oral
59572-0631	Oral
59627-0002	Intramuscular
59627-0003	Intramuscular
59630-0074	Oral
59630-0112	Oral
59630-0113	Oral
59630-0115	Oral
59630-0142	Oral
59630-0170	Oral
59630-0200	Oral
59630-0205	Oral
59630-0309	Intravenous
59630-0320	Intravenous
59630-0375	Oral
59630-0400	Oral
59630-0450	Oral
59630-0480	Oral
59630-0485	Oral
59630-0574	Oral
59630-0575	Oral
59630-0628	Oral
59630-0629	Oral
59630-0630	Oral
59630-0700	Oral
59630-0701	Oral
59630-0702	Oral
59630-0710	Oral
59630-0750	Oral
59630-0755	Oral
59630-0760	Oral
59630-0761	Oral
59630-0762	Oral
59630-0777	Oral
59630-0780	Topical
59630-0820	Oral
59630-0821	Oral
59630-0825	Oral
59630-0850	Oral
59630-0911	Oral
59630-0912	Oral
59630-0913	Oral
59630-0992	Oral
59630-0993	Oral
59630-0994	Oral
59667-0002	Oral
59667-0003	Oral
59667-0010	Oral
59667-0011	Oral
59667-0012	Oral
59667-0013	Oral
59667-0014	Oral
59667-0015	Oral
59667-0016	Oral
59667-0017	Oral
59667-0018	Oral
59667-0019	Oral
59667-0020	Oral
59667-0021	Oral
59667-0022	Oral
59667-0023	Oral
59667-0024	Oral
59667-0025	Oral
59667-0026	Oral
59667-0027	Oral
59667-0028	Oral
59667-0029	Oral
59667-0030	Oral
59667-0031	Oral
59667-0032	Oral
59667-0033	Oral
59667-0034	Oral
59667-0035	Oral
59667-0036	Oral
59667-0037	Oral
59667-0038	Oral
59667-0039	Oral
59667-0040	Oral
59667-0041	Oral
59667-0042	Oral
59667-0043	Oral
59667-0044	Oral
59667-0045	Oral
59667-0046	Oral
59667-0047	Oral
59667-0048	Oral
59667-0049	Oral
59667-0050	Oral
59667-0051	Oral
59667-0052	Oral
59667-0053	Oral
59667-0054	Oral
59667-0055	Oral
59667-0056	Oral
59667-0057	Oral
59667-0058	Oral
59667-0059	Oral
59667-0060	Oral
59667-0061	Oral
59667-0062	Oral
59667-0063	Oral
59667-0064	Oral
59667-0065	Oral
59667-0066	Oral
59667-0067	Oral
59667-0068	Oral
59667-0069	Oral
59667-0070	Oral
59667-0071	Oral
59667-0072	Oral
59667-0073	Oral
59667-0075	Oral
59667-0076	Oral
59667-0077	Oral
59667-0078	Oral
59667-0079	Oral
59667-0080	Oral
59667-0081	Oral
59667-0082	Oral
59667-0083	Oral
59667-0084	Oral
59667-0085	Oral
59667-0086	Oral
59667-0087	Oral
59667-0088	Oral
59667-0089	Oral
59667-0090	Oral
59667-0091	Oral
59667-0092	Oral
59667-0093	Oral
59667-0094	Oral
59667-0095	Oral
59667-0096	Oral
59667-0098	Oral
59667-0099	Oral
59667-0100	Oral
59667-0101	Oral
59667-0102	Oral
59667-0103	Oral
59667-0104	Oral
59667-0105	Oral
59667-0106	Oral
59667-0107	Oral
59667-0108	Oral
59667-0109	Oral
59667-0110	Oral
59672-0032	Oral
59672-0116	Oral
59676-0101	Intravenous
59676-0225	Oral
59676-0278	Oral
59676-0302	Subcutaneous
59676-0302	Intravenous
59676-0303	Subcutaneous
59676-0303	Intravenous
59676-0304	Intravenous
59676-0304	Subcutaneous
59676-0310	Intravenous
59676-0310	Subcutaneous
59676-0312	Subcutaneous
59676-0312	Intravenous
59676-0320	Subcutaneous
59676-0320	Intravenous
59676-0340	Subcutaneous
59676-0340	Intravenous
59676-0561	Oral
59676-0562	Oral
59676-0563	Oral
59676-0564	Oral
59676-0565	Oral
59676-0566	Oral
59676-0570	Oral
59676-0571	Oral
59676-0572	Oral
59676-0701	Oral
59676-0960	Intravenous
59746-0001	Oral
59746-0002	Oral
59746-0003	Oral
59746-0010	Oral
59746-0015	Oral
59746-0020	Oral
59746-0030	Oral
59746-0040	Oral
59746-0050	Oral
59746-0113	Oral
59746-0115	Oral
59746-0121	Oral
59746-0122	Oral
59746-0125	Oral
59746-0127	Oral
59746-0171	Oral
59746-0172	Oral
59746-0173	Oral
59746-0175	Oral
59746-0177	Oral
59746-0211	Oral
59746-0216	Oral
59746-0217	Oral
59746-0218	Oral
59746-0232	Oral
59746-0233	Oral
59746-0234	Oral
59746-0242	Oral
59746-0244	Oral
59746-0245	Oral
59746-0246	Oral
59746-0247	Oral
59746-0248	Oral
59746-0279	Oral
59746-0280	Oral
59746-0281	Oral
59746-0283	Oral
59746-0284	Oral
59746-0285	Oral
59746-0286	Oral
59746-0306	Oral
59746-0307	Oral
59746-0308	Oral
59746-0309	Oral
59746-0311	Oral
59746-0312	Oral
59746-0315	Oral
59746-0316	Oral
59746-0317	Oral
59746-0324	Oral
59746-0325	Oral
59746-0329	Oral
59746-0330	Oral
59746-0333	Oral
59746-0334	Oral
59746-0335	Oral
59746-0337	Oral
59746-0338	Oral
59746-0339	Oral
59746-0348	Oral
59746-0382	Oral
59746-0383	Oral
59746-0384	Oral
59746-0385	Oral
59746-0386	Oral
59762-0008	Oral
59762-0009	Oral
59762-0010	Oral
59762-0016	Oral
59762-0028	Oral
59762-0029	Oral
59762-0030	Oral
59762-0033	Oral
59762-0040	Ophthalmic
59762-0045	Oral
59762-0046	Oral
59762-0047	Oral
59762-0048	Oral
59762-0049	Oral
59762-0050	Oral
59762-0051	Oral
59762-0057	Oral
59762-0059	Oral
59762-0066	Oral
59762-0068	Oral
59762-0073	Oral
59762-0074	Oral
59762-0075	Oral
59762-0104	Oral
59762-0119	Oral
59762-0140	Oral
59762-0145	Oral
59762-0155	Oral
59762-0156	Oral
59762-0157	Oral
59762-0158	Oral
59762-0170	Oral
59762-0220	Oral
59762-0222	Oral
59762-0223	Oral
59762-0245	Oral
59762-0246	Oral
59762-0250	Oral
59762-0252	Oral
59762-0278	Oral
59762-0279	Oral
59762-0280	Oral
59762-0333	Ophthalmic
59762-0450	Oral
59762-0489	Sublingual
59762-0531	Oral
59762-0702	Oral
59762-0703	Oral
59762-0800	Oral
59762-0810	Oral
59762-0811	Oral
59762-0812	Oral
59762-0850	Oral
59762-0925	Oral
59762-0930	Oral
59762-0935	Oral
59762-1001	Oral
59762-1002	Oral
59762-1003	Oral
59762-1005	Oral
59762-1020	Oral
59762-1021	Oral
59762-1022	Oral
59762-1023	Oral
59762-1050	Oral
59762-1061	Oral
59762-1258	Oral
59762-1261	Oral
59762-1300	Oral
59762-1301	Oral
59762-1302	Oral
59762-1350	Oral
59762-1410	Oral
59762-1412	Oral
59762-1414	Oral
59762-1415	Oral
59762-1416	Oral
59762-1417	Oral
59762-1418	Oral
59762-1520	Oral
59762-1530	Oral
59762-1534	Oral
59762-1537	Oral
59762-1540	Oral
59762-1700	Oral
59762-1701	Oral
59762-1702	Oral
59762-1703	Oral
59762-1710	Oral
59762-1720	Oral
59762-1735	Oral
59762-1808	Oral
59762-1810	Oral
59762-1812	Oral
59762-1815	Oral
59762-1850	Oral
59762-1851	Oral
59762-1852	Oral
59762-2001	Oral
59762-2002	Oral
59762-2003	Oral
59762-2004	Oral
59762-2310	Oral
59762-2320	Oral
59762-2330	Oral
59762-2331	Oral
59762-2332	Oral
59762-2340	Oral
59762-2380	Oral
59762-2700	Oral
59762-2701	Oral
59762-2703	Oral
59762-2858	Oral
59762-3051	Oral
59762-3060	Oral
59762-3070	Oral
59762-3080	Oral
59762-3110	Oral
59762-3120	Oral
59762-3130	Oral
59762-3140	Oral
59762-3304	Sublingual
59762-3328	Oral
59762-3717	Oral
59762-3718	Oral
59762-3719	Oral
59762-3720	Oral
59762-3721	Oral
59762-3722	Oral
59762-3728	Topical
59762-3740	Oral
59762-3741	Oral
59762-3742	Oral
59762-3743	Topical
59762-3744	Topical
59762-4320	Oral
59762-4321	Oral
59762-4322	Oral
59762-4440	Oral
59762-4537	Intramuscular
59762-4538	Intramuscular
59762-4900	Oral
59762-4910	Oral
59762-4921	Sublingual
59762-4940	Oral
59762-4960	Oral
59762-5000	Oral
59762-5007	Oral
59762-5008	Oral
59762-5010	Oral
59762-5011	Oral
59762-5012	Oral
59762-5013	Oral
59762-5014	Oral
59762-5015	Oral
59762-5016	Oral
59762-5017	Oral
59762-5018	Oral
59762-5019	Oral
59762-5020	Oral
59762-5021	Oral
59762-5022	Oral
59762-5029	Oral
59762-5030	Oral
59762-5091	Intravenous
59762-5093	Intravenous
59762-5250	Oral
59762-5251	Oral
59762-6002	Oral
59762-8398	Oral
59762-8399	Oral
59824-0008	Topical
60258-0001	Oral
60258-0002	Oral
60258-0003	Oral
60258-0005	Oral
60258-0050	Oral
60258-0150	Dental
60258-0151	Dental
60258-0158	Oral
60258-0159	Oral
60258-0162	Oral
60258-0189	Oral
60258-0201	Oral
60258-0520	Oral
60258-0521	Oral
60258-0525	Oral
60258-0526	Oral
60258-0530	Oral
60258-0801	Oral
60258-0802	Oral
60258-0850	Oral
60258-0858	Ophthalmic
60258-0860	Oral
60258-0865	Oral
60258-0866	Oral
60258-0870	Oral
60258-0876	Oral
60258-0890	Oral
60258-0955	Oral
60432-0007	Oral
60432-0037	Oral
60432-0038	Oral
60432-0065	Oral
60432-0092	Oral
60432-0093	Oral
60432-0126	Oral
60432-0129	Oral
60432-0131	Oral
60432-0133	Topical
60432-0140	Oral
60432-0150	Oral
60432-0212	Oral
60432-0245	Oral
60432-0264	Nasal
60432-0275	Oral
60432-0455	Oral
60432-0464	Topical
60432-0466	Oral
60432-0528	Topical
60432-0537	Oral
60432-0539	Oral
60432-0560	Topical
60432-0561	Topical
60432-0604	Oral
60432-0606	Oral
60432-0608	Oral
60432-0613	Oral
60432-0616	Oral
60432-0621	Oral
60432-0622	Oral
60432-0651	Oral
60432-0671	Topical
60432-0741	Auricular (otic)
60432-0830	Oral
60432-0831	Oral
60432-0833	Topical
60432-0834	Topical
60432-0837	Oral
60505-0007	Oral
60505-0008	Oral
60505-0009	Oral
60505-0010	Oral
60505-0014	Oral
60505-0015	Oral
60505-0016	Oral
60505-0027	Oral
60505-0033	Oral
60505-0034	Oral
60505-0039	Oral
60505-0040	Oral
60505-0041	Oral
60505-0042	Oral
60505-0055	Oral
60505-0065	Oral
60505-0080	Oral
60505-0081	Oral
60505-0082	Oral
60505-0083	Oral
60505-0084	Oral
60505-0093	Oral
60505-0094	Oral
60505-0095	Oral
60505-0096	Oral
60505-0097	Oral
60505-0101	Oral
60505-0102	Oral
60505-0112	Oral
60505-0113	Oral
60505-0114	Oral
60505-0115	Oral
60505-0116	Oral
60505-0117	Oral
60505-0118	Oral
60505-0128	Oral
60505-0129	Oral
60505-0130	Oral
60505-0131	Oral
60505-0132	Oral
60505-0133	Oral
60505-0134	Oral
60505-0141	Oral
60505-0142	Oral
60505-0145	Oral
60505-0146	Oral
60505-0147	Oral
60505-0157	Oral
60505-0158	Oral
60505-0159	Oral
60505-0164	Oral
60505-0165	Oral
60505-0166	Oral
60505-0168	Oral
60505-0169	Oral
60505-0170	Oral
60505-0171	Oral
60505-0176	Oral
60505-0180	Oral
60505-0181	Oral
60505-0182	Oral
60505-0183	Oral
60505-0190	Oral
60505-0191	Oral
60505-0192	Oral
60505-0193	Oral
60505-0194	Oral
60505-0195	Oral
60505-0210	Oral
60505-0211	Oral
60505-0212	Oral
60505-0213	Oral
60505-0214	Oral
60505-0222	Oral
60505-0223	Oral
60505-0224	Oral
60505-0232	Oral
60505-0233	Oral
60505-0234	Oral
60505-0235	Oral
60505-0247	Oral
60505-0248	Oral
60505-0249	Oral
60505-0251	Oral
60505-0252	Oral
60505-0253	Oral
60505-0257	Oral
60505-0258	Oral
60505-0260	Oral
60505-0271	Oral
60505-0272	Oral
60505-0363	Auricular (otic)
60505-0380	Oral
60505-0381	Oral
60505-0399	Topical
60505-0402	Oral
60505-0501	Topical
60505-0560	Ophthalmic
60505-0562	Oral
60505-0562	Rectal
60505-0565	Ophthalmic
60505-0570	Ophthalmic
60505-0578	Intraocular
60505-0584	Ophthalmic
60505-0595	Ophthalmic
60505-0596	Ophthalmic
60505-0597	Ophthalmic
60505-0598	Ophthalmic
60505-0678	Intravenous
60505-0679	Intravenous
60505-0681	Intravenous
60505-0686	Intravenous
60505-0687	Intravenous
60505-0688	Intravenous
60505-0748	Intravenous
60505-0748	Intramuscular
60505-0749	Intramuscular
60505-0749	Intravenous
60505-0750	Intramuscular
60505-0750	Intravenous
60505-0751	Intravenous
60505-0751	Intramuscular
60505-0752	Intravenous
60505-0752	Intramuscular
60505-0753	Intravenous
60505-0753	Intramuscular
60505-0759	Intravenous
60505-0760	Intravenous
60505-0761	Intravenous
60505-0769	Intravenous
60505-0773	Intravenous
60505-0813	Nasal
60505-0815	Nasal
60505-0820	Respiratory (inhalation)
60505-0821	Respiratory (inhalation)
60505-0823	Nasal
60505-0829	Nasal
60505-0833	Nasal
60505-0834	Intravenous
60505-0839	Nasal
60505-0847	Nasal
60505-0848	Nasal
60505-1003	Ophthalmic
60505-1201	Oral
60505-1202	Oral
60505-1308	Oral
60505-1309	Oral
60505-1310	Oral
60505-1320	Oral
60505-1321	Oral
60505-1323	Oral
60505-1325	Oral
60505-1329	Oral
60505-2502	Oral
60505-2503	Oral
60505-2504	Oral
60505-2510	Oral
60505-2511	Oral
60505-2512	Oral
60505-2526	Oral
60505-2527	Oral
60505-2528	Oral
60505-2529	Oral
60505-2530	Oral
60505-2531	Oral
60505-2532	Oral
60505-2533	Oral
60505-2534	Oral
60505-2535	Oral
60505-2536	Oral
60505-2539	Oral
60505-2540	Oral
60505-2541	Oral
60505-2542	Oral
60505-2543	Oral
60505-2544	Oral
60505-2545	Oral
60505-2546	Oral
60505-2547	Oral
60505-2551	Oral
60505-2552	Oral
60505-2553	Oral
60505-2554	Oral
60505-2575	Oral
60505-2578	Oral
60505-2579	Oral
60505-2580	Oral
60505-2581	Oral
60505-2582	Oral
60505-2583	Oral
60505-2592	Oral
60505-2593	Oral
60505-2594	Oral
60505-2596	Oral
60505-2597	Oral
60505-2604	Oral
60505-2605	Oral
60505-2606	Oral
60505-2607	Oral
60505-2608	Oral
60505-2609	Oral
60505-2615	Oral
60505-2616	Oral
60505-2633	Oral
60505-2634	Oral
60505-2635	Oral
60505-2636	Oral
60505-2637	Oral
60505-2638	Oral
60505-2639	Oral
60505-2640	Oral
60505-2641	Oral
60505-2642	Oral
60505-2644	Oral
60505-2648	Oral
60505-2649	Oral
60505-2650	Oral
60505-2651	Oral
60505-2652	Oral
60505-2653	Oral
60505-2654	Oral
60505-2655	Oral
60505-2656	Oral
60505-2657	Oral
60505-2659	Oral
60505-2660	Oral
60505-2661	Oral
60505-2662	Oral
60505-2663	Oral
60505-2664	Oral
60505-2665	Oral
60505-2671	Oral
60505-2680	Oral
60505-2740	Oral
60505-2741	Oral
60505-2742	Oral
60505-2760	Oral
60505-2761	Oral
60505-2762	Oral
60505-2763	Oral
60505-2780	Oral
60505-2781	Oral
60505-2782	Oral
60505-2795	Oral
60505-2805	Oral
60505-2806	Oral
60505-2807	Oral
60505-2850	Oral
60505-2865	Oral
60505-2866	Oral
60505-2867	Oral
60505-2868	Oral
60505-2869	Oral
60505-2870	Oral
60505-2871	Oral
60505-2875	Oral
60505-2876	Oral
60505-2877	Oral
60505-2878	Oral
60505-2880	Oral
60505-2881	Oral
60505-2915	Oral
60505-2916	Oral
60505-2917	Oral
60505-2965	Oral
60505-2966	Oral
60505-2985	Oral
60505-2995	Oral
60505-2996	Oral
60505-2997	Oral
60505-2998	Oral
60505-3096	Oral
60505-3097	Oral
60505-3110	Oral
60505-3111	Oral
60505-3112	Oral
60505-3113	Oral
60505-3114	Oral
60505-3120	Oral
60505-3121	Oral
60505-3130	Oral
60505-3131	Oral
60505-3132	Oral
60505-3133	Oral
60505-3134	Oral
60505-3135	Oral
60505-3136	Oral
60505-3137	Oral
60505-3138	Oral
60505-3139	Oral
60505-3140	Oral
60505-3145	Oral
60505-3160	Oral
60505-3161	Oral
60505-3162	Oral
60505-3220	Oral
60505-3221	Oral
60505-3222	Oral
60505-3223	Oral
60505-3245	Oral
60505-3246	Oral
60505-3247	Oral
60505-3250	Oral
60505-3251	Oral
60505-3252	Oral
60505-3255	Oral
60505-3275	Oral
60505-3276	Oral
60505-3277	Oral
60505-3278	Oral
60505-3280	Oral
60505-3285	Oral
60505-3404	Oral
60505-3409	Oral
60505-3410	Oral
60505-3411	Oral
60505-3438	Oral
60505-3454	Oral
60505-3517	Oral
60505-3527	Oral
60505-3528	Oral
60505-3532	Oral
60505-3547	Oral
60505-3548	Oral
60505-3549	Oral
60505-3578	Oral
60505-3579	Oral
60505-3583	Oral
60505-3603	Oral
60505-3604	Oral
60505-3638	Oral
60505-3663	Oral
60505-3664	Oral
60505-3665	Oral
60505-3666	Oral
60505-3668	Oral
60505-3669	Oral
60505-3670	Oral
60505-3673	Oral
60505-3674	Oral
60505-3675	Oral
60505-3693	Oral
60505-3694	Oral
60505-3698	Oral
60505-3699	Oral
60505-3718	Oral
60505-3719	Oral
60505-3723	Oral
60505-3724	Oral
60505-3788	Oral
60505-3806	Oral
60505-3807	Oral
60505-3808	Oral
60505-3809	Oral
60505-3810	Oral
60505-3952	Oral
60505-3992	Oral
60505-4058	Oral
60505-5306	Oral
60505-5307	Oral
60505-6025	Intravenous
60505-6026	Intravenous
60505-6030	Intramuscular
60505-6030	Intravenous
60505-6031	Intravenous
60505-6031	Intramuscular
60505-6076	Intravenous
60505-6078	Subcutaneous
60505-6079	Subcutaneous
60505-6080	Subcutaneous
60505-6081	Subcutaneous
60505-6087	Intravenous
60505-6088	Intravenous
60505-6093	Intramuscular
60505-6093	Intravenous
60505-6094	Intravenous
60505-6102	Intravenous
60505-6102	Intramuscular
60505-6103	Intravenous
60505-6104	Intramuscular
60505-6104	Intravenous
60505-6110	Intravenous
60505-7001	Transdermal
60505-7002	Transdermal
60505-7003	Transdermal
60505-7004	Transdermal
60505-7006	Transdermal
60505-7007	Transdermal
60505-7008	Transdermal
60505-7009	Transdermal
60512-0002	Oral
60512-0004	Oral
60512-0006	Oral
60512-0007	Oral
60512-0008	Oral
60512-0009	Oral
60512-0013	Oral
60631-0040	Oral
60631-0080	Oral
60631-0412	Oral
60631-0425	Oral
60681-0031	Oral
60681-0113	Oral
60758-0060	Ophthalmic
60758-0063	Ophthalmic
60758-0119	Ophthalmic
60758-0188	Ophthalmic
60758-0773	Ophthalmic
60758-0801	Ophthalmic
60758-0802	Ophthalmic
60758-0866	Ophthalmic
60758-0880	Ophthalmic
60758-0908	Ophthalmic
60758-0910	Ophthalmic
60793-0104	Oral
60793-0105	Oral
60793-0115	Oral
60793-0116	Oral
60793-0117	Oral
60793-0130	Intramuscular
60793-0131	Intramuscular
60793-0136	Oral
60793-0145	Oral
60793-0146	Oral
60793-0283	Oral
60793-0284	Oral
60793-0411	Topical
60793-0430	Oral
60793-0431	Oral
60793-0433	Oral
60793-0434	Oral
60793-0435	Oral
60793-0437	Oral
60793-0525	Oral
60793-0526	Oral
60793-0600	Intramuscular
60793-0601	Intramuscular
60793-0602	Intramuscular
60793-0603	Oral
60793-0604	Oral
60793-0605	Oral
60793-0606	Oral
60793-0607	Oral
60793-0608	Oral
60793-0700	Intramuscular
60793-0701	Intramuscular
60793-0702	Intramuscular
60793-0800	Oral
60793-0801	Oral
60793-0802	Oral
60793-0850	Oral
60793-0851	Oral
60793-0852	Oral
60793-0853	Oral
60793-0854	Oral
60793-0855	Oral
60793-0856	Oral
60793-0857	Oral
60793-0858	Oral
60793-0859	Oral
60793-0860	Oral
60905-0002	Topical
60905-0003	Topical
60905-0004	Topical
60905-0005	Topical
60905-0006	Topical
60905-0007	Topical
60905-0008	Topical
60905-0009	Topical
60905-0023	Topical
60905-0024	Topical
60905-0025	Topical
60905-0029	Topical
60905-0406	Topical
60951-0185	Oral
60951-0186	Oral
60951-0187	Oral
60951-0310	Oral
60951-0602	Oral
60951-0652	Oral
60951-0653	Oral
60951-0655	Oral
60951-0658	Oral
60951-0659	Oral
60951-0700	Oral
60951-0701	Oral
60951-0712	Oral
60951-0734	Oral
60951-0735	Oral
60951-0794	Oral
60951-0795	Oral
60951-0933	Oral
60951-0934	Oral
60951-0935	Oral
60951-0936	Oral
60951-0937	Oral
61016-0002	Topical
61016-0003	Topical
61016-0004	Topical
61016-0005	Topical
61016-0006	Topical
61016-0007	Topical
61062-0003	Oral
61062-0004	Oral
61062-0005	Oral
61062-0006	Oral
61062-0007	Oral
61062-0008	Oral
61062-0009	Oral
61096-0002	Oral
61096-0003	Oral
61096-0004	Oral
61096-0005	Oral
61096-0006	Oral
61096-0007	Oral
61096-0023	Oral
61096-0024	Oral
61096-0031	Oral
61096-0032	Oral
61096-0039	Oral
61269-0210	Oral
61269-0212	Oral
61314-0012	Ophthalmic
61314-0014	Ophthalmic
61314-0015	Auricular (otic)
61314-0016	Ophthalmic
61314-0018	Ophthalmic
61314-0019	Ophthalmic
61314-0030	Ophthalmic
61314-0044	Ophthalmic
61314-0126	Ophthalmic
61314-0143	Ophthalmic
61314-0144	Ophthalmic
61314-0203	Ophthalmic
61314-0204	Ophthalmic
61314-0206	Ophthalmic
61314-0224	Ophthalmic
61314-0225	Ophthalmic
61314-0226	Ophthalmic
61314-0227	Ophthalmic
61314-0229	Ophthalmic
61314-0237	Ophthalmic
61314-0238	Ophthalmic
61314-0245	Ophthalmic
61314-0294	Ophthalmic
61314-0297	Ophthalmic
61314-0303	Ophthalmic
61314-0308	Intraocular
61314-0320	Nasal
61314-0342	Ophthalmic
61314-0354	Ophthalmic
61314-0355	Ophthalmic
61314-0395	Ophthalmic
61314-0396	Ophthalmic
61314-0397	Ophthalmic
61314-0447	Ophthalmic
61314-0547	Ophthalmic
61314-0628	Ophthalmic
61314-0630	Ophthalmic
61314-0631	Ophthalmic
61314-0633	Ophthalmic
61314-0637	Ophthalmic
61314-0641	Ophthalmic
61314-0643	Ophthalmic
61314-0645	Auricular (otic)
61314-0646	Auricular (otic)
61314-0647	Ophthalmic
61314-0656	Ophthalmic
61314-0665	Ophthalmic
61314-0701	Ophthalmic
61442-0102	Oral
61442-0103	Oral
61442-0111	Oral
61442-0112	Oral
61442-0113	Oral
61442-0115	Oral
61442-0116	Oral
61442-0117	Oral
61442-0121	Oral
61442-0122	Oral
61442-0126	Oral
61442-0127	Oral
61442-0141	Oral
61442-0142	Oral
61442-0143	Oral
61442-0161	Oral
61442-0162	Oral
61442-0171	Oral
61442-0172	Oral
61442-0173	Oral
61442-0174	Oral
61442-0175	Oral
61442-0176	Oral
61442-0201	Oral
61442-0202	Oral
61442-0222	Oral
61442-0223	Oral
61442-0224	Oral
61442-0231	Oral
61442-0232	Oral
61442-0321	Oral
61442-0322	Oral
61442-0323	Oral
61442-0361	Oral
61442-0362	Oral
61442-0363	Oral
61481-0037	Topical
61570-0024	Oral
61570-0031	Topical
61570-0032	Topical
61570-0034	Auricular (otic)
61570-0037	Ophthalmic
61570-0045	Ophthalmic
61570-0047	Irrigation
61570-0048	Irrigation
61570-0072	Oral
61570-0073	Oral
61570-0074	Oral
61570-0075	Oral
61570-0079	Oral
61570-0081	Oral
61570-0110	Oral
61570-0111	Oral
61570-0112	Oral
61570-0120	Oral
61570-0131	Topical
61570-0260	Intravenous
61657-0003	Oral
61657-0006	Oral
61657-0052	Oral
61657-0527	Oral
61657-0904	Oral
61657-0955	Oral
61703-0303	Intravenous
61703-0304	Subcutaneous
61703-0304	Intravenous
61703-0305	Intravenous
61703-0305	Subcutaneous
61703-0305	Intrathecal
61703-0309	Intravenous
61703-0319	Intrathecal
61703-0319	Intravenous
61703-0319	Subcutaneous
61703-0323	Intravenous
61703-0323	Subcutaneous
61703-0323	Intrapleural
61703-0323	Intramuscular
61703-0324	Intravenous
61703-0325	Intravenous
61703-0326	Intravenous
61703-0327	Intravenous
61703-0332	Intrapleural
61703-0332	Intramuscular
61703-0332	Intravenous
61703-0332	Subcutaneous
61703-0339	Intravenous
61703-0341	Intravenous
61703-0342	Intravenous
61703-0343	Intravenous
61703-0344	Intravenous
61703-0349	Intravenous
61703-0350	Intravenous
61703-0350	Intramuscular
61703-0350	Intra-arterial
61703-0351	Intra-arterial
61703-0351	Intravenous
61703-0351	Intramuscular
61703-0352	Intravenous
61703-0352	Intramuscular
61703-0352	Intra-arterial
61703-0360	Intravenous
61703-0361	Intravenous
61703-0362	Intravenous
61703-0363	Intravenous
61703-0408	Intra-arterial
61703-0408	Intrathecal
61703-0408	Intravenous
61703-0408	Intramuscular
61703-0418	Intramuscular
61703-0421	Intravenous
61703-0422	Intravenous
61703-0423	Intravenous
61748-0012	Oral
61748-0013	Oral
61748-0015	Oral
61748-0016	Oral
61748-0017	Oral
61748-0018	Oral
61748-0024	Oral
61748-0044	Oral
61748-0045	Oral
61748-0046	Oral
61748-0054	Oral
61748-0111	Oral
61748-0113	Oral
61748-0115	Oral
61748-0200	Topical
61748-0201	Topical
61748-0202	Topical
61748-0205	Topical
61748-0206	Topical
61748-0219	Topical
61748-0220	Topical
61748-0301	Oral
61748-0302	Oral
61748-0304	Oral
61748-0400	Topical
61748-0401	Topical
61822-0046	Transdermal
61822-0046	Topical
61941-0011	Oral
61941-0012	Oral
61941-0031	Oral
61941-0032	Oral
61941-0041	Oral
61941-0042	Oral
61941-0051	Oral
61941-0052	Oral
61941-0071	Oral
61941-0072	Oral
61941-0132	Oral
61941-0224	Oral
61957-0002	Topical
61957-0003	Topical
61957-0004	Topical
61957-0005	Topical
61957-0006	Topical
61957-0007	Topical
61957-0008	Topical
61957-0052	Topical
61957-0113	Topical
61957-0115	Topical
61957-0116	Topical
61957-0121	Topical
61957-0310	Topical
61957-0603	Topical
61957-0904	Topical
61958-0101	Intravenous
61958-0401	Oral
61958-0403	Oral
61958-0404	Oral
61958-0405	Oral
61958-0406	Oral
61958-0501	Oral
61958-0601	Oral
61958-0602	Oral
61958-0701	Oral
61958-1001	Oral
61958-1002	Oral
61958-1101	Oral
61958-1201	Oral
61958-1501	Oral
61958-1701	Oral
61958-1702	Oral
61958-1801	Oral
61971-0065	Oral
61971-0115	Oral
61971-0120	Oral
61995-0029	Topical
62011-0001	Oral
62011-0002	Oral
62011-0003	Oral
62011-0004	Oral
62011-0005	Oral
62011-0006	Oral
62011-0007	Oral
62011-0010	Oral
62011-0011	Oral
62011-0012	Oral
62011-0013	Oral
62011-0014	Oral
